,Tour,Type,Duration,Price,Price Per,Cancellation,Tour By,City,Country,Image,Link to agency
6564,Museo Reina Sofía Skip-the-Line Ticket and Self-Guided Tours in Madrid,Skip-the-Line Tours,2.0,19.23,per adult,Free cancellation,By Self-Guided Tours in Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/32/9a/01/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23683041-Reviews-Self_Guided_Tours_in_Madrid-Madrid.html
6567,Madrid Fitness Pass,Fitness Classes,2.0,13.58,per adult,Free cancellation,By Madrid Fitness Pass,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d1/26/8b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23284843-Reviews-Madrid_Fitness_Pass-Madrid.html
6571,Madrid Private Tour: Fun Old Town Exploration Game,Walking Tours,1.5,8.47,per adult,Free cancellation,By Questo Madrid Tours & City Games,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6e/89/e9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21025275-Reviews-Questo_Madrid_Tours_City_Games-Madrid.html
6572,El Retiro Park Guided Tour and tapas tasting,Walking Tours,2.5,21.5,per adult,Free cancellation,By Ibe Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/fe/0c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d13108244-Reviews-Ibe_Tours-Madrid.html
6574,Madrid Hidden Gems Private Tour: Don Quixote Exploration Game,Walking Tours,2.0,8.47,per adult,Free cancellation,By Questo Madrid Tours & City Games,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/37/0c/52/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21025275-Reviews-Questo_Madrid_Tours_City_Games-Madrid.html
6576,Madrid's Private Tour with your Family: Highlights & Hidden Gems,City Tours,2.5,48.65,per adult,Free cancellation,By Withlocals,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c6/de/a1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12429577-Reviews-Withlocals-Madrid.html
6577,Madrid The Original Tapas & Wine Tasting Tour,Wine Tours,3.0,132.4,per adult,Free cancellation,By Original Food Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/40/5e/74/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20403951-Reviews-Original_Food_Tours_Madrid-Madrid.html
6578,Learn to Make an Authentic Paella!,Cooking Classes,2.5,89.0,per adult,Free cancellation,"By Buzziler Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/65/e2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19526673-Reviews-Buzziler_Madrid_Spain-Madrid.html
6581,Madrid The Old City Guided Walking Tour - Semi-Private 8ppl Max,City Tours,5.5,82.75,per adult,Free cancellation,By Babylon Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/1f/5a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12279462-Reviews-Babylon_Tours_Madrid-Madrid.html
6584,Magical Toledo - Half Day Trip from Madrid with culinary tasting,Bus Tours,6.0,84.85,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/d9/8d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6585,Old Town Madrid and Tapas Tour,Walking Tours,2.5,75.99,per adult,Free cancellation,"By Buzziler Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/54/18/03/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19526673-Reviews-Buzziler_Madrid_Spain-Madrid.html
6586,Segovia & Ribera Del Duero Wine Tour with lunch included,Bus Tours,6.0,214.96,per adult,Free cancellation,By Wine Tours From Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c2/87/45/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23603825-Reviews-Wine_Tours_From_Madrid-Madrid.html
6587,Prado Museum private tour,Walking Tours,1.5,108.61,per adult,Free cancellation,By The Best Of Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/06/3e/de/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15748082-Reviews-The_Best_Of_Madrid-Madrid.html
6588,Underground Madrid Private Tour: Lavapies District,Walking Tours,2.5,30.71,per adult,Free cancellation,By Madrid Pour Vous,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/fb/f7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d13454995-Reviews-Madrid_Pour_Vous-Madrid.html
6589,Private professional holiday photoshoot in Madrid,Private and Luxury,1.0,123.32,per adult,Free cancellation,By Travel and Abroad Photographers,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/45/4c/e8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g58277-d17708534-Reviews-Travel_and_Abroad_Photographers-Virginia_Beach_Virginia.html
6591,Private Tour Prado Museum + Reina Sofía,Walking Tours,4.0,169.7,per adult,Free cancellation,By The guides you need,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/f0/c5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17671000-Reviews-The_guides_you_need-Madrid.html
6592,Vintage Tour Madrid Taxi 1500,Luxury Car Tours,2.5,227.2,per group,Free cancellation,By 600 Tour Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d4/2c/1b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d7256845-Reviews-600_Tour_Madrid-Madrid.html
6593,Visita privada al Museo del Prado,Walking Tours,1.5,108.61,per adult,Free cancellation,By The Best Of Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6f/ff/68/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15748082-Reviews-The_Best_Of_Madrid-Madrid.html
6595,The Making of Malasaña,Walking Tours,2.0,61.41,per adult,Free cancellation,By The Making of Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/96/d5/59/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17526518-Reviews-The_Making_of_Madrid-Madrid.html
6596,Half-Day Small Group VIP Culinary Tour in Madrid,Walking Tours,3.0,100.69,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b4/1b/0d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6597,The Imperial Toledo with 7 Monuments from Madrid,Full-day Tours,6.0,124.44,per adult,Free cancellation,By We Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/2d/8a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d16648608-Reviews-We_Madrid-Madrid.html
6598,Ribera del Duero Wine Tour with Visit to Abadia Retuerta & Pago de Capellanes,Full-day Tours,6.0,248.89,per adult,Free cancellation,By We Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/ea/09/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d16648608-Reviews-We_Madrid-Madrid.html
6599,Madrid chases the murderer,City Tours,1.5,28.28,per adult,Free cancellation,By Escape The City,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d2/6d/01/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12260092-Reviews-Escape_The_City-Madrid.html
6600,"Retiro Park, treasure hunt",Adventure Tours,1.5,28.28,per adult,Free cancellation,By Escape The City,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/9b/9f/10/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12260092-Reviews-Escape_The_City-Madrid.html
6601,Walking Tour in the Retiro Park in Madrid,City Tours,2.0,21.5,per adult,Free cancellation,By MadSnail Travel Private Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/cd/ac/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2507446-Reviews-MadSnail_Travel_Private_Tours-Madrid.html
6602,3-Hour Spanish Cooking Workshop Experience in Madrid,Cooking Classes,3.0,135.76,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b4/1b/71/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6603,Rent an Electric Bike in Madrid- FREE SELF-GUIDED TOUR,Bike Tours,6.0,33.94,per adult,Free cancellation,By Trixi,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/2f/29/23/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d1075947-Reviews-Trixi-Madrid.html
6605,Private Tour of Madrid with a Photography Session,City Tours,1.5,192.33,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b4/1b/c7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6606,Skip-the-Line Prado Museum Madrid Guided Tour - Private Tour,Private and Luxury,2.25,113.93,per adult,Free cancellation,By Babylon Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/61/18/3e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12279462-Reviews-Babylon_Tours_Madrid-Madrid.html
6610,Guided visit to Madrid May 2,Walking Tours,2.0,79.2,per adult,Free cancellation,By el primer Edecán,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/17/67/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187493-d17614162-Reviews-El_primer_Edecan-Salamanca_Province_of_Salamanca_Castile_and_Leon.html
6620,Madrid Old Town Walking Tour with Small Group,Walking Tours,1.5,18.43,per adult,Free cancellation,By The guides you need,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8d/ee/1d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17671000-Reviews-The_guides_you_need-Madrid.html
6621,Segovia and Spanish Versailles Full-Day Tour with Wine Tasting,Bus Tours,6.0,92.12,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b4/1b/0c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6622,Madrid Tapas Walking Tour & Flamenco Show,Walking Tours,3.5,124.44,per adult,Free cancellation,By We Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c6/ef/1c/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d16648608-Reviews-We_Madrid-Madrid.html
6623,Intimate Flamenco Performance,Family-friendly Shows,1.0,58.47,per adult,Free cancellation,"By Buzziler Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/66/f5/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d19526673-Reviews-Buzziler_Madrid_Spain-Madrid.html
6624,Madrid Retiro Park Electric Bike Tour,Adventure Tours,2.0,40.3,per adult,Free cancellation,By Wonder Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/40/d8/c1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d3478420-Reviews-Wonder_Tours-Madrid.html
6625,Madrid Prado Museum Private Guided Tour for Kids and Families,Walking Tours,1.5,191.2,per adult,Free cancellation,By Pinocchio Tours for Kids in Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/83/52/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20119929-Reviews-Pinocchio_Tours_for_Kids_in_Madrid-Madrid.html
6627,Private Tour El Escorial and The Valley of the Fallen from Madrid,Bus Tours,5.0,759.88,per adult,Free cancellation,By Driveme Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/78/6a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d9765563-Reviews-Driveme_Tours-Madrid.html
6628,Madrid Royal Palace Guided Tour (Tickets included & Skip the line),Walking Tours,1.5,39.6,per adult,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/29/e1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6630,Ticket to the Madrid Museum of Illusions and 3 Self-Guided Tours,Attractions & Museums,0.88,23.76,per adult,Free cancellation,By Self-Guided Tours in Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/99/6a/cc/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23683041-Reviews-Self_Guided_Tours_in_Madrid-Madrid.html
6631,Madrid Like a Local: Customized Private Tour,City Tours,4.0,45.25,per adult,Free cancellation,"By Equestrian Statue of Carlos III, Puerta del Sol, 28013 Madrid, Spain",Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a5/ce/c9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21317663-Reviews-Equestrian_Statue_of_Carlos_III_Puerta_del_Sol_28013_Madrid_Spain-Madrid.html
6632,Royal Palace Skip-the-Line Ticket and Guided Tour in Madrid,Skip-the-Line Tours,2.0,61.09,per adult,Free cancellation,By City Secreto - Unique Free Tours and Experiences In Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/d7/40/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20949803-Reviews-City_Secreto_Unique_Free_Tours_and_Experiences_In_Madrid-Madrid.html
6633,Toledo Full Day on Your Own with Tourist Train of Toledo,Full-day Tours,6.0,32.81,per adult,Free cancellation,By Fun and Tickets Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/14/d1/b0/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15631566-Reviews-Fun_and_Tickets_Madrid-Madrid.html
6634,Private Guided Tour Of Prado Museum and Retiro Park,Private and Luxury,4.0,293.59,per group,Free cancellation,By MARILUZ GUTIÉRREZ,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/26/25/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15275472-Reviews-MARILUZ_GUTIERREZ-Madrid.html
6635,Half-Day Private Tour in Madrid with Art Historian Guide,Walking Tours,3.5,67.88,per adult,Free cancellation,By Madrid Erleben,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/91/4d/88/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21088411-Reviews-Madrid_Erleben-Madrid.html
6636,Private excursion to Avila from Madrid Hotel pick up w/ official guide in Avila,Bus Tours,6.0,435.57,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/3a/ba/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6637,Madrid Royal Palace Private Tour with Skip-the-line Ticket,City Tours,1.5,86.84,per adult,Free cancellation,By Amigo Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/4b/1d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10263143-Reviews-Amigo_Tours-Madrid.html
6638,Half-Day Private Cooking Class of Tapas and Paella in Madrid,Cooking Classes,3.5,124.0,per adult,Free cancellation,By Traveling Spoon,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3a/59/68/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d14093315-Reviews-Traveling_Spoon-Madrid.html
6639,Gourmet Experience: Tour Las Ventas + Special Menu,Monuments and Memorials,1.25,57.9,per adult,Free cancellation,By Plaza de Toros de Las Ventas,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/fa/43/2e/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d190147-Reviews-Plaza_de_Toros_de_Las_Ventas-Madrid.html
6641,4-Hour Private Night Walking Tour of Madrid: Custom Tour,Private and Luxury,4.0,173.86,per adult,Free cancellation,By MadSnail Travel Private Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/38/5a/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2507446-Reviews-MadSnail_Travel_Private_Tours-Madrid.html
6642,Madrid City Highlights Private Tour for kids and families,Walking Tours,2.5,225.14,per adult,Free cancellation,By Pinocchio Tours for Kids in Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/19/e2/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d20119929-Reviews-Pinocchio_Tours_for_Kids_in_Madrid-Madrid.html
6644,Salamanca and Avila Private Tour from Madrid with Hotel Pickup,Full-day Tours,9.0,245.62,per adult,Free cancellation,By Yeah Spain,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/45/65/61/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d7708878-Reviews-Yeah_Spain-Madrid.html
6645,Private Tapas Tour,Walking Tours,3.0,90.51,per adult,Free cancellation,By Enjoy Tapas Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ce/e4/d4/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d12124102-Reviews-Enjoy_Tapas_Madrid-Madrid.html
6646,Madrid Private Full Day Walking Tour with Lunch,Full-day Tours,6.0,346.55,per adult,Free cancellation,By MadSnail Travel Private Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/3a/11/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2507446-Reviews-MadSnail_Travel_Private_Tours-Madrid.html
6647,Half-Day Trip to Alcalá de Henares from Madrid,Bus Tours,4.0,55.44,per adult,Free cancellation,By Naturanda Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/fa/fd/55/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d22834368-Reviews-Naturanda_Madrid-Madrid.html
6648,Panoramic Madrid Sightseeing Tour and Toledo Half-Day Trip from Madrid,Bus Tours,6.0,84.85,per adult,Free cancellation,By Julia Travel Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/64/7d/73/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d2026537-Reviews-Julia_Travel_Madrid-Madrid.html
6651,Skip-the-line Entrance to Prado Museum and Private Madrid Tour with Local Guide,Walking Tours,2.0,141.0,per adult,Free cancellation,By Friendly Local Guides Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/3e/33/c9/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21165260-Reviews-Friendly_Local_Guides_Madrid-Madrid.html
6653,Ernest Hemingway's tour with a Local,Walking Tours,1.5,47.9,per adult,Free cancellation,By LocalBini - Your European peer2peer platform for Experiences by Locals,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d7/13/00/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d20033850-Reviews-LocalBini_Your_European_peer2peer_platform_for_Experiences_by_Locals-Barcelona_C.html
6654,Toledo in a nutshell,Bus Tours,6.0,28.28,per adult,Free cancellation,By Spainwebtour Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/cc/43/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d23524742-Reviews-Spainwebtour_Madrid-Madrid.html
6655,Alhambra in Granada and Mosque of Cordoba - Private Tour - From Madrid,Rail Tours,10.0,1598.4,per group,Free cancellation,By Barcelona Lands,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/14/e6/fa/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d17393325-Reviews-Barcelona_Lands-Barcelona_Catalonia.html
6656,Toledo All-Inclusive tour from Madrid,Full-day Tours,6.0,112.0,per adult,Free cancellation,By Turismoi.es,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/e9/e8/0d/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17705963-Reviews-Turismoi_es-Madrid.html
6657,Private Guided Tour: Segovia & Avila from Madrid,Bus Tours,6.0,505.72,per adult,Free cancellation,By AKI TRAVEL GROUP,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b9/0d/f1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d16830172-Reviews-AKI_TRAVEL_GROUP-Madrid.html
6658,Bicycle Tour through the Best of Madrid,E-Bike Tours,3.0,32.81,per adult,Free cancellation,By Turismoi.es,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/b1/46/91/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d17705963-Reviews-Turismoi_es-Madrid.html
6659,Valladolid & Segovia - Small group and hotel pick up from Madrid,Full-day Tours,9.0,203.86,per adult,Free cancellation,By Barcelona Lands,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/bb/78/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d17393325-Reviews-Barcelona_Lands-Barcelona_Catalonia.html
6660,Private customizable bike tour Madrid,E-Bike Tours,3.0,39.6,per adult,Free cancellation,By City Tours Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ff/fa/19/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d15207987-Reviews-City_Tours_Madrid-Madrid.html
6663,Skip the line Reina Sofía Museum,Walking Tours,1.5,36.85,per adult,Free cancellation,By Pancho Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/ba/e1/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d8596050-Reviews-Pancho_Tours-Madrid.html
6664,Private Tour: Madrid by Night with Friendly Local Guide,Nightlife,3.0,70.0,per adult,Free cancellation,By Friendly Local Guides Madrid,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ee/b4/e7/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21165260-Reviews-Friendly_Local_Guides_Madrid-Madrid.html
6665,Skip-the-line Madrid Royal Palace with tapas tasting & Retiro Park,Walking Tours,5.0,62.22,per adult,Free cancellation,By Ibe Tours,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/bb/26/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d13108244-Reviews-Ibe_Tours-Madrid.html
6666,Prado Museum skip-the-line tickets and private tour,Skip-the-Line Tours,2.0,197.99,per adult,Free cancellation,By Madrid Faberest,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d0/f5/8b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d21352779-Reviews-Madrid_Faberest-Madrid.html
6669,4-Day Guided Tour Andalusia and Toledo from Madrid,Bus Tours,1728.0,560.02,per adult,Free cancellation,By VPT Viajes Para Todos,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/a3/4b/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187514-d10402622-Reviews-VPT_Viajes_Para_Todos-Madrid.html
6671,Private Full day Tour to Salamanca from Madrid with hotel pick up and drop off,Bus Tours,6.0,543.05,per adult,Free cancellation,By Tour Travel & More,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/53/95/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d7812618-Reviews-Tour_Travel_More-Barcelona_Catalonia.html
6673,Luxury Private Tour Madrid - El Escorial,Bus Tours,6.0,741.04,per group,Free cancellation,By Bookroad Worldwide Chauffeur Services,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/a5/35/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187458-d14903918-Reviews-Bookroad_Worldwide_Chauffeur_Services-Vitoria_Gasteiz_Province_of_Alava_Basque_C.html
6674,From Madrid : Toledo Full Day + Madrid City Tour (Guided Tour),City Tours,6.5,60.08,per adult,Free cancellation,By Visit Barca,Madrid,Spain,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/15/e8/caption.jpg?w=500&h=400&s=1,https://www.tripadvisor.com/Attraction_Review-g187497-d19927047-Reviews-Visit_Barca-Barcelona_Catalonia.html
