WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,dXxty,ccVGl,WlYyy 4,ccVGl 2,WlYyy 5,WlYyy 6,WlYyy 7,cctrW 2
2,,By Resource Travel Pte. Ltd.,https://www.tripadvisor.com/AttractionProductReview-g294265-d12471257-3_Hours_Kampong_Glam_Tour_from_Singapore-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d12471257-3_Hours_Kampong_Glam_Tour_from_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/30/d6/f4/caption.jpg?w=500&h=400&s=1,3 Hours Kampong Glam Tour from Singapore,126.,https://www.tripadvisor.com/Attraction_Review-g294265-d15683807-Reviews-Resource_Travel_Pte_Ltd-Singapore.html,Walking Tours,1–3 hours,Join this half-day tour for the chance to visit the popular Kampong Glam. Kampong Glam is particularly well-known as the…,,from,$95.37,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Travel Z 2000 Tours,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17987974-Gardens_by_the_Bay_with_2_Flower_Dome_River_Cruise_Marina_Bay_Sands_Skypark-Singap.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7d/45/4d/caption.jpg?w=500&h=400&s=1,Gardens by the Bay with 2 Flower Dome + River Cruise + Marina Bay Sands Skypark,127.,https://www.tripadvisor.com/Attraction_Review-g294265-d15247005-Reviews-Travel_Z_2000_Tours-Singapore.html,Bus Tours,5–6 hours,Experience Singapore’s night time splendor as you drive around the city. Enjoy 5-6 hours of sightseeing and explore major…,Taking safety measures,from,$111.87,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By Activities In Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19915569-Singapore_Marina_Bay_Sands_Skypark_Observation_Deck_Ticket-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19915569-Singapore_Marina_Bay_Sands_Skypark_Observation_Deck_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a1/cb/50/caption.jpg?w=500&h=400&s=1,Singapore Marina Bay Sands Skypark Observation Deck Ticket,128.,https://www.tripadvisor.com/Attraction_Review-g294265-d19852196-Reviews-Activities_In_Singapore-Singapore.html,Skyscrapers & Towers,4 hours,"This is Perched on top of the iconic Marina Bay Sands towers, 57 levels above ground, a visit to the Skypark's Observation…",,from,$35.00,per adult,More info,,,
1,,By Grayson Cheng,https://www.tripadvisor.com/AttractionProductReview-g294265-d15222335-Private_Singapore_City_Tour_and_National_Orchid_Garden-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15222335-Private_Singapore_City_Tour_and_National_Orchid_Garden-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cb/de/25/caption.jpg?w=500&h=400&s=1,Private Singapore City Tour and National Orchid Garden,129.,https://www.tripadvisor.com/Attraction_Review-g294265-d15220404-Reviews-Grayson_Cheng-Singapore.html,Bus Tours,3–4 hours,Explore the highlights of Singapore city in this half-day private walking tour with a licensed guide just for your party…,,from,$95.20,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Tour East Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17829624-Morning_Adventures_Sentosa-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e7/39/caption.jpg?w=500&h=400&s=1,Morning Adventures @ Sentosa,130.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,Cable Car Tours,4 hours,"Cross over on Cable Car to Sentosa - State of Fun! On this tour, you have Free & Easy time but we have also added a Bus …",Taking safety measures,from,$52.90,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
1,,By JE Travel,https://www.tripadvisor.com/AttractionProductReview-g294265-d13960916-Private_Tour_Batam_Day_Trip_from_Singapore_with_Round_Trip_Ferry_and_Lunch-Singapo.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d13960916-Private_Tour_Batam_Day_Trip_from_Singapore_with_Round_Trip_Ferry_and_Lunch-Singapo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/84/07/caption.jpg?w=500&h=400&s=1,Private Tour: Batam Day Trip from Singapore with Round-Trip Ferry and Lunch,131.,https://www.tripadvisor.com/Attraction_Review-g294265-d21227285-Reviews-JE_Travel-Singapore.html,Full-day Tours,1 day,"This is a day tour ideal for travelers with limited time in Singapore, but still want to have a taste of a developing Indonesian…",Taking safety measures,from,$131.63,per adult,More info,,,
1,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19953216-Discover_Sentosa_More-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19953216-Discover_Sentosa_More-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bf/bf/30/caption.jpg?w=500&h=400&s=1,Discover Sentosa & More!,132.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,Cable Car Tours,6–7 hours,"Sentosa - The State of Fun...over a hundred years ago, this island was where the pirates used to hide out and it was known…",Taking safety measures,from,$102.85,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
20,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By GlobalTix Pte Ltd,https://www.tripadvisor.com/AttractionProductReview-g294265-d18911412-Jewel_Changi_Airport-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d18911412-Jewel_Changi_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b9/88/2a/caption.jpg?w=500&h=400&s=1,Jewel Changi Airport,133.,https://www.tripadvisor.com/Attraction_Review-g294264-d20067242-Reviews-GlobalTix_Pte_Ltd-Sentosa_Island.html,Attractions & Museums,6+ hours,"Jewel's top floor is a 14,000 sqm recreational wonderland for all. Play or dine under the sparkling glass canopy amidst …",Taking safety measures,from,$3.81,per adult,More info,100% of travelers recommend this experience,,
4,,By Travel Z 2000 Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d15304610-Gardens_By_the_Bay_with_2_Flower_Dome_Ocbc_Skyway_Light_Sound_Show-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15304610-Gardens_By_the_Bay_with_2_Flower_Dome_Ocbc_Skyway_Light_Sound_Show-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/66/32/53/caption.jpg?w=500&h=400&s=1,Gardens By the Bay with 2 Flower Dome & Ocbc Skyway & Light & Sound Show,134.,https://www.tripadvisor.com/Attraction_Review-g294265-d15247005-Reviews-Travel_Z_2000_Tours-Singapore.html,Parks,3–4 hours,Add this exciting attractions combo to your Singapore tour and make the most of your time in the city. Visit the splendid…,Taking safety measures,from,$52.38,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
10,,"By Plaza Premium Lounge (International Departures, Terminal 1)",https://www.tripadvisor.com/AttractionProductReview-g294265-d16753504-Singapore_Changi_Airport_BLOSSOM_SATS_Plaza_Premium_Lounge_at_Terminal_4-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d16753504-Singapore_Changi_Airport_BLOSSOM_SATS_Plaza_Premium_Lounge_at_Terminal_4-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/be/04/caption.jpg?w=500&h=400&s=1,Singapore Changi Airport BLOSSOM - SATS & Plaza Premium Lounge at Terminal 4,135.,https://www.tripadvisor.com/Attraction_Review-g294265-d8325499-Reviews-Plaza_Premium_Lounge_International_Departures_Terminal_1-Singapore.html,,3–12 hours,"If you have a layover at Changi Airport in Singapore Terminal 4 Departure, spend it at the BLOSSOM - SATS & Plaza Premium…",,from,$33.64,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
2,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d13556726-Singapore_Departure_Transfer_Cruise_Centre_to_Airport-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d13556726-Singapore_Departure_Transfer_Cruise_Centre_to_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b0/66/d0/caption.jpg?w=500&h=400&s=1,Singapore Departure Transfer: Cruise Centre to Airport,136.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,1 hour,"Professional, competent and reliable. From the moment you arrive, this shared transportation service will provide a comfortable…",Taking safety measures,from,$28.49,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
3,,By Kenny Chen,https://www.tripadvisor.com/AttractionProductReview-g294265-d17474881-Ultimate_Singapore_Hidden_Treasures_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17474881-Ultimate_Singapore_Hidden_Treasures_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/90/2d/caption.jpg?w=500&h=400&s=1,Ultimate Singapore Hidden Treasures Tour,137.,https://www.tripadvisor.com/Attraction_Review-g294265-d17559906-Reviews-Kenny_Chen-Singapore.html,Rail Tours,4–8 hours,This immersive private walking tour to the ancient Chinese and European / Indian / Malay towns will trace the early footsteps…,,from,$162.34,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By T E D S Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17517657-Walking_Guided_Tour_with_Photo_Session-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/23/08/caption.jpg?w=500&h=400&s=1,Walking Guided Tour with Photo Session,138.,https://www.tripadvisor.com/Attraction_Review-g294265-d17738414-Reviews-T_E_D_S_Singapore-Singapore.html,Rail Tours,4–5 hours,This is a walking guided tour with personal photographer. Your guide will help you in exploring the city and its culture…,Taking safety measures,from,$117.53,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
12,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Caroline Pang Travel Photography,https://www.tripadvisor.com/AttractionProductReview-g294265-d12968676-Singapore_Night_Photography-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d12968676-Singapore_Night_Photography-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/c6/f5/46/caption.jpg?w=500&h=400&s=1,Singapore Night Photography,139.,https://www.tripadvisor.com/Attraction_Review-g294265-d12640654-Reviews-Caroline_Pang_Travel_Photography-Singapore.html,Art Classes,2 hours,This 2 hours workshop is to coach you on the basic elements of night photography. I will be providing you with tips and …,Taking safety measures,from,$114.44,per adult,More info,100% of travelers recommend this experience,,
1,,By Wang Limo,https://www.tripadvisor.com/AttractionProductReview-g294265-d17402828-Airport_Transfer-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17402828-Airport_Transfer-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/cb/b8/caption.jpg?w=500&h=400&s=1,Airport Transfer,140.,https://www.tripadvisor.com/Attraction_Review-g294265-d15669517-Reviews-Wang_Limo-Singapore.html,Our English speaking driver will meet you after your flight lands and fetch you to your city hotel - fuss-free.,1 hour,,,from,$51.88,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By JE Travel,,https://www.tripadvisor.com/AttractionProductReview-g294265-d15302183-Half_Day_Trip_to_Batam_from_Singapore_with_Ferry_2_hr_Massage_and_Lunch-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f0/36/e9/caption.jpg?w=500&h=400&s=1,"Half-Day Trip to Batam from Singapore with Ferry, 2-hr Massage and Lunch",141.,https://www.tripadvisor.com/Attraction_Review-g294265-d21227285-Reviews-JE_Travel-Singapore.html,Full-day Tours,6+ hours,"This is a half-day tour ideal for travelers with limited time in Singapore, but still want to have a taste of a developing…",Taking safety measures,from,$104.17,per adult,More info,,,
11,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Offbeat Tours,https://www.tripadvisor.com/AttractionProductReview-g294265-d19529541-Singapore_Uncut-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19529541-Singapore_Uncut-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/82/00/f4/caption.jpg?w=500&h=400&s=1,Singapore Uncut,142.,https://www.tripadvisor.com/Attraction_Review-g294265-d19500848-Reviews-Offbeat_Tours-Singapore.html,Public Transportation Tours,120–135 minutes,"Discover the best-kept secrets of Singapore, where there’s more than meets the eye!

If you’ve ever wondered if there’s …",,from,$40.00,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Sightseeing Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d20289380-Singapore_Holey_Moley_Golf_Club_Experience-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/50/d2/82/caption.jpg?w=500&h=400&s=1,Singapore : Holey Moley Golf Club Experience,143.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Full-day Tours,6+ hours,Enjoy a one-of-a-kind bonding activity with your friends in Singapore and visit the Holey Moley Golf Club! They offer a …,Taking safety measures,from,$28.72,per adult,More info,,,
12,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By GlobalTix Pte Ltd,https://www.tripadvisor.com/AttractionProductReview-g294265-d13433486-National_Orchid_Garden_Admission_Ticket-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d13433486-National_Orchid_Garden_Admission_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/88/6e/9a/caption.jpg?w=500&h=400&s=1,National Orchid Garden Admission Ticket,144.,https://www.tripadvisor.com/Attraction_Review-g294264-d20067242-Reviews-GlobalTix_Pte_Ltd-Sentosa_Island.html,Nature Parks,1–2 hours,The National Orchid Garden is nestled on the highest hill within the Singapore Botanic Gardens. There are about 600 species…,Taking safety measures,from,$7.54,per adult,More info,100% of travelers recommend this experience,,
1,,By GlobalTix Pte Ltd,https://www.tripadvisor.com/AttractionProductReview-g294265-d17404905-Big_Bus_Singapore_Classic_Tour-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17404905-Big_Bus_Singapore_Classic_Tour-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9c/97/63/caption.jpg?w=500&h=400&s=1,Big Bus Singapore Classic Tour,145.,https://www.tripadvisor.com/Attraction_Review-g294264-d20067242-Reviews-GlobalTix_Pte_Ltd-Sentosa_Island.html,Bus Tours,1 hour,"See the best of Singapore with a Hop-on Hop-off ticket on Big Bus with the best views on the open-top, double-decker bus…",Taking safety measures,from,$38.61,per adult,More info,,,
7,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449602-Singapore_Private_Arrival_Transfer_Airport_to_Hotel-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d11449602-Singapore_Private_Arrival_Transfer_Airport_to_Hotel-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/75/5c/caption.jpg?w=500&h=400&s=1,Singapore Private Arrival Transfer: Airport to Hotel,146.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,,25 minutes,"Travel from Singapore Changi International Airport to your hotel in the luxury of a private vehicle.

Professional, competent…",Taking safety measures,from,$70.19,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By MAM Holidays Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d21077681-National_Gallery_Singapore_Entry_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/7e/72/08/caption.jpg?w=500&h=400&s=1,National Gallery Singapore Entry Ticket,147.,https://www.tripadvisor.com/Attraction_Review-g294265-d10847543-Reviews-MAM_Holidays_Singapore-Singapore.html,Attractions & Museums,2–3 hours,"Explore Southeast Asian art at the new National Gallery Singapore. After opening its doors on 24 Nov 2015, the gallery is…",,from,$12.53,per adult,More info,,,
1,,By City Scoot,https://www.tripadvisor.com/AttractionProductReview-g294265-d19784015-Scenic_Bike_Tour_Enchantment_Of_Marina_Bay-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19784015-Scenic_Bike_Tour_Enchantment_Of_Marina_Bay-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/67/a8/18/caption.jpg?w=500&h=400&s=1,Scenic Bike Tour: Enchantment Of Marina Bay,148.,https://www.tripadvisor.com/Attraction_Review-g294265-d12478614-Reviews-City_Scoot-Singapore.html,Bike Tours,2–3 hours,This scenic bike tour is perfect for family with all ages. Entire tour route on foot and cycling path. Located in the heart…,Taking safety measures,from,$38.15,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
2,,By I Asia Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d17403648-Gardens_by_the_Bay_with_Hotel_Pick_Up-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d17403648-Gardens_by_the_Bay_with_Hotel_Pick_Up-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ee/ad/bb/caption.jpg?w=500&h=400&s=1,Gardens by the Bay with Hotel Pick Up,149.,https://www.tripadvisor.com/Attraction_Review-g294265-d17386884-Reviews-I_Asia_Singapore-Singapore.html,Parks,3 hours,Gardens by the Bay brings to life Singapore’s vision of creating a City in a Garden. Visit the iconic tree-like vertical…,Taking safety measures,from,$46.08,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
44,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By City Scoot,https://www.tripadvisor.com/AttractionProductReview-g294265-d19715239-Bicycle_Rentals-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19715239-Bicycle_Rentals-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/0a/4c/ab/caption.jpg?w=500&h=400&s=1,Bicycle Rentals,150.,https://www.tripadvisor.com/Attraction_Review-g294265-d12478614-Reviews-City_Scoot-Singapore.html,Rentals,1–13 hours,Exploring Singapore on foot can sometimes be physically tiring - so why not cycle instead? Located at the heart of Singapore…,,from,$19.07,per adult,More info,100% of travelers recommend this experience,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
5,,,,,,,,,1,4,,,,6,,,,,
617 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=dlZZXy9BdHRyYWN0aW9ucy1nMjk0MjY1LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVNpbmdhcG9yZS5odG1sX3ZUSw%3D%3D,,,,,,,,,,,,,,,,
,,By JE Travel,,https://www.tripadvisor.com/AttractionProductReview-g294265-d14960997-Half_Day_Self_Guided_Johor_Bahru_Heritage_Tour_from_Singapore_by_Train-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/7d/74/caption.jpg?w=500&h=400&s=1,Half-Day Self-Guided Johor Bahru Heritage Tour from Singapore by Train,151.,https://www.tripadvisor.com/Attraction_Review-g294265-d21227285-Reviews-JE_Travel-Singapore.html,Rail Tours,6 hours,"Forget about the massive bus queues at the border, get into Malaysia with ease in a couple of minutes from Singapore via…",Taking safety measures,from,$29.78,per adult,More info,,,
,,By RMG Tours Private Limited,,https://www.tripadvisor.com/AttractionProductReview-g294265-d11477494-Private_Singapore_Departure_Transfer_City_to_Airport_or_Cruise_Terminal-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/19/17/62/caption.jpg?w=500&h=400&s=1,Private Singapore Departure Transfer: City to Airport or Cruise Terminal,152.,https://www.tripadvisor.com/Attraction_Review-g294265-d3558565-Reviews-RMG_Tours_Private_Limited-Singapore.html,,30 minutes,"If you’re looking for an easy, safe, and comfortable transfer upon your departure from Singapore, this is the private departure…",Taking safety measures,from,$56.15,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Singapore Top Sights,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19772434-See_20_Top_Singapore_Sights_Fun_Local_Guide-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/e8/b6/97/caption.jpg?w=500&h=400&s=1,See 20+ Top Singapore Sights. Fun Local Guide!,153.,https://www.tripadvisor.com/Attraction_Review-g294265-d19360944-Reviews-Singapore_Top_Sights-Singapore.html,Walking Tours,3 hours,"See 20+ Top Singapore Sights! Fun local guide!!

We will guide you on an exploration of Singapore’s major landmarks. This…",,from,$26.64,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By MAM Holidays Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d15341743-Chinatown_Heritage_Centre_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/49/a2/caption.jpg?w=500&h=400&s=1,Chinatown Heritage Centre Ticket,154.,https://www.tripadvisor.com/Attraction_Review-g294265-d10847543-Reviews-MAM_Holidays_Singapore-Singapore.html,Attractions & Museums,1–2 hours,Book this e-ticket advance for a visit to Chinatown Heritage Centre to learn history of Chinese civilization in Singapore…,,from,$12.83,per adult,More info,,,
1,,By Sightseeing Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978649-Ocean_Views_with_Marina_Bay_Sands_Sky_Park_observation_deck_admission_ticket-Singa.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978649-Ocean_Views_with_Marina_Bay_Sands_Sky_Park_observation_deck_admission_ticket-Singa.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/41/1e/09/caption.jpg?w=500&h=400&s=1,Ocean Views with Marina Bay Sands Sky Park (observation deck admission ticket),155.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Skyscrapers & Towers,1 hour,"Soak in panoramic views of Singapore's iconic skyline at the Marina Bay Sands Skypark Observation Deck

Marvel at the city…",,from,$30.31,per adult,More info,,,
1,,By Maxicabooking SG,https://www.tripadvisor.com/AttractionProductReview-g294265-d15524665-7_Seater_Maxicab-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d15524665-7_Seater_Maxicab-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d1/fd/97/caption.jpg?w=500&h=400&s=1,7 Seater Maxicab,156.,https://www.tripadvisor.com/Attraction_Review-g294265-d15360350-Reviews-Maxicabooking_SG-Singapore.html,,10–300 minutes,"The Maxi Cab 7 seater offers services like point to point transfers, airport arrival or  departure, and also available for…",,from,$55.96,per group,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
4,,By Tour East Singapore,https://www.tripadvisor.com/AttractionProductReview-g294265-d19009896-Best_of_Jewel_Changi_Airport-Singapore.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g294265-d19009896-Best_of_Jewel_Changi_Airport-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e7/15/caption.jpg?w=500&h=400&s=1,Best of Jewel Changi Airport,157.,https://www.tripadvisor.com/Attraction_Review-g294265-d2214169-Reviews-Tour_East_Singapore-Singapore.html,Private and Luxury,2–3 hours,"Visit Jewel Changi Airport, Singapore's latest tourist destination. With our experienced guide, you will be able to experience…",Taking safety measures,from,$18.62,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
2,,By Solid Travel,https://www.tripadvisor.com/AttractionProductReview-g297717-d15526099-Singapore_to_Batam_Day_Tour_with_Ferry_Tickets_Spa_Masage-Batam_Riau_Archipelago_R.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g297717-d15526099-Singapore_to_Batam_Day_Tour_with_Ferry_Tickets_Spa_Masage-Batam_Riau_Archipelago_R.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/5f/fc/caption.jpg?w=500&h=400&s=1,Singapore to Batam Day Tour (with Ferry Tickets & Spa Masage),158.,https://www.tripadvisor.com/Attraction_Review-g3477616-d15328560-Reviews-Solid_Travel-Batam_Center_Batam_Riau_Archipelago_Riau_Islands_Province.html,Bus Tours,8–9 hours,"Batam is across the water just one hour from Singapore, so if you are looking for a weekend break to Indonesia then this…",Taking safety measures,from,$72.00,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By Jasper Jessica,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19621568-Road_Bike_Rentals-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/38/1b/2e/caption.jpg?w=500&h=400&s=1,Road Bike Rentals,159.,https://www.tripadvisor.com/Attraction_Review-g294265-d19600456-Reviews-Jasper_Jessica-Singapore.html,Bike Tours,1 day,"Great bikes, minimum Shimano equipped bikes

Inflated tires

Lubricated drive train

Free intro on how to ride a road or…",,from,$26.70,per adult,More info,,Free cancellation,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.
,,By GlobalTix Pte Ltd,,https://www.tripadvisor.com/AttractionProductReview-g294265-d17404907-AIRZONE_Admission_Ticket-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/2f/fe/72/caption.jpg?w=500&h=400&s=1,AIRZONE Admission Ticket,160.,https://www.tripadvisor.com/Attraction_Review-g294264-d20067242-Reviews-GlobalTix_Pte_Ltd-Sentosa_Island.html,Skip-the-Line Tours,1 hour,"Visit to Singapore's Airzone, an indoor playground that's shaping up to be one of the country's newest hotspots! With its…",Taking safety measures,from,$18.68,per adult,More info,,,
,,By Sightseeing Singapore,,https://www.tripadvisor.com/AttractionProductReview-g294265-d19978392-Tour_of_Tiger_Brewery_in_Singapore-Singapore.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/41/1e/05/caption.jpg?w=500&h=400&s=1,Tour of Tiger Brewery in Singapore,161.,https://www.tripadvisor.com/Attraction_Review-g294264-d19894974-Reviews-Sightseeing_Singapore-Sentosa_Island.html,Attractions & Museums,2 hours,"• Explore the home of Singapore's most iconic beer, Tiger Beer, with this exciting one day tour

• Discover the fascinating…",Taking safety measures,from,$23.93,per adult,More info,,,
