WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,WlYyy 4,WlYyy 5,ySnDE,ccVGl,WlYyy 7,ccVGl 2,WlYyy 8
2,,By YUCa's Japanese Cooking,https://www.tripadvisor.com/AttractionProductReview-g1066441-d20987989-Online_Live_Class_Home_style_Tonkotsu_Ramen_Class-Arakawa_Tokyo_Tokyo_Prefecture_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066441-d20987989-Online_Live_Class_Home_style_Tonkotsu_Ramen_Class-Arakawa_Tokyo_Tokyo_Prefecture_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/de/2f/b2/caption.jpg?w=500&h=400&s=1,[Online Live Class] Home-style Tonkotsu Ramen Class,336.,https://www.tripadvisor.com/Attraction_Review-g1066441-d11770293-Reviews-YUCa_s_Japanese_Cooking-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,1–2 hours,,,"Welcome to YUCa’s Japanese Cooking Online!

In this 90 minutes live streaming experience,

YUCa will be guiding you step…",from,$88.83,per adult,More info
2,,By Arigato Japan Food Tours,https://www.tripadvisor.com/AttractionProductReview-g298184-d13805628-Bullet_Train_and_Mt_Fuji_Famous_Food_Tour-Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298184-d13805628-Bullet_Train_and_Mt_Fuji_Famous_Food_Tour-Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e7/cb/caption.jpg?w=500&h=400&s=1,Bullet Train and Mt. Fuji Famous Food Tour,337.,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,Day Trips,6 hours,Taking safety measures,Free cancellation,"Day Trip from Tokyo, Osaka or Kyoto Via Bullet Train and then Travel through the streets of this stunning town at the base…",from,$564.00,per adult,More info
2,,By Tokyo Gay Night Tours with Tokyo Handsome Boys,https://www.tripadvisor.com/AttractionProductReview-g1066458-d17430175-Survival_Japanese_Communication-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066458-d17430175-Survival_Japanese_Communication-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f4/38/caption.jpg?w=500&h=400&s=1,Survival Japanese Communication,338.,https://www.tripadvisor.com/Attraction_Review-g1066457-d13134459-Reviews-Tokyo_Gay_Night_Tours_with_Tokyo_Handsome_Boys-Shinjuku_Tokyo_Tokyo_Prefecture_.html,Japanese Lessons,3 hours,Free cancellation,,"For first time visitors to Japan, it can be difficult to get around with no knowledge of Japanese. Most people don't speak…",from,$43.56,per adult,More info
2,,By Yuki Ichihara,https://www.tripadvisor.com/AttractionProductReview-g1066443-d17774816-Akihabara_Tailor_made_Tour_for_Anime_Fans-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d17774816-Akihabara_Tailor_made_Tour_for_Anime_Fans-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/df/b6/caption.jpg?w=500&h=400&s=1,Akihabara Tailor-made Tour for Anime Fans,339.,https://www.tripadvisor.com/Attraction_Review-g1066443-d17759029-Reviews-Yuki_Ichihara-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,300–360 minutes,Free cancellation,,"""It's my first time visiting Akihabara, but I have no idea how to have real experiences I saw in anime...""

""I really wanna…",from,$91.10,per adult,More info
2,,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g14129536-d20304339-Tokyo_Insider_Sake_Tasting_Walking_Tour-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129536-d20304339-Tokyo_Insider_Sake_Tasting_Walking_Tour-Yurakucho_Chiyoda_Tokyo_Tokyo_Prefecture.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/20/b4/e0/caption.jpg?w=500&h=400&s=1,Tokyo Insider Sake Tasting Walking Tour,340.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,2 hours,Taking safety measures,Free cancellation,"-Kick-start the Tokyo sake tour with 3 cups of Japanese sake

We will head to our first Sake store. Here, you will learn…",from,$74.61,per adult,More info
2,,By Arigato Japan Food Tours,https://www.tripadvisor.com/AttractionProductReview-g1066456-d15340404-Japanese_New_Year_Food_Tour_in_Shibuya_Tokyo-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066456-d15340404-Japanese_New_Year_Food_Tour_in_Shibuya_Tokyo-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3c/cb/fa/caption.jpg?w=500&h=400&s=1,"Japanese New Year Food Tour in Shibuya, Tokyo",341.,https://www.tripadvisor.com/Attraction_Review-g1066451-d9974956-Reviews-Arigato_Japan_Food_Tours-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3 hours,Taking safety measures,Free cancellation,New Year (Shogatsu or O-shogatsu) is the most important holiday in Japan. Come with us for a special evening 3-hour walking…,from,$235.00,per adult,More info
2,,By YANESEN Tourist Information & Culture Center.,https://www.tripadvisor.com/AttractionProductReview-g14134297-d17774434-Let_s_experience_calligraphy_in_YANAKA_Taito_ku_TOKYO-Yanaka_Taito_Tokyo_Tokyo_P.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14134297-d17774434-Let_s_experience_calligraphy_in_YANAKA_Taito_ku_TOKYO-Yanaka_Taito_Tokyo_Tokyo_P.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/6e/fe/caption.jpg?w=500&h=400&s=1,Let's experience calligraphy in YANAKA / Taito-ku / TOKYO !!,342.,https://www.tripadvisor.com/Attraction_Review-g14134297-d17759344-Reviews-YANESEN_Tourist_Information_Culture_Center-Yanaka_Taito_Tokyo_Tokyo_Prefecture.html,Japanese Lessons,1 hour,Taking safety measures,Free cancellation,"In the YANESEN calligraphy classroom deepen your understanding of Japanese culture.

The everyday use of brushes has almost…",from,$52.84,per adult,More info
2,,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g14129528-d21033352-Learn_Japanese_Sake_and_Izakaya_Drinking_Culture_Virtually-Marunouchi_Chiyoda_To.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129528-d21033352-Learn_Japanese_Sake_and_Izakaya_Drinking_Culture_Virtually-Marunouchi_Chiyoda_To.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6e/cc/da/caption.jpg?w=500&h=400&s=1,Learn Japanese Sake and Izakaya Drinking Culture Virtually,343.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Cooking Classes,1 hour,Taking safety measures,Free cancellation,"On this online virtual tour, you will enjoy learning about Japanese drinking culture and Japanese alcohol's uniqueness.

…",from,$24.60,per adult,More info
2,,By Sayuki,https://www.tripadvisor.com/AttractionProductReview-g1066449-d17825990-Drinks_with_Geisha-Koto_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066449-d17825990-Drinks_with_Geisha-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e4/2f/caption.jpg?w=500&h=400&s=1,Drinks with Geisha,344.,https://www.tripadvisor.com/Attraction_Review-g1066449-d8803510-Reviews-Sayuki-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,,1–2 hours,,,Don’t miss out on this exclusive experience and a chance to meet younger geisha in an informal setting. Much cheaper than…,from,$111.03,per adult,More info
2,,By HATAGO Travel,https://www.tripadvisor.com/AttractionProductReview-g1066457-d17808230-Mount_Fuji_view_Chureito_Pagoda_and_Oshino_Hakkai_with_private_guide-Shinjuku_Tok.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066457-d17808230-Mount_Fuji_view_Chureito_Pagoda_and_Oshino_Hakkai_with_private_guide-Shinjuku_Tok.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/dd/caption.jpg?w=500&h=400&s=1,"Mount Fuji view, Chureito Pagoda and Oshino Hakkai with private guide",345.,https://www.tripadvisor.com/Attraction_Review-g1066444-d15224284-Reviews-HATAGO_Travel-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,Rail Tours,6+ hours,,,Take on the giant Mount Fuji and visit the surrounding villages to experience the unique culture that they have to offer…,from,$355.30,per adult,More info
2,,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066451-d20277157-Tokyo_Craft_Beer_Pairing_Tasting_Tour-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066451-d20277157-Tokyo_Craft_Beer_Pairing_Tasting_Tour-Minato_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/2e/d9/caption.jpg?w=500&h=400&s=1,Tokyo Craft Beer Pairing & Tasting Tour,346.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3 hours,Taking safety measures,Free cancellation,"(1) Kick-start the tour with 1 pint of craft beer in the lively district

Our tour guide will take you to the 1st beer bar…",from,$72.48,per adult,More info
2,,By Sayuki,https://www.tripadvisor.com/AttractionProductReview-g14129573-d12912592-Kabuki_Tour-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129573-d12912592-Kabuki_Tour-Ginza_Chuo_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e4/3a/caption.jpg?w=500&h=400&s=1,Kabuki Tour,347.,https://www.tripadvisor.com/Attraction_Review-g1066449-d8803510-Reviews-Sayuki-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,,2 hours,,,This tour gives you your very own kabuki guide to explain the history and evolution of this unique stage art. You will appreciate…,from,$212.95,per group,More info
1,,By otomo travel,https://www.tripadvisor.com/AttractionProductReview-g1066443-d15593392-Private_Tour_Best_Tokyo_city_tour_Visit_the_must_see_trendy_areas-Chiyoda_Tokyo_T.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d15593392-Private_Tour_Best_Tokyo_city_tour_Visit_the_must_see_trendy_areas-Chiyoda_Tokyo_T.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cb/8a/76/caption.jpg?w=500&h=400&s=1,Private Tour - Best Tokyo city tour! Visit the must-see trendy areas!,348.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,Rail Tours,6–7 hours,Taking safety measures,Free cancellation,"Visit Shinjuku, Harajuku, Shibuya, Akihabara, and Ginza in one day!

Visit Tokyo, one of the largest cities in the world…",from,$98.05,per adult,More info
1,,By TOKYO Experience,https://www.tripadvisor.com/AttractionProductReview-g14133707-d16748984-Food_Drink_Tour_Shinjuku_Eastside-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefectu.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14133707-d16748984-Food_Drink_Tour_Shinjuku_Eastside-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefectu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/d0/26/caption.jpg?w=500&h=400&s=1,Food & Drink Tour (Shinjuku-Eastside),349.,https://www.tripadvisor.com/Attraction_Review-g1066457-d16648723-Reviews-TOKYO_Experience-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,2–3 hours,Free cancellation,,"Suehiro Street, a wide variety of divergent street restaurants are contiguous the eaves, which spread around the Suehiro…",from,$145.19,per adult,More info
1,,By Sayuki,https://www.tripadvisor.com/AttractionProductReview-g1066461-d11988617-Kimono_Shopping_Tour_in_Tokyo-Taito_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066461-d11988617-Kimono_Shopping_Tour_in_Tokyo-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cc/5f/67/caption.jpg?w=500&h=400&s=1,Kimono Shopping Tour in Tokyo,350.,https://www.tripadvisor.com/Attraction_Review-g1066449-d8803510-Reviews-Sayuki-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,,2 hours,,,Have you ever wanted to have your very own kimono? Take home a Kimono as a souvenir? Or maybe just look at beautiful Japanese…,from,$222.63,per group,More info
1,,By WashokuClub,https://www.tripadvisor.com/AttractionProductReview-g1066456-d15147049-1_Muslims_Shibuya_Tour_with_halal_food_and_drinks-Shibuya_Tokyo_Tokyo_Prefecture_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066456-d15147049-1_Muslims_Shibuya_Tour_with_halal_food_and_drinks-Shibuya_Tokyo_Tokyo_Prefecture_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e6/2b/caption.jpg?w=500&h=400&s=1,#1 Muslims Shibuya Tour with halal food and drinks,351.,https://www.tripadvisor.com/Attraction_Review-g1066455-d19095954-Reviews-WashokuClub-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html,Private and Luxury,4 hours,Free cancellation,,"In one of the biggest station in Tokyo, Shibuya, where you will be dazzled with the modern busy lifestyle mixed with the…",from,$146.03,per adult,More info
1,,By otomo travel,https://www.tripadvisor.com/AttractionProductReview-g1066443-d19771908-Private_Tour_A_Cultural_Experience_with_Food_Sake_Shrines_and_Origami-Chiyoda_Tok.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d19771908-Private_Tour_A_Cultural_Experience_with_Food_Sake_Shrines_and_Origami-Chiyoda_Tok.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/2d/9e/caption.jpg?w=500&h=400&s=1,"Private Tour - A Cultural Experience with Food, Sake, Shrines and Origami",352.,https://www.tripadvisor.com/Attraction_Review-g1066442-d16708107-Reviews-Otomo_travel-Bunkyo_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,3–4 hours,Taking safety measures,Free cancellation,This tour will give you a chance to enjoy good Japanese food and experience Japanese culture. The Kanda area is surrounded…,from,$70.04,per adult,More info
1,,"By GLOBAL GUIDE&TRANSPORT SERVICE Co.,LTD",https://www.tripadvisor.com/AttractionProductReview-g1066442-d17404692-8_hour_Kamakura_Enoshima_tour_to_from_Tokyo_With_Private_Car-Bunkyo_Tokyo_Tokyo_P.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066442-d17404692-8_hour_Kamakura_Enoshima_tour_to_from_Tokyo_With_Private_Car-Bunkyo_Tokyo_Tokyo_P.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/1b/d7/caption.jpg?w=500&h=400&s=1,8-hour Kamakura & Enoshima tour to/from Tokyo With Private Car,353.,https://www.tripadvisor.com/Attraction_Review-g298180-d15683381-Reviews-GLOBAL_GUIDE_TRANSPORT_SERVICE_Co_LTD-Saitama_Saitama_Prefecture_Kanto.html,Full-day Tours,6+ hours,Free cancellation,,"1~8passengers, full-flat rate; If you are nine, it costs less than US$100 P/P.

We offer you several selling points other…",from,$819.92,per group,More info
1,,By Toyokuni Atelier Gallery,https://www.tripadvisor.com/AttractionProductReview-g1066443-d17845638-Sumi_e_painting_class_Experience-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066443-d17845638-Sumi_e_painting_class_Experience-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/55/e8/5d/caption.jpg?w=500&h=400&s=1,Sumi-e painting class Experience,354.,https://www.tripadvisor.com/Attraction_Review-g1066443-d17585253-Reviews-Toyokuni_Atelier_Gallery-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html,Painting Classes,1–2 hours,Free cancellation,,"I am the instructor of the sumi-e class Experience. I've run it alone by myself, so please reserve it and let me confirm…",from,$23.45,per adult,More info
1,,By Magical Trip,https://www.tripadvisor.com/AttractionProductReview-g1066460-d20359716-Tokyo_Ramen_Hopping_Walking_Tour-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066460-d20359716-Tokyo_Ramen_Hopping_Walking_Tour-Toshima_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/34/80/0f/caption.jpg?w=500&h=400&s=1,Tokyo Ramen Hopping Walking Tour,355.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12672699-Reviews-Magical_Trip-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Walking Tours,2–3 hours,Taking safety measures,Free cancellation,"Welcome to Ikebukuro, one of Tokyo's most competitive Ramen district. After meeting your guide, you will learn the history…",from,$79.94,per adult,More info
1,,By Tour&Charter International Ltd.,https://www.tripadvisor.com/AttractionProductReview-g14129528-d15304273-Nikko_Lake_Chuzenji_Kegon_Waterfalls_including_Lunch_from_Tokyo-Marunouchi_Chiyo.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129528-d15304273-Nikko_Lake_Chuzenji_Kegon_Waterfalls_including_Lunch_from_Tokyo-Marunouchi_Chiyo.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/f3/a3/caption.jpg?w=500&h=400&s=1,"Nikko, Lake Chuzenji, Kegon Waterfalls including Lunch from Tokyo",356.,https://www.tripadvisor.com/Attraction_Review-g14133707-d15132659-Reviews-Tour_Charter_International_Ltd-Shinjuku_3_Chome_Shinjuku_Tokyo_Tokyo_Prefectur.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,This tour is a private charter plan! The price varies according to the number of people.there is a hotel pickup and drop…,from,$125.84,per adult,More info
1,,By Gaijin Tours,https://www.tripadvisor.com/AttractionProductReview-g14129528-d19446610-Tokyo_6_hours_Customized_Private_Tour-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129528-d19446610-Tokyo_6_hours_Customized_Private_Tour-Marunouchi_Chiyoda_Tokyo_Tokyo_Prefecture_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e2/5f/caption.jpg?w=500&h=400&s=1,Tokyo 6 hours Customized Private Tour,357.,https://www.tripadvisor.com/Attraction_Review-g1066457-d12338031-Reviews-Gaijin_Tours-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,Public Transportation Tours,6 hours,Taking safety measures,Free cancellation,This is the perfect tour for keen explorers that have already done a bit of research on Tokyo and have a rough idea of the…,from,$346.19,per group,More info
1,,By Cherry Tomato,https://www.tripadvisor.com/AttractionProductReview-g1066458-d13221911-Private_Departure_Transfer_Central_Tokyo_City_to_Haneda_Airport-Suginami_Tokyo_To.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066458-d13221911-Private_Departure_Transfer_Central_Tokyo_City_to_Haneda_Airport-Suginami_Tokyo_To.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e4/17/caption.jpg?w=500&h=400&s=1,Private Departure Transfer : Central Tokyo City to Haneda Airport,358.,https://www.tripadvisor.com/Attraction_Review-g1066457-d13128040-Reviews-Cherry_Tomato-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,,45–60 minutes,Taking safety measures,Free cancellation,"When it’s comfort time to leave japan to return your home, end your trip the easy way with this departure transfer by Private…",from,$130.47,per group,More info
1,,By Licensed Guide Volunteer Group in Shinjuku Walking Tour,https://www.tripadvisor.com/AttractionProductReview-g1066457-d19843745-Smappa_Group_Licensed_Guide_Kabukicho_Shinjuku_Nite_Experience_Tour_Tokyo-Shinjuk.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066457-d19843745-Smappa_Group_Licensed_Guide_Kabukicho_Shinjuku_Nite_Experience_Tour_Tokyo-Shinjuk.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/ca/aa/caption.jpg?w=500&h=400&s=1,Smappa!Group❌Licensed Guide Kabukicho Shinjuku Nite Experience Tour(Tokyo),359.,https://www.tripadvisor.com/Attraction_Review-g14133667-d13516435-Reviews-Licensed_Guide_Volunteer_Group_in_Shinjuku_Walking_Tour-Kabukicho_Shinjuku_Tok.html,Nightlife,3 hours,Taking safety measures,Free cancellation,"Licensed Guide Volunteer Group is a tour guide organization of Nationally certified guides, and Smappa!Group, which runs…",from,$92.45,per adult,More info
1,,By CA-GO,https://www.tripadvisor.com/AttractionProductReview-g1066458-d19405310-CA_GO_Delivery_Service-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066458-d19405310-CA_GO_Delivery_Service-Suginami_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e0/f4/caption.jpg?w=500&h=400&s=1,CA-GO Delivery Service,360.,https://www.tripadvisor.com/Attraction_Review-g1066457-d19385859-Reviews-CA_GO-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html,,5 hours,Free cancellation,,"CA-GO is a service that delivers your luggages between the hotel and airport.

The price is only JPY1500 (¥ 1650) each luggage…",from,$19.54,per adult,More info
13,,,,,,,,,1,12,14,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=bFhFXy9BdHRyYWN0aW9ucy1nMjk4MTg0LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVRva3lvX1Rva3lvX1ByZWZlY3R1cmVfS2FudG8uaHRtbF9ISFc%3D,,,,,,,,,,,,,,
1,,By Tokyo Grand Tours,https://www.tripadvisor.com/AttractionProductReview-g1066449-d19972634-Tokyo_Tour_by_Car_Private_Guided_and_Customizable-Koto_Tokyo_Tokyo_Prefecture_Kan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066449-d19972634-Tokyo_Tour_by_Car_Private_Guided_and_Customizable-Koto_Tokyo_Tokyo_Prefecture_Kan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b7/c7/f6/caption.jpg?w=500&h=400&s=1,Tokyo Tour by Car - Private - Guided and Customizable,361.,https://www.tripadvisor.com/Attraction_Review-g298184-d14942512-Reviews-Tokyo_Grand_Tours-Tokyo_Tokyo_Prefecture_Kanto.html,Bus Tours,7–9 hours,Taking safety measures,Free cancellation,"Enjoy a comprehensive completely private chauffeur driven, guided tour around Tokyo tailored around your schedule, picked…",from,$831.08,per group,More info
1,,By Travel Assist Japan LLC,https://www.tripadvisor.com/AttractionProductReview-g14133673-d17633583-A_day_tour_to_Nikko_from_Tokyo_by_chartered_car-Nishishinjuku_Shinjuku_Tokyo_Tok.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14133673-d17633583-A_day_tour_to_Nikko_from_Tokyo_by_chartered_car-Nishishinjuku_Shinjuku_Tokyo_Tok.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/cc/14/caption.jpg?w=500&h=400&s=1,A day tour to Nikko from Tokyo by chartered car,362.,https://www.tripadvisor.com/Attraction_Review-g1066461-d15216017-Reviews-Travel_Assist_Japan_LLC-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,This is day tour by private car just for your group. It is comfortable and easy to access around Nikko. You can modify the…,from,$872.57,per group,More info
1,,By eight one management co.,https://www.tripadvisor.com/AttractionProductReview-g1066461-d14445613-Tokyo_Jogging_Tour_Bath_Japanese_food-Taito_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066461-d14445613-Tokyo_Jogging_Tour_Bath_Japanese_food-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/9a/ff/caption.jpg?w=500&h=400&s=1,Tokyo Jogging Tour&Bath&Japanese food,363.,https://www.tripadvisor.com/Attraction_Review-g1066461-d15675887-Reviews-Eight_one_management_co-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Adventure Tours,5 hours,,,"I'm new here, but I have welcomed totally over 400 guests.

First of all, please check Instagram: #wasabijprun, #wasabijp…",from,$68.40,per adult,More info
1,,By Travel Assist Japan LLC,https://www.tripadvisor.com/AttractionProductReview-g14129528-d15240430-Starter_tour_in_Tokyo_Visiting_must_see_spots_and_practical_guidance-Marunouchi_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g14129528-d15240430-Starter_tour_in_Tokyo_Visiting_must_see_spots_and_practical_guidance-Marunouchi_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/cc/29/caption.jpg?w=500&h=400&s=1,Starter tour in Tokyo _Visiting must-see spots and practical guidance,364.,https://www.tripadvisor.com/Attraction_Review-g1066461-d15216017-Reviews-Travel_Assist_Japan_LLC-Taito_Tokyo_Tokyo_Prefecture_Kanto.html,Day Trips,6 hours,Taking safety measures,,"3 MUST-SEE SPOTS WITH LOCAL JAPANESE LUNCH FOR 6 HOURS BY PUBLIC TRANSPORTATION 

This is the tour you can visit three of…",from,$359.62,per group,More info
1,,By OMAKASE,https://www.tripadvisor.com/AttractionProductReview-g1066448-d15197727-Explore_the_Local_Non_touristy_Side_of_Tokyo_Jujo_and_Akabane_Walking_Tour-Kita_T.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1066448-d15197727-Explore_the_Local_Non_touristy_Side_of_Tokyo_Jujo_and_Akabane_Walking_Tour-Kita_T.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e3/2c/caption.jpg?w=500&h=400&s=1,"Explore the Local ""Non-touristy"" Side of Tokyo: Jujo and Akabane Walking Tour",365.,https://www.tripadvisor.com/Attraction_Review-g1066441-d8762677-Reviews-OMAKASE-Arakawa_Tokyo_Tokyo_Prefecture_Kanto.html,City Tours,3–4 hours,Free cancellation,,"Spend 3.5 hours exploring the historical shopping area of Jujo, including the Zujo Fujimi Ginza shopping district and the…",from,$72.17,per adult,More info
