WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Global,https://www.tripadvisor.com/AttractionProductReview-g298570-d15689683-Batucaves_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15689683-Batucaves_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/eb/fa/caption.jpg?w=500&h=400&s=1,Batucaves Tour,180.,https://www.tripadvisor.com/Attraction_Review-g298570-d15247099-Reviews-Asni_Global-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3–4 hours,A trip to the outskirts along the ‘Ambassador Row’. Our first stop at the Royal Selangor Pewter will feature the largest…,Free cancellation,from,$11.45,per adult,More info,Taking safety measures
7,,,,,,,,,1,6,,8,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=Qkl0Xy9BdHRyYWN0aW9ucy1nMjk4NTcwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUt1YWxhX0x1bXB1cl9XaWxheWFoX1BlcnNla3V0dWFuLmh0bWxfV3dD,,,,,,,,,,,,,,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Yus KL Mpv Taxi & Tours,https://www.tripadvisor.com/AttractionProductReview-g298570-d17686914-MALACCA_DAY_TRIP_Price_based_per_Car-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17686914-MALACCA_DAY_TRIP_Price_based_per_Car-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c1/d0/a1/caption.jpg?w=500&h=400&s=1,MALACCA DAY TRIP .(Price based per Car),211.,https://www.tripadvisor.com/Attraction_Review-g298570-d14158532-Reviews-Yus_KL_Mpv_Taxi_Tours-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"Explore the historic town of Malacca, a key port for trade between the East and West with influence of former Asian and …",Free cancellation,from,$153.85,per group,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d12944488-Kuala_Lumpur_Tower_Admission_Ticket_with_Return_Transfer-Kuala_Lumpur_Wilayah_Pers.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12944488-Kuala_Lumpur_Tower_Admission_Ticket_with_Return_Transfer-Kuala_Lumpur_Wilayah_Pers.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/66/05/28/caption.jpg?w=500&h=400&s=1,Kuala Lumpur Tower Admission Ticket with Return Transfer,212.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3 hours,"Menara KL Tower is easily Malaysia’s most recognizable and popular landmark. Constructed in 1994, the tower stands at 421…",Free cancellation,from,$32.06,per adult,More info,Taking safety measures
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Kuala Lumpur Tour,https://www.tripadvisor.com/AttractionProductReview-g298570-d12961398-City_Tour_with_Batu_Cave_and_Fireflies_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d12961398-City_Tour_with_Batu_Cave_and_Fireflies_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4b/35/e4/caption.jpg?w=500&h=400&s=1,City Tour with Batu Cave and Fireflies Tour,213.,https://www.tripadvisor.com/Attraction_Review-g298570-d8292196-Reviews-Kuala_Lumpur_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,"This tour will start at 1300hrs

we will pick up and drop off from any hotel in city centre.

In this tour you will enjoy…",Free cancellation,from,$102.57,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Simply Enak - Food Experiences,https://www.tripadvisor.com/AttractionProductReview-g298570-d21304127-Virtual_Experience_Chow_Kit_Market_Malaysian_Street_Food-Kuala_Lumpur_Wilayah_Pers.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d21304127-Virtual_Experience_Chow_Kit_Market_Malaysian_Street_Food-Kuala_Lumpur_Wilayah_Pers.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0e/ab/f5/caption.jpg?w=500&h=400&s=1,Virtual Experience Chow Kit Market & Malaysian Street Food,214.,https://www.tripadvisor.com/Attraction_Review-g298570-d2328058-Reviews-Simply_Enak_Food_Experiences-Kuala_Lumpur_Wilayah_Persekutuan.html,Walking Tours,1–2 hours,"Would you like to explore the streets of Kuala Lumpur and get closer to a local wet market in KL? Yes it's possible!

Come…",Free cancellation,from,$20.22,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Yus KL Mpv Taxi & Tours,https://www.tripadvisor.com/AttractionProductReview-g3198092-d17715763-Monkey_Hill_Eagle_Firefly_Tour_Free_Batu_Caves_Visit-Batu_Caves_Selangor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g3198092-d17715763-Monkey_Hill_Eagle_Firefly_Tour_Free_Batu_Caves_Visit-Batu_Caves_Selangor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/66/28/d8/caption.jpg?w=500&h=400&s=1,"Monkey Hill, Eagle &Firefly Tour+Free Batu Caves Visit.",215.,https://www.tripadvisor.com/Attraction_Review-g298570-d14158532-Reviews-Yus_KL_Mpv_Taxi_Tours-Kuala_Lumpur_Wilayah_Persekutuan.html,,6–7 hours,From Kuala Lumpur hotel in the afternoon for a tranquil escape from the busy city to the quiet hamlet of Kuala Selangor. …,Free cancellation,from,$128.80,per group,More info,
2,,By Tripmakersonline Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d20352522-Skip_The_Line_Petronas_Twin_Tower_Tickets_Round_Trip_Transfers-Kuala_Lumpur_Wilaya.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d20352522-Skip_The_Line_Petronas_Twin_Tower_Tickets_Round_Trip_Transfers-Kuala_Lumpur_Wilaya.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/32/9d/3d/caption.jpg?w=500&h=400&s=1,Skip The Line: Petronas Twin Tower Tickets & Round Trip Transfers,216.,https://www.tripadvisor.com/Attraction_Review-g298570-d12616388-Reviews-Tripmakersonline_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Skyscrapers & Towers,45 minutes,"With various hotel pick up options through out the day, this tour is perfect option for you to secure your tour at Petronas…",,from,$60.00,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Ivy Holidays,https://www.tripadvisor.com/AttractionProductReview-g298570-d21122562-Kuala_Lumpur_Half_Day_City_Tour_Private_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d21122562-Kuala_Lumpur_Half_Day_City_Tour_Private_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/99/4c/caption.jpg?w=500&h=400&s=1,Kuala Lumpur Half Day City Tour (Private Tour),217.,https://www.tripadvisor.com/Attraction_Review-g298570-d13153809-Reviews-Ivy_Holidays-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3–4 hours,"• Explore Kuala Lumpur's top sights during a half-day sightseeing tour

• Visit beautiful monuments like the royal residence…",Free cancellation,from,$20.52,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d13807388-KL_Butterfly_Park_Admission_Ticket_with_Free_Kuala_Lumpur_City_Tour-Kuala_Lumpur_W.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d13807388-KL_Butterfly_Park_Admission_Ticket_with_Free_Kuala_Lumpur_City_Tour-Kuala_Lumpur_W.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6c/74/57/caption.jpg?w=500&h=400&s=1,KL Butterfly Park Admission Ticket with Free Kuala Lumpur City Tour,218.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3–4 hours,Kuala Lumpur Butterfly Park is a veritable secret paradise where butterflies actually dance nonchalantly in clumps of fern…,Free cancellation,from,$41.03,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Ivy Holidays,https://www.tripadvisor.com/AttractionProductReview-g298570-d19772147-Genting_Highland_Batu_Cave_Tour_SIC_Join_In_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19772147-Genting_Highland_Batu_Cave_Tour_SIC_Join_In_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/37/67/caption.jpg?w=500&h=400&s=1,Genting Highland & Batu Cave Tour (SIC - Join In Tour),219.,https://www.tripadvisor.com/Attraction_Review-g298570-d13153809-Reviews-Ivy_Holidays-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"Spend the day at Malaysia's casino resort, shopping and entertainment complex. 

Ride the scenic Genting Skyway over the…",Free cancellation,from,$40.00,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Saiful KL Taxi Tour,https://www.tripadvisor.com/AttractionProductReview-g298570-d19147318-KL_PUTRAJAYA_Sightseeing-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19147318-KL_PUTRAJAYA_Sightseeing-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/87/10/19/caption.jpg?w=500&h=400&s=1,KL & PUTRAJAYA Sightseeing,220.,https://www.tripadvisor.com/Attraction_Review-g298570-d11680802-Reviews-Saiful_KL_Taxi_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,,6+ hours,"Experienced Driver Guide. 

More focus on historical & attractions instead of shopping place.

Helpful driver to assist …",Free cancellation,from,$58.67,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By KualaLumpur Travel Tour,https://www.tripadvisor.com/AttractionProductReview-g298570-d17400454-Fireflies_Silver_Leaf_Monkey_Tour_with_Dinner-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17400454-Fireflies_Silver_Leaf_Monkey_Tour_with_Dinner-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/37/e5/caption.jpg?w=500&h=400&s=1,"Fireflies,Silver Leaf Monkey Tour with Dinner",221.,https://www.tripadvisor.com/Attraction_Review-g298570-d2718177-Reviews-KualaLumpur_Travel_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6 hours,"Fireflies,Silver Leaf Monkey with Dinner 

The Private Tour in Kuala Lumpur

FIREFLIES (KELIP- KELIP)  

Firefly is a type…",Free cancellation,from,$72.70,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Kuala Lumpur Tour,https://www.tripadvisor.com/AttractionProductReview-g1022648-d13236073-Cruise_Layover_Tour_from_Port_Klang-Klang_Selangor.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1022648-d13236073-Cruise_Layover_Tour_from_Port_Klang-Klang_Selangor.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/06/c3/caption.jpg?w=500&h=400&s=1,Cruise Layover Tour from Port Klang,222.,https://www.tripadvisor.com/Attraction_Review-g298570-d8292196-Reviews-Kuala_Lumpur_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,"Highlights

*Perfect way to explore city with in limited time

*This is purely private tour with English speaking driver…",Free cancellation,from,$76.93,per adult,More info,Taking safety measures
4,,By kuala lumpur malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d17404880-The_Rift_Virtual_and_Augmented_Reality_Theme_Park_in_Kuala_Lumpur-Kuala_Lumpur_Wil.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17404880-The_Rift_Virtual_and_Augmented_Reality_Theme_Park_in_Kuala_Lumpur-Kuala_Lumpur_Wil.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/33/71/9a/caption.jpg?w=500&h=400&s=1,The Rift Virtual and Augmented Reality Theme Park in Kuala Lumpur,223.,https://www.tripadvisor.com/Attraction_Review-g298570-d21177629-Reviews-Kuala_lumpur_malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,,1 hour,"Immerse yourself in a whole new virtual playground full of raging robots, zombies, and augmented reality – welcome to The…",,from,$4.36,per adult,More info,Taking safety measures
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Skytrips Transport,https://www.tripadvisor.com/AttractionProductReview-g298570-d15101951-AVANI_Sepang_Goldcoast_Resort_Hotel_TO_Kuala_Lumpur_Hotel_Door_to_Door_Transfer-Ku.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15101951-AVANI_Sepang_Goldcoast_Resort_Hotel_TO_Kuala_Lumpur_Hotel_Door_to_Door_Transfer-Ku.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/24/c0/caption.jpg?w=500&h=400&s=1,AVANI Sepang Goldcoast Resort Hotel TO Kuala Lumpur Hotel Door to Door Transfer,224.,https://www.tripadvisor.com/Attraction_Review-g298570-d15222664-Reviews-Skytrips_Transport-Kuala_Lumpur_Wilayah_Persekutuan.html,,1 hour,Enjoy and travel in comfort on a private transfer from AVANI Sepang Goldcoast Resort Hotel to Kuala Lumpur Hotel (Door to…,Free cancellation,from,$22.67,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d14011283-2_Days_Private_Vehicle_With_Driver_Explore_Malaysia_By_Your_Own_Plans-Kuala_Lumpur.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d14011283-2_Days_Private_Vehicle_With_Driver_Explore_Malaysia_By_Your_Own_Plans-Kuala_Lumpur.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/85/1f/ab/caption.jpg?w=500&h=400&s=1,2 Days Private Vehicle With Driver -Explore Malaysia By Your Own Plans,225.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,2 days,Enjoy your 02 Days holiday in Malaysia (Peninsular Malaysia Only) with ease by booking this product. Your friendly and professional…,Free cancellation,from,$519.24,per group,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By RIYAS VACATION MALAYSIA,https://www.tripadvisor.com/AttractionProductReview-g298570-d17715628-Base_on_Group_Kuala_Lumpur_Airport_Departure_Transfer-Kuala_Lumpur_Wilayah_Perseku.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17715628-Base_on_Group_Kuala_Lumpur_Airport_Departure_Transfer-Kuala_Lumpur_Wilayah_Perseku.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f1/47/d0/caption.jpg?w=500&h=400&s=1,Base on Group: Kuala Lumpur Airport Departure Transfer,226.,https://www.tripadvisor.com/Attraction_Review-g1813816-d17610594-Reviews-RIYAS_VACATION_MALAYSIA-Kajang_Hulu_Langat_District_Selangor.html,,45–60 minutes,Pick-up from Kuala Lumpur city hotels by an Air-conditioned vehicle with English speaking professional driver and drop-off…,Free cancellation,from,$26.14,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d14014894-3_Days_Private_Vehicle_With_Driver_Explore_Malaysia_By_Your_Own_Plans-Kuala_Lumpur.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d14014894-3_Days_Private_Vehicle_With_Driver_Explore_Malaysia_By_Your_Own_Plans-Kuala_Lumpur.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/85/14/77/caption.jpg?w=500&h=400&s=1,3 Days Private Vehicle With Driver -Explore Malaysia By Your Own Plans,227.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,,3 days,Enjoy your 03 Days holiday in Malaysia (Peninsular Malaysia Only) with ease by booking this product. Your friendly and professional…,Free cancellation,from,$810.26,per group,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Blue Cab Malaysia VIP,https://www.tripadvisor.com/AttractionProductReview-g298570-d19972775-Private_chauffeur_service_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19972775-Private_chauffeur_service_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b7/c8/dc/caption.jpg?w=500&h=400&s=1,Private chauffeur service Malaysia,228.,https://www.tripadvisor.com/Attraction_Review-g298570-d11873525-Reviews-Blue_Cab_Malaysia_VIP-Kuala_Lumpur_Wilayah_Persekutuan.html,"We focus on most happening history, food, attraction places and shopping mall or the most beautiful nature in Malaysia.",6+ hours,,Free cancellation,from,$50.00,per group,More info,
1,,By Kuala Lumpur Tour,https://www.tripadvisor.com/AttractionProductReview-g298570-d15126590-2Days_1Night_Cameron_Highland_and_Penang_Island_Private_Tour_from_Kuala_Lumpur-Kua.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d15126590-2Days_1Night_Cameron_Highland_and_Penang_Island_Private_Tour_from_Kuala_Lumpur-Kua.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/4a/2a/caption.jpg?w=500&h=400&s=1,2Days 1Night Cameron Highland and Penang Island Private Tour from Kuala Lumpur,229.,https://www.tripadvisor.com/Attraction_Review-g298570-d8292196-Reviews-Kuala_Lumpur_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,2 days,"You will meet and greet by our friendly driver cum guide at Kuala Lumpur Hotel at 0800hrs ( local time ).

You will be guided…",,from,$435.90,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Pantai Timur Raiders Mpv Taxi,https://www.tripadvisor.com/AttractionProductReview-g298570-d17777295-Private_Cameron_Highlands_2_days_1_night_Trip-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17777295-Private_Cameron_Highlands_2_days_1_night_Trip-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/fd/a2/caption.jpg?w=500&h=400&s=1,Private: Cameron Highlands 2 days 1 night Trip,230.,https://www.tripadvisor.com/Attraction_Review-g298570-d14053111-Reviews-Pantai_Timur_Raiders_Mpv_Taxi-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,2 days,"Cameron Highland, Malaysia's premier hill resort is located on the Main Range of  Peninsular Malaysia. At 1,829 metres above…",Free cancellation,from,$218.54,per adult,More info,
1,,By Tripmakersonline Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d20352521-Skip_the_Line_Petronas_Twin_Tower_Ticket_Hotel_Pick_up-Kuala_Lumpur_Wilayah_Persek.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d20352521-Skip_the_Line_Petronas_Twin_Tower_Ticket_Hotel_Pick_up-Kuala_Lumpur_Wilayah_Persek.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/32/9d/3b/caption.jpg?w=500&h=400&s=1,Skip the Line: Petronas Twin Tower Ticket & Hotel Pick up,231.,https://www.tripadvisor.com/Attraction_Review-g298570-d12616388-Reviews-Tripmakersonline_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Skyscrapers & Towers,45 minutes,"With various hotel pick up options through out the day, this tour is perfect option for you to secure your tour at Petronas…",,from,$40.00,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Ivy Holidays,https://www.tripadvisor.com/AttractionProductReview-g298570-d21122798-Historical_Malacca_with_Lunch_DAY_Tour_Private_Tour-Kuala_Lumpur_Wilayah_Persekutu.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d21122798-Historical_Malacca_with_Lunch_DAY_Tour_Private_Tour-Kuala_Lumpur_Wilayah_Persekutu.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/8c/9a/87/caption.jpg?w=500&h=400&s=1,Historical Malacca with Lunch DAY Tour (Private Tour),232.,https://www.tripadvisor.com/Attraction_Review-g298570-d13153809-Reviews-Ivy_Holidays-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,6+ hours,"HIGHLIGHTS

• Visit historic Malacca City, the capital of the Malaysian state of Malacca

• Visit some of the most popular…",Free cancellation,from,$65.65,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tripmakersonline Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298570-d19958921-Private_Genting_Highland_Tour_With_Cable_Car_Ride_Batu_Caves-Kuala_Lumpur_Wilayah_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19958921-Private_Genting_Highland_Tour_With_Cable_Car_Ride_Batu_Caves-Kuala_Lumpur_Wilayah_.html,,Private Genting Highland Tour With Cable Car Ride & Batu Caves,233.,https://www.tripadvisor.com/Attraction_Review-g298570-d12616388-Reviews-Tripmakersonline_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,6+ hours,"Our driver will get you from your hotel lobby in Kuala Lumpur city and head to Genting Highlands.

Appreciate grand drive…",Free cancellation,from,$65.00,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asian Trails Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d11478157-Evening_Trails_Through_Diverse_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d11478157-Evening_Trails_Through_Diverse_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/a2/92/78/caption.jpg?w=500&h=400&s=1,Evening Trails Through Diverse Kuala Lumpur,234.,https://www.tripadvisor.com/Attraction_Review-g298570-d20807215-Reviews-Asian_Trails_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,4 hours,Experience the nightlife of Kuala Lumpur on a private 4-hour excursion that includes the night bazaar of Chinatown for bargain…,Free cancellation,from,$65.39,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Asni Tours & Travels,https://www.tripadvisor.com/AttractionProductReview-g298314-d18975932-First_Day_Arrival_Transfer_with_Malaysia_Countryside_and_Batu_Caves_Tour-Sepang_Se.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298314-d18975932-First_Day_Arrival_Transfer_with_Malaysia_Countryside_and_Batu_Caves_Tour-Sepang_Se.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/23/25/caption.jpg?w=500&h=400&s=1,First Day : Arrival Transfer with Malaysia Countryside and Batu Caves Tour,235.,https://www.tripadvisor.com/Attraction_Review-g298570-d13337019-Reviews-Asni_Tours_Travels-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,4–5 hours,Sit back and relax as you enjoy a transfer from Kuala Lumpur International Airport combined with Malaysia Countryside and…,Free cancellation,from,$47.49,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Travel Yamu Experience at Malaysia,https://www.tripadvisor.com/AttractionProductReview-g298570-d17244017-Kuala_Lumpur_Sightseeing_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d17244017-Kuala_Lumpur_Sightseeing_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/bf/30/caption.jpg?w=500&h=400&s=1,Kuala Lumpur Sightseeing Tour,236.,https://www.tripadvisor.com/Attraction_Review-g298570-d17188999-Reviews-Travel_Yamu_Experience_at_Malaysia-Kuala_Lumpur_Wilayah_Persekutuan.html,Bus Tours,3 hours,This 3.5-hour tour of Kuala Lumpur gives you the opportunity to see the major landmarks and monuments of the Malaysian capital…,Free cancellation,from,$11.04,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By EIA Holidays Sdn Bhd,https://www.tripadvisor.com/AttractionProductReview-g298570-d19894357-Genting_Highland_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d19894357-Genting_Highland_Tour-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9b/08/3f/caption.jpg?w=500&h=400&s=1,Genting Highland Tour,237.,https://www.tripadvisor.com/Attraction_Review-g298570-d19882952-Reviews-EIA_Holidays_Sdn_Bhd-Kuala_Lumpur_Wilayah_Persekutuan.html,Cable Car Tours,6+ hours,GET OUT OF THE CITY FOR A DAY OF ENTERTAINMENT AND FUN WITH THIS EXCURSION TO GENTING HIGHLANDS. THE POPULAR THEME PARK …,Free cancellation,from,$35.00,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By SA CENTURY TOURS,https://www.tripadvisor.com/AttractionProductReview-g298570-d20298624-Malacca_Tour_A_Day_at_Malacca-Kuala_Lumpur_Wilayah_Persekutuan.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g298570-d20298624-Malacca_Tour_A_Day_at_Malacca-Kuala_Lumpur_Wilayah_Persekutuan.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/1e/4e/55/caption.jpg?w=500&h=400&s=1,Malacca Tour / A Day at Malacca,238.,https://www.tripadvisor.com/Attraction_Review-g298570-d19238506-Reviews-SA_CENTURY_TOURS-Kuala_Lumpur_Wilayah_Persekutuan.html,Full-day Tours,8–10 hours,"Malacca is the historical state of Malaysia, rich with heritage buildings, ancient landmarks and colonial structures. It…",Free cancellation,from,$85.00,per adult,More info,
