WlYyy,cctrW,iPqaD,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,iPqaD href 3,WlYyy 2,WlYyy 3,ySnDE,WlYyy 4,WlYyy 5,cctrW 2,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,dXxty
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By 2 Wheel Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d15358981-Classic_Segway_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/5f/5f/caption.jpg?w=500&h=400&s=1,Classic Segway Tour,64.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15358981-Classic_Segway_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d7185851-Reviews-2_Wheel_Tours-Berlin.html,Segway Tours,1 hour,Why walk when you can ride with us? The best way to explore Berlin is on our exclusive Segways. Discover one of the most…,Free cancellation,,,from,$39.60,per adult,More info,Taking safety measures
433,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Walks,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449979-Sachsenhausen_Concentration_Camp_Memorial_Walking_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/d6/5d/caption.jpg?w=500&h=400&s=1,Sachsenhausen Concentration Camp Memorial Walking Tour,65.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449979-Sachsenhausen_Concentration_Camp_Memorial_Walking_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d735931-Reviews-Original_Berlin_Walks-Berlin.html,City Tours,6 hours,"Head north of Berlin for a tour into the past at Sachsenhausen Concentration Camp, one of the main concentration camps in…",Free cancellation,99% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$32.81,per adult,More info,
4,,,,,,,,,1,3,,5,,,,,,,
644 places sorted by traveler favorites,"Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,,,,,,,,,,,,,,,,,
81,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Walks,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449982-East_Berlin_the_Wall-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b8/37/8a/caption.jpg?w=500&h=400&s=1,East Berlin & the Wall,121.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11449982-East_Berlin_the_Wall-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d735931-Reviews-Original_Berlin_Walks-Berlin.html,City Tours,2 hours,Learn everything you need to know from an expert Berlin guide on a 2-hour walking tour! Discover how Germany was divided…,Free cancellation,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$22.63,per adult,More info,
56,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fork & Walk Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d12289467-East_Meets_West_Kreuzberg_and_Neukolln_Walking_Food_Tour_in_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/71/a7/8a/caption.jpg?w=500&h=400&s=1,East Meets West: Kreuzberg and Neukölln Walking Food Tour in Berlin,122.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12289467-East_Meets_West_Kreuzberg_and_Neukolln_Walking_Food_Tour_in_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10523511-Reviews-Fork_Walk_Tours_Berlin-Berlin.html,Private and Luxury,3–4 hours,"PLS NOTE: fully operational as a street food tour with corona rules when no lockdown.

Enjoy a 3,5-hour walking and food…",Free cancellation,98% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$130.11,per adult,More info,
20,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Berlin City Tour - City Sightseeing,https://www.tripadvisor.com/AttractionProductReview-g187323-d12934885-Red_Sightseeing_Berlin_Hop_On_Hop_Off_Bus_with_Boat_Option-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/f3/10/caption.jpg?w=500&h=400&s=1,Red Sightseeing Berlin Hop-On Hop-Off Bus with Boat Option,123.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12934885-Red_Sightseeing_Berlin_Hop_On_Hop_Off_Bus_with_Boat_Option-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2338594-Reviews-Berlin_City_Tour_City_Sightseeing-Berlin.html,Hop on Hop Off,1–2 hours,Discover the exciting city of Berlin from the roof of a double-decker bus! The extensive route covers the must see landmarks…,Free cancellation,,,from,$27.15,per adult,More info,Taking safety measures
16,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Birchys Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17616680-Private_Tour_to_Sachsenhausen_Concentration_Camp_Memorial_With_Licensed_Guide-Berl.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ef/99/9d/caption.jpg?w=500&h=400&s=1,Private Tour to Sachsenhausen Concentration Camp Memorial (With Licensed Guide),124.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17616680-Private_Tour_to_Sachsenhausen_Concentration_Camp_Memorial_With_Licensed_Guide-Berl.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d16858951-Reviews-Birchys_Berlin_Tours-Berlin.html,Public Transportation Tours,6 hours,Berlin Sachsenhausen Tour: Join us for an in-depth one of a kind visit to Sachsenhausen! This is the Birchy’s Berlin’s Sachsenhausen…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$158.39,per adult,More info,
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insider Tour,https://www.tripadvisor.com/AttractionProductReview-g187361-d11459175-Warnemunde_Shore_Excursion_Private_Tour_of_Berlin_s_World_War_II_and_Cold_War_Site.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/0b/0b/caption.jpg?w=500&h=400&s=1,Warnemünde Shore Excursion: Private Tour of Berlin's World War II and Cold War Sites,125.,https://www.tripadvisor.com/AttractionProductReview-g187361-d11459175-Warnemunde_Shore_Excursion_Private_Tour_of_Berlin_s_World_War_II_and_Cold_War_Site.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d629667-Reviews-Insider_Tour-Berlin.html,Full-day Tours,6+ hours,"Delve into Berlin’s war history on a private, full-day shore excursion from Warnemünde Port. Your private guide will focus…",Free cancellation,,,from,$537.40,per adult,More info,Taking safety measures
1,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Essence of Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d13544837-Semi_Private_Berlin_Highlights_Shore_Excursion_from_Warnemunde_and_Rostock_Port-Be.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/9c/b9/caption.jpg?w=500&h=400&s=1,Semi-Private Berlin Highlights Shore Excursion from Warnemünde and Rostock Port,126.,https://www.tripadvisor.com/AttractionProductReview-g187323-d13544837-Semi_Private_Berlin_Highlights_Shore_Excursion_from_Warnemunde_and_Rostock_Port-Be.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d15798995-Reviews-Essence_of_Berlin-Berlin.html,Bus Tours,6+ hours,"If you are traveling on a cruise ship to the port of Rostock/Warnemünde and have only one day on shore, let us take you …",Free cancellation,,,from,$506.85,per adult,More info,Taking safety measures
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By HolaBerlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d12531229-Private_Dresden_Day_Trip_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/52/e7/08/caption.jpg?w=500&h=400&s=1,Private Dresden Day Trip from Berlin,127.,,https://www.tripadvisor.com/Attraction_Review-g187323-d1457550-Reviews-HolaBerlin-Berlin.html,Full-day Tours,6+ hours,"Just 165 km from Berlin lies the beautiful city of Dresden, capital of Saxony. The city is also referred to as the 'Florence…",Free cancellation,,,from,$769.33,per group,More info,Taking safety measures
42,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insider Tour,https://www.tripadvisor.com/AttractionProductReview-g187323-d11477383-Potsdam_Walking_Tour_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/0a/9d/caption.jpg?w=500&h=400&s=1,Potsdam Walking Tour from Berlin,128.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11477383-Potsdam_Walking_Tour_from_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d629667-Reviews-Insider_Tour-Berlin.html,Rail Tours,6 hours,"Enjoy a 6-hour tour from Berlin to the incredibly picturesque Potsdam.  With many palaces, lakes, manicured gardens and …",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$28.28,per adult,More info,
15,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Canoa Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d13972356-Explore_Berlin_by_canoe-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ef/e2/eb/caption.jpg?w=500&h=400&s=1,Explore Berlin by canoe,129.,https://www.tripadvisor.com/AttractionProductReview-g187323-d13972356-Explore_Berlin_by_canoe-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d12348180-Reviews-Canoa_Berlin-Berlin.html,,3 hours,"CANOA BERLIN is inviting you to actively explore the hidden gems of the city by canoe. 

Whether you’re a visitor or a true…",Free cancellation,93% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$42.99,per adult,More info,
26,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Free Berlin - Authentische Radtouren,https://www.tripadvisor.com/AttractionProductReview-g187323-d11483976-Berlin_3_Hour_Bike_Tour_Berlin_s_Best-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/68/ba/caption.jpg?w=500&h=400&s=1,Berlin 3-Hour Bike Tour: Berlin's Best,130.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11483976-Berlin_3_Hour_Bike_Tour_Berlin_s_Best-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2243513-Reviews-Free_Berlin_Authentische_Radtouren-Berlin.html,Bike Tours,3 hours,Experience the awakening Berlin by bike in a relaxing 3-hour guided tour. Get a perfect mixture of all the central sights…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$31.68,per adult,More info,
6,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fork & Walk Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d12918102-Berlin_Christmas_Markets_with_Culinary_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/4b/88/5b/caption.jpg?w=500&h=400&s=1,Berlin Christmas Markets with Culinary Tour,131.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12918102-Berlin_Christmas_Markets_with_Culinary_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10523511-Reviews-Fork_Walk_Tours_Berlin-Berlin.html,Walking Tours,4 hours,"Discover the Berlin Christmas Markets with Fork & Walk, as our local guide takes you on a fairy-tale journey through the…",Free cancellation,,,from,$107.48,per adult,More info,
11,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fat Tire Tours Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11450244-Berlin_Bike_Tour_Third_Reich_and_Nazi_Germany-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/48/55/f6/caption.jpg?w=500&h=400&s=1,Berlin Bike Tour: Third Reich and Nazi Germany,132.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11450244-Berlin_Bike_Tour_Third_Reich_and_Nazi_Germany-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d736467-Reviews-Fat_Tire_Tours_Berlin-Berlin.html,City Tours,4 hours,"How could the Germans allow Hitler's rise to power? Who, if anyone, stood in his way? What was known of the extent of the…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$36.20,per adult,More info,
5,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Birchys Berlin Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d17616679-PRIVATE_BEHIND_THE_BERLIN_WALL_and_COLD_WAR_BERLIN_TOUR-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/c4/07/caption.jpg?w=500&h=400&s=1,PRIVATE BEHIND THE BERLIN WALL and COLD WAR BERLIN TOUR,133.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17616679-PRIVATE_BEHIND_THE_BERLIN_WALL_and_COLD_WAR_BERLIN_TOUR-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d16858951-Reviews-Birchys_Berlin_Tours-Berlin.html,Public Transportation Tours,4 hours,Join Birchy or one of our expert guides on a private tour of the key-sites related to the Berlin Wall and Cold War Berlin…,Free cancellation,,,from,$87.68,per adult,More info,Taking safety measures
22,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Withlocals,https://www.tripadvisor.com/AttractionProductReview-g187323-d15524731-Highlights_Hidden_Gems_With_Locals_Best_of_Berlin_Private_Tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/0a/8b/caption.jpg?w=500&h=400&s=1,Highlights & Hidden Gems With Locals: Best of Berlin Private Tour,134.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15524731-Highlights_Hidden_Gems_With_Locals_Best_of_Berlin_Private_Tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10507977-Reviews-Withlocals-Berlin.html,Public Transportation Tours,3 hours,This is not just another city tour; this is the best of Berlin from a unique perspective! Get to know Berlin on a city tour…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$66.75,per adult,More info,
4,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By A Friend in Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d13225429-Berlin_Private_Custom_5_Hour_Tour_by_Car-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/dd/df/caption.jpg?w=500&h=400&s=1,Berlin Private Custom 5-Hour Tour by Car,135.,https://www.tripadvisor.com/AttractionProductReview-g187323-d13225429-Berlin_Private_Custom_5_Hour_Tour_by_Car-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d7033574-Reviews-A_Friend_in_Berlin-Berlin.html,Bus Tours,5 hours,Enjoy a 5-hour city tour of Berlin with a private driver. Pick up from your hotel or apartment is at 9:30 am. Get an in-…,Free cancellation,,,from,$735.39,per group,More info,Taking safety measures
17,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sightseeing Point Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d11470668-Private_Half_Day_Berlin_Sightseeing_Tour_with_a_Minivan_Including_Short_City_Walks.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/12/92/50/caption.jpg?w=500&h=400&s=1,Private Half-Day Berlin Sightseeing Tour with a Minivan Including Short City Walks,136.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11470668-Private_Half_Day_Berlin_Sightseeing_Tour_with_a_Minivan_Including_Short_City_Walks.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3275843-Reviews-Sightseeing_Point_Tours-Berlin.html,Bus Tours,3 hours,On this comprehensive sightseeing tour you will see all highlights of the German capital. Enjoy a 4-hour tour with a local…,Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$220.62,per adult,More info,
14,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insight Cities Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475254-David_Bowie_in_Berlin_Small_Group_3_hour_tour-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/03/0f/caption.jpg?w=500&h=400&s=1,David Bowie in Berlin - Small Group 3-hour tour,137.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475254-David_Bowie_in_Berlin_Small_Group_3_hour_tour-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d8022712-Reviews-Insight_Cities_Berlin-Berlin.html,Fashion Shows,3 hours,"Discover how the Cold War of the 1970s inspired Bowie's classic Berlin albums. On this 3-hour tour, you'll explore Berlin…",Free cancellation,92% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$96.99,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Grosse Orangerie Schloss Charlottenburg,https://www.tripadvisor.com/AttractionProductReview-g187323-d11447737-An_Evening_at_Charlottenburg_Palace_Concert_Ticket-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/ad/61/caption.jpg?w=500&h=400&s=1,An Evening at Charlottenburg Palace: Concert Ticket,138.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11447737-An_Evening_at_Charlottenburg_Palace_Concert_Ticket-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d2297633-Reviews-Grosse_Orangerie_Schloss_Charlottenburg-Berlin.html,Classical Concerts,2 hours,Likely to Sell-out! 'An Evening at Charlottenburg Palace' Concert by the Berlin Residence Orchestra regularly sells out …,Free cancellation,,,from,$50.91,per adult,More info,Taking safety measures
34,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Enigma English Tours in Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d16911895-Tours_Sightseeing_in_English_of_Berlin_Potsdam_and_Sachsenhausen-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/79/49/45/caption.jpg?w=500&h=400&s=1,"Tours & Sightseeing in English of Berlin, Potsdam and Sachsenhausen",139.,https://www.tripadvisor.com/AttractionProductReview-g187323-d16911895-Tours_Sightseeing_in_English_of_Berlin_Potsdam_and_Sachsenhausen-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d10780855-Reviews-Enigma_English_Tours_in_Berlin-Berlin.html,Bus Tours,2–6 hours,A luxury tour at budget prices. You will be collected and returned to your hotel in a climate-controlled vehicle. All this…,Free cancellation,94% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$33.79,per adult,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,"By ULKOtours - Berlin, Germany",https://www.tripadvisor.com/AttractionProductReview-g187323-d11472708-Best_of_Berlin_Join_in_Shore_Excursion_from_Warnemunde_or_Rostock_with_Wi_Fi-Berli.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bd/56/5d/caption.jpg?w=500&h=400&s=1,Best of Berlin Join-in Shore Excursion from Warnemünde or Rostock with Wi-Fi,140.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11472708-Best_of_Berlin_Join_in_Shore_Excursion_from_Warnemunde_or_Rostock_with_Wi_Fi-Berli.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d20068000-Reviews-ULKOtours_Berlin_Germany-Berlin.html,Bus Tours,6+ hours,Make the most of your day in Berlin on this full day tour. With round-trip transfers from your cruise port in Warnemunde…,Free cancellation,,,from,$131.00,per adult,More info,Taking safety measures
21,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Original Berlin Walks,https://www.tripadvisor.com/AttractionProductReview-g187323-d11467952-Private_Berlin_Custom_Half_Day_Tour_with_Private_Driver_and_Guide-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/68/11/89/caption.jpg?w=500&h=400&s=1,Private Berlin Custom Half-Day Tour with Private Driver and Guide,141.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11467952-Private_Berlin_Custom_Half_Day_Tour_with_Private_Driver_and_Guide-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d735931-Reviews-Original_Berlin_Walks-Berlin.html,Bus Tours,4 hours,"Discover Berlin’s history on this 4-hour tour with your own private driver and guide. See Berlin’s historic center, walk…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$282.27,per adult,More info,
29,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Insider Tour,https://www.tripadvisor.com/AttractionProductReview-g187323-d11452022-Jewish_Heritage_Walking_Tour_of_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bd/56/77/caption.jpg?w=500&h=400&s=1,Jewish Heritage Walking Tour of Berlin,142.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11452022-Jewish_Heritage_Walking_Tour_of_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d629667-Reviews-Insider_Tour-Berlin.html,City Tours,3 hours,"Chart the twisting fortunes of Berlin’s Jews through the ages on this 4-hour walking tour. With a knowledgeable guide, explore…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$21.50,per adult,More info,
11,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sightseeing Point Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475789-Private_Tour_from_Berlin_to_Sachsenhausen_Concentration_Camp-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/16/34/38/caption.jpg?w=500&h=400&s=1,Private Tour from Berlin to Sachsenhausen Concentration Camp,143.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11475789-Private_Tour_from_Berlin_to_Sachsenhausen_Concentration_Camp-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3275843-Reviews-Sightseeing_Point_Tours-Berlin.html,Bus Tours,6 hours,"Experience a comprehensive visit of the former Sachsenhausen Concentration Camp, just north of Berlin with your local private…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$248.90,per adult,More info,
18,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sightseeing Point Tours,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471452-Private_Half_Day_Walking_Tour_Berlin_Wall_Cold_War_and_Checkpoint_Charlie-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/12/92/52/caption.jpg?w=500&h=400&s=1,"Private Half-Day Walking Tour: Berlin Wall, Cold War and Checkpoint Charlie",144.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11471452-Private_Half_Day_Walking_Tour_Berlin_Wall_Cold_War_and_Checkpoint_Charlie-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d3275843-Reviews-Sightseeing_Point_Tours-Berlin.html,Public Transportation Tours,2–3 hours,"This private walking tour brings you to the places, where famous events of the Cold War happened and history was written…",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$214.96,per group,More info,
3,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Unscripted Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d15063237-Potsdam_Day_Trip_from_Berlin_with_a_Local_Private_Personalized-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/bb/68/caption.jpg?w=500&h=400&s=1,Potsdam Day Trip from Berlin with a Local: Private & Personalized,145.,https://www.tripadvisor.com/AttractionProductReview-g187323-d15063237-Potsdam_Day_Trip_from_Berlin_with_a_Local_Private_Personalized-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17413572-Reviews-City_Unscripted_Berlin-Berlin.html,City Tours,6+ hours,After just a 25-minute train to Brandenburg State you’ll be in the charming town of Potsdam with one of our Berlin hosts…,Free cancellation,,,from,$235.72,per adult,More info,Taking safety measures
20,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Berlin on Bike,https://www.tripadvisor.com/AttractionProductReview-g187323-d11465564-Alternative_Berlin_Bike_Tour_Off_the_Beaten_Tracks_in_Small_Groups-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f4/b9/18/caption.jpg?w=500&h=400&s=1,Alternative Berlin Bike Tour - Off the Beaten Tracks in Small Groups,146.,https://www.tripadvisor.com/AttractionProductReview-g187323-d11465564-Alternative_Berlin_Bike_Tour_Off_the_Beaten_Tracks_in_Small_Groups-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d1950237-Reviews-Berlin_on_Bike-Berlin.html,Bike Tours,3–4 hours,Enjoy a 3.5-hour bike tour off the beaten tracks and discover the alternative side of Berlin. Focus will be everything that…,Free cancellation,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$35.84,per adult,More info,
2,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By A Friend in Berlin,https://www.tripadvisor.com/AttractionProductReview-g187323-d12367053-Private_Day_Tour_of_Wannsee_and_Potsdam_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/0d/97/caption.jpg?w=500&h=400&s=1,Private Day Tour of Wannsee and Potsdam from Berlin,147.,https://www.tripadvisor.com/AttractionProductReview-g187323-d12367053-Private_Day_Tour_of_Wannsee_and_Potsdam_from_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d7033574-Reviews-A_Friend_in_Berlin-Berlin.html,Bus Tours,5 hours,"On your way to Potsdam you will see the Olympic Stadium, Wannsee, and the Bridge of Spies. In Potsdam stroll through the…",Free cancellation,,,from,$746.70,per group,More info,Taking safety measures
20,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By TravelPixelz,https://www.tripadvisor.com/AttractionProductReview-g187323-d17716513-BERLIN_PHOTO_TOUR_with_a_professional_Photographer_from_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/57/c7/75/caption.jpg?w=500&h=400&s=1,BERLIN PHOTO TOUR with a professional Photographer from Berlin,148.,https://www.tripadvisor.com/AttractionProductReview-g187323-d17716513-BERLIN_PHOTO_TOUR_with_a_professional_Photographer_from_Berlin-Berlin.html#REVIEWS,https://www.tripadvisor.com/Attraction_Review-g187323-d17690412-Reviews-TravelPixelz-Berlin.html,,1–2 hours,"Everybody takes photos nowadays, especially while traveling. But there's a distinct difference between snapping a quick …",Free cancellation,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,from,$100.69,per adult,More info,
