WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 2,iPqaD href 2,WlYyy 3,WlYyy 4,ySnDE,dXxty,WlYyy 5,ccVGl,WlYyy 6,ccVGl 2,WlYyy 7,WlYyy 8,cctrW 2
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Photographer Paula - Fotógrafa Brasileira em Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d18833887-Book_your_Amazing_Photo_Shoot_in_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d18833887-Book_your_Amazing_Photo_Shoot_in_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/f7/a8/caption.jpg?w=500&h=400&s=1,Book your Amazing Photo Shoot in Paris,283.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d17738112-Reviews-Paris_Photographer_Paula_Fotografa_Brasileira_em_Paris-Paris_Ile_de_France.html,,1 hour,"PRIVATE PHOTOGRAPHY SESSION

*Optimize your time;

*No selfies;

*Unique beautiful angles;

*Spontaneous and elegant photos…",Taking safety measures,Free cancellation,from,$78.00,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446394-La_Vallee_Village_Shopping_Outlet_Round_Trip_Transport_from_Paris-Paris_Ile_de_Fra.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446394-La_Vallee_Village_Shopping_Outlet_Round_Trip_Transport_from_Paris-Paris_Ile_de_Fra.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/28/44/caption.jpg?w=500&h=400&s=1,La Vallée Village Shopping Outlet Round-Trip Transport from Paris,284.,14,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,,6 hours,"Shop for bargains on designer merchandise at La Vallée Village, a chic open-air outlet mall near Paris, with this round-…",Taking safety measures,Free cancellation,from,$29.13,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Questo Paris | Walking Tours & City Games,https://www.tripadvisor.com/AttractionProductReview-g187147-d16860563-Romantic_Paris_Lost_Lovers_Montmartre_in_Exploration_Game-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d16860563-Romantic_Paris_Lost_Lovers_Montmartre_in_Exploration_Game-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/56/d9/82/caption.jpg?w=500&h=400&s=1,Romantic Paris: Lost Lovers Montmartre in Exploration Game,285.,45,https://www.tripadvisor.com/Attraction_Review-g187147-d19512842-Reviews-Questo_Paris_Walking_Tours_City_Games-Paris_Ile_de_France.html,Walking Tours,1–2 hours,"Embark on a quest around Paris by solving clues that will help involve you in a romantic love story, all with the help of…",,Free cancellation,from,$11.30,per adult,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By City Cab Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460406-Paris_Airport_Transfers_Private_Car-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460406-Paris_Airport_Transfers_Private_Car-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/63/3b/5e/caption.jpg?w=500&h=400&s=1,Paris Airport Transfers - Private Car,286.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d8471650-Reviews-City_Cab_Paris-Paris_Ile_de_France.html,,,"Booking of private car hire with driver, for all your trips from Charles de Gaulle and Orly airport to Paris, hotel or apartment…",Taking safety measures,Free cancellation,from,$59.76,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Vision,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446368-Louvre_Museum_Skip_the_Line_Access_Guided_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11446368-Louvre_Museum_Skip_the_Line_Access_Guided_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/71/7d/ea/caption.jpg?w=500&h=400&s=1,Louvre Museum Skip the Line Access Guided Tour,287.,48,https://www.tripadvisor.com/Attraction_Review-g187147-d667302-Reviews-Paris_City_Vision-Paris_Ile_de_France.html,Skip-the-Line Tours,2–3 hours,"Paris’s Louvre Museum is no less than the world’s biggest museum, visited by 10.5 million in 2018 alone. Learn the secrets…",Taking safety measures,Free cancellation,from,$79.34,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By A Taste of Paris (Voyages LLC),https://www.tripadvisor.com/AttractionProductReview-g187147-d12464902-Paris_Bakery_Behind_the_Scenes_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12464902-Paris_Bakery_Behind_the_Scenes_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/bb/88/caption.jpg?w=500&h=400&s=1,Paris Bakery Behind the Scenes Tour,288.,20,https://www.tripadvisor.com/Attraction_Review-g187147-d16826487-Reviews-A_Taste_of_Paris_Voyages_LLC-Paris_Ile_de_France.html,Walking Tours,2 hours,Learn the basics and intricacies that go into crafting Parisian’s favorite breakfast breads and sweets on this 2 hour morning…,,Free cancellation,from,$96.17,per adult,More info,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Disneyland Paris Express,https://www.tripadvisor.com/AttractionProductReview-g187147-d11474422-Versailles_Palace_Gardens_Full_Acces_Ticket_Audio_Guided_Tour_from_Paris-Paris_Ile.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11474422-Versailles_Palace_Gardens_Full_Acces_Ticket_Audio_Guided_Tour_from_Paris-Paris_Ile.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/66/1e/f8/caption.jpg?w=500&h=400&s=1,Versailles Palace & Gardens Full Acces Ticket & Audio Guided Tour from Paris,289.,30,https://www.tripadvisor.com/Attraction_Review-g187147-d2512673-Reviews-Disneyland_Paris_Express-Paris_Ile_de_France.html,Full-day Tours,6+ hours,Immerse yourself in the magnificence of the Palace of Versailles with an informative audio-guided tour including three departure…,Taking safety measures,Free cancellation,from,$79.76,per adult,More info,,
,,By FRANCE INTENCE,https://www.tripadvisor.com/AttractionProductReview-g187147-d23851129-Private_Tour_Paris_Catacombs-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d23851129-Private_Tour_Paris_Catacombs-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/e7/3e/c9/caption.jpg?w=500&h=400&s=1,Private Tour : Paris Catacombs,290.,1,https://www.tripadvisor.com/Attraction_Review-g187116-d23760680-Reviews-FRANCE_INTENCE-Amboise_Indre_et_Loire_Centre_Val_de_Loire.html,Monuments and Memorials,90–120 minutes,"The Catacombs are underground ossuaries in Paris, France. which hold the millions of past Parisians’ skulls and bones in…",Taking safety measures,,from,$73.54,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Tootbus Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d23499142-Tootbus_Must_See_Paris_Hop_on_Hop_off_Bus_Tour_Cruise-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d23499142-Tootbus_Must_See_Paris_Hop_on_Hop_off_Bus_Tour_Cruise-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/45/40/d9/caption.jpg?w=500&h=400&s=1,Tootbus Must See Paris: Hop-on Hop-off Bus Tour & Cruise,291.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d585912-Reviews-Tootbus_Paris-Paris_Ile_de_France.html,Bus Tours,2 hours,"Must See Paris allows you to see all of Paris' major attractions and landmarks by land and water, while giving you the flexibility…",Taking safety measures,Free cancellation,from,$55.44,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Star Europe Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d19780533-Eiffel_Tower_Tickets_including_the_Summit-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d19780533-Eiffel_Tower_Tickets_including_the_Summit-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ba/b3/26/caption.jpg?w=500&h=400&s=1,Eiffel Tower Tickets including the Summit,292.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d19980815-Reviews-Star_Europe_Tours-Paris_Ile_de_France.html,Monuments and Memorials,1 day,"TOUR HIGHLIGHTS

• Get the fastest entry by avoiding the long elevator lines at the Eiffel Tower and climb up 704 steps …",Taking safety measures,Free cancellation,from,$70.34,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Vidi Guides,https://www.tripadvisor.com/AttractionProductReview-g187147-d21031960-Sainte_Chapelle_Immersive_Self_Guided_Audio_Walking_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21031960-Sainte_Chapelle_Immersive_Self_Guided_Audio_Walking_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6e/a8/1f/caption.jpg?w=500&h=400&s=1,Sainte-Chapelle: Immersive Self-Guided Audio Walking Tour,293.,12,https://www.tripadvisor.com/Attraction_Review-g186338-d20995836-Reviews-Vidi_Guides-London_England.html,Walking Tours,45–60 minutes,"Leave the tourist trail behind on this self-guided podcast tour as you uncover this lesser-known Parisian gem, a hub of …",,Free cancellation,from,$7.02,per adult,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
LIKELY TO SELL OUT*,,By France Tourisme - Daily tour,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460843-Normandy_D_Day_Landing_Beaches_Guided_Tour_from_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11460843-Normandy_D_Day_Landing_Beaches_Guided_Tour_from_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/44/01/caption.jpg?w=500&h=400&s=1,Normandy D-Day Landing Beaches Guided Tour from Paris,294.,5,https://www.tripadvisor.com/Attraction_Review-g187147-d1549625-Reviews-France_Tourisme_Daily_tour-Paris_Ile_de_France.html,Bus Tours,6+ hours,"Tailor program to discover, in one day, landing beaches and sites of legend : Pointe du Hoc, Omaha Beach, Colleville American…",Taking safety measures,,from,$176.49,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Oh My God She's Parisian !,https://www.tripadvisor.com/AttractionProductReview-g187147-d13812740-Oh_My_God_She_s_Parisian_English_Comedy_Show_in_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d13812740-Oh_My_God_She_s_Parisian_English_Comedy_Show_in_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/ff/3c/45/caption.jpg?w=500&h=400&s=1,Oh My God She's Parisian! English Comedy Show in Paris,295.,42,https://www.tripadvisor.com/Attraction_Review-g187147-d13143926-Reviews-Oh_My_God_She_s_Parisian-Paris_Ile_de_France.html,Comedy Shows,1–2 hours,"""Oh My God She's Parisian!"" is the only one-woman in English written by a real Parisian about her life in Paris.

If you…",,Free cancellation,from,$28.28,per adult,More info,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris Tour Club,https://www.tripadvisor.com/AttractionProductReview-g187147-d21167647-Visit_the_Eiffel_Tower_with_Experienced_Guide_Elevator_to_the_2nd_Floor-Paris_Ile_.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21167647-Visit_the_Eiffel_Tower_with_Experienced_Guide_Elevator_to_the_2nd_Floor-Paris_Ile_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c2/1b/06/caption.jpg?w=500&h=400&s=1,Visit the Eiffel Tower with Experienced Guide | Elevator to the 2nd Floor,296.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d21143274-Reviews-Paris_Tour_Club-Paris_Ile_de_France.html,Walking Tours,2 hours,Take the elevator straight to the 2nd floor of the Eiffel Tower from where you will see a breathtaking view of the amazing…,Taking safety measures,Free cancellation,from,$42.99,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Withlocals,https://www.tripadvisor.com/AttractionProductReview-g187147-d14054395-The_Sweet_Pastry_Private_Tour_of_Paris_in_Le_Marais_District-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d14054395-The_Sweet_Pastry_Private_Tour_of_Paris_in_Le_Marais_District-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a6/43/caption.jpg?w=500&h=400&s=1,The Sweet Pastry Private Tour of Paris in Le Marais District,297.,23,https://www.tripadvisor.com/Attraction_Review-g187147-d11616540-Reviews-Withlocals-Paris_Ile_de_France.html,Private and Luxury,2–3 hours,"French pastries are a delicious treat to the world and while in Paris, your taste buds will dance for more after just one…",,Free cancellation,from,$100.69,per adult,More info,91% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Blue Fox Travel - Blue Bike Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d11455419-Paris_Evening_Bike_Tour_with_1_hour_Seine_River_Cruise-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11455419-Paris_Evening_Bike_Tour_with_1_hour_Seine_River_Cruise-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/82/1f/caption.jpg?w=500&h=400&s=1,Paris Evening Bike Tour with 1-hour Seine River Cruise,298.,69,https://www.tripadvisor.com/Attraction_Review-g187147-d2626587-Reviews-Blue_Fox_Travel_Blue_Bike_Tours-Paris_Ile_de_France.html,Bike Tours,4 hours,"This Evening Bike + Boat Tour takes you to the best lit monuments in Paris and then on a 1hr Seine River Cruise, to share…",,Free cancellation,from,$50.91,per adult,More info,95% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,,By WeGoTrip Paris | In-App Audio Tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23549605-Paris_Catacombs_Skip_the_Line_Ticket_with_Self_Guided_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/6c/80/c0/caption.jpg?w=500&h=400&s=1,Paris Catacombs Skip-the-Line Ticket with Self-Guided Tour,299.,,https://www.tripadvisor.com/Attraction_Review-g187147-d23477197-Reviews-WeGoTrip_Paris_In_App_Audio_Tours-Paris_Ile_de_France.html,Skip-the-Line Tours,2 hours,"Explore the underground ossuary of the Catacombs of Paris and enter a mysterious underground world.

A museum tour with …",Taking safety measures,,from,$69.01,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Vedettes de Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d23527998-Musical_Seine_River_Cruise_by_Vedettes_de_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d23527998-Musical_Seine_River_Cruise_by_Vedettes_de_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/53/c2/39/caption.jpg?w=500&h=400&s=1,Musical Seine River Cruise by Vedettes de Paris,300.,14,https://www.tripadvisor.com/Attraction_Review-g187147-d844427-Reviews-Vedettes_de_Paris-Paris_Ile_de_France.html,City Tours,1 hour,"Board one of our boats for a musical cruise where monuments and docks serve as a scenery. As a couple or with friends, enjoy…",Taking safety measures,Free cancellation,from,$22.63,per adult,More info,,
11,,,,,,,,1,,10,12,,,,,,,,,
"2,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=R1hmXy9BdHRyYWN0aW9ucy1nMTg3MTQ3LUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLVBhcmlzX0lsZV9kZV9GcmFuY2UuaHRtbF9PVmE%3D,,,,,,,,,,,,,,,,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Simply France Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d17746747-Bike_Paris_treasures_with_a_live_guide_Families_Friends-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d17746747-Bike_Paris_treasures_with_a_live_guide_Families_Friends-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b2/4a/94/caption.jpg?w=500&h=400&s=1,Bike Paris treasures with a live guide - Families & Friends,301.,7,https://www.tripadvisor.com/Attraction_Review-g187147-d14082543-Reviews-Simply_France_Tours-Paris_Ile_de_France.html,Bike Tours,3 hours,"You dreamed of the city with Owen Wilson in the movie ""Midnight in Paris"" ? Time to make it reality ! Enjoy a leisurely …",Taking safety measures,Free cancellation,from,$44.12,per adult,More info,,
,,By Choco-Story Paris - Musee Du Chocolat,https://www.tripadvisor.com/AttractionProductReview-g187147-d11453785-Choco_Story_Paris_The_Chocolate_Museum-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11453785-Choco_Story_Paris_The_Chocolate_Museum-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/54/57/caption.jpg?w=500&h=400&s=1,Choco-Story Paris - The Chocolate Museum,302.,56,https://www.tripadvisor.com/Attraction_Review-g187147-d1837806-Reviews-Choco_Story_Paris_Musee_Du_Chocolat-Paris_Ile_de_France.html,Attractions & Museums,1–2 hours,"It's one of the world’s most beloved sweets, but few know much about it. At the Gourmet Chocolate Museum (Musée Gourmand…",Taking safety measures,,from,$13.58,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By O Chateau,https://www.tripadvisor.com/AttractionProductReview-g187147-d12033222-Champagne_Tasting_for_Two_in_Paris-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12033222-Champagne_Tasting_for_Two_in_Paris-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f7/fc/a1/caption.jpg?w=500&h=400&s=1,Champagne Tasting for Two in Paris,303.,2,https://www.tripadvisor.com/Attraction_Review-g187147-d497418-Reviews-O_Chateau-Paris_Ile_de_France.html,,2 hours,"Welcome to Paris' most acclaimed wine bar! In a beautiful setting, you and your special person will be served two glasses…",,Free cancellation,from,$24.54,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Disneyland Paris Express,https://www.tripadvisor.com/AttractionProductReview-g187147-d11472471-DisneylandR_Paris_Express_Shuttle_with_Admission_Ticket_from_Central_Paris-Paris_I.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11472471-DisneylandR_Paris_Express_Shuttle_with_Admission_Ticket_from_Central_Paris-Paris_I.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/56/71/caption.jpg?w=500&h=400&s=1,Disneyland® Paris Express Shuttle with Admission Ticket from Central Paris,304.,22,https://www.tripadvisor.com/Attraction_Review-g187147-d2512673-Reviews-Disneyland_Paris_Express-Paris_Ile_de_France.html,,6+ hours,Make the most of your Paris stay and discover Disneyland® Paris. Enjoy an unforgettable day with Mickey and his friends.,Taking safety measures,Free cancellation,from,$136.89,per adult,More info,,
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Babylon Tours Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d11471910-Latin_Quarter_Le_Quartier_Latin_Guided_Walking_Tour_Private_Tour-Paris_Ile_de_Fran.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11471910-Latin_Quarter_Le_Quartier_Latin_Guided_Walking_Tour_Private_Tour-Paris_Ile_de_Fran.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/ea/c1/caption.jpg?w=500&h=400&s=1,Latin Quarter Le Quartier Latin Guided Walking Tour - Private Tour,305.,12,https://www.tripadvisor.com/Attraction_Review-g187147-d3205960-Reviews-Babylon_Tours_Paris-Paris_Ile_de_France.html,Private and Luxury,2–3 hours,"With a private guide, take a 2.5-hour walking tour of one of Paris’ oldest and most iconic neighborhoods—the Latin Quarter…",,Free cancellation,from,$94.74,per adult,More info,100% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,,By Choco-Story Paris - Musee Du Chocolat,https://www.tripadvisor.com/AttractionProductReview-g187147-d15358416-Workshop_in_Paris_Learn_to_Make_your_Own_Chocolates-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d15358416-Workshop_in_Paris_Learn_to_Make_your_Own_Chocolates-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7e/3a/87/caption.jpg?w=500&h=400&s=1,Workshop in Paris: Learn to Make your Own Chocolates,306.,4,https://www.tripadvisor.com/Attraction_Review-g187147-d1837806-Reviews-Choco_Story_Paris_Musee_Du_Chocolat-Paris_Ile_de_France.html,Cooking Classes,45 minutes,"With this ticket, you will have access to a chocolate workshop at the booked schedule :

 – 45 minutes with the chocolatier…",Taking safety measures,,from,$39.60,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Sandemans New Europe - Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d12942342-Bohemian_Paris_Latin_Quarter_Walking_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d12942342-Bohemian_Paris_Latin_Quarter_Walking_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/57/f9/8e/caption.jpg?w=500&h=400&s=1,Bohemian Paris: Latin Quarter Walking Tour,307.,185,https://www.tripadvisor.com/Attraction_Review-g187147-d1557378-Reviews-Sandemans_New_Europe_Paris-Paris_Ile_de_France.html,Walking Tours,2 hours,"Discover the richness of Paris history walking accompanied by a guide through the Latin Quarter, a neighborhood with plenty…",,Free cancellation,from,$18.41,per adult,More info,96% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
LIKELY TO SELL OUT*,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Fat Tire Tours,https://www.tripadvisor.com/AttractionProductReview-g187147-d11449278-Paris_City_Sightseeing_Half_Day_Segway_Guided_Tour-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d11449278-Paris_City_Sightseeing_Half_Day_Segway_Guided_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/1a/c5/caption.jpg?w=500&h=400&s=1,Paris City Sightseeing Half Day Segway Guided Tour,308.,69,https://www.tripadvisor.com/Attraction_Review-g187147-d577423-Reviews-Fat_Tire_Tours-Paris_Ile_de_France.html,Segway Tours,2 hours,"Imagine cruising effortlessly through the parks and sidewalks of Paris while receiving a great orientation, informative …",,Free cancellation,from,$66.75,per adult,More info,97% of travelers recommend this experience,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Paris City Tours,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23609473-Access_to_Montparnasse_Tower_Roof_Terrace_360_Visit_Seine_River_Cruise-Paris_Ile_d.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/b7/65/ed/caption.jpg?w=500&h=400&s=1,Access to Montparnasse Tower Roof Terrace 360° Visit & Seine River Cruise,309.,,https://www.tripadvisor.com/Attraction_Review-g226861-d13554052-Reviews-Paris_City_Tours-Rueil_Malmaison_Hauts_de_Seine_Ile_de_France.html,Skyscrapers & Towers,2 hours,- Let yourself be surprised by the breathtaking 360-degree panoramic view from the terrace at the top of the Montparnasse…,Taking safety measures,Free cancellation,from,$37.22,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By REWIND,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23547590-Illuminations_River_Cruise_City_Walking_Tour-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/6a/9d/f9/caption.jpg?w=500&h=400&s=1,Illuminations River Cruise + City Walking Tour,310.,,https://www.tripadvisor.com/Attraction_Review-g187147-d21302759-Reviews-REWIND-Paris_Ile_de_France.html,City Tours,2 hours,Experience the best of Paris with a musical cruise along the Seine. Hop off to explore the stunning capital on an audio-…,Taking safety measures,Free cancellation,from,$28.27,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Mon Petit Paris,https://www.tripadvisor.com/AttractionProductReview-g187147-d21193711-Claude_Monet_in_Paris_World_s_largest_collection-Paris_Ile_de_France.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g187147-d21193711-Claude_Monet_in_Paris_World_s_largest_collection-Paris_Ile_de_France.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b1/ce/ea/caption.jpg?w=500&h=400&s=1,Claude Monet in Paris : World's largest collection,311.,1,https://www.tripadvisor.com/Attraction_Review-g187147-d20264313-Reviews-Mon_Petit_Paris-Paris_Ile_de_France.html,Skip-the-Line Tours,1–2 hours,"Impressionist paintings in Paris? Orsay or Orangerie museum? 

These are the first places that come to people minds.

But…",Taking safety measures,Free cancellation,from,$31.68,per adult,More info,,
,Not sure? You can cancel this reservation up to 24 hours in advance for a full refund.,By Lokimo,,https://www.tripadvisor.com/AttractionProductReview-g187147-d23721864-Opera_Garnier_ticket_with_a_self_guided_tour_and_Self_Guided_Tours_in_Paris-Paris_.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/22/9e/e8/caption.jpg?w=500&h=400&s=1,Opera Garnier ticket with a self-guided tour and Self-Guided Tours in Paris,312.,,https://www.tripadvisor.com/Attraction_Review-g187147-d23542499-Reviews-Lokimo-Paris_Ile_de_France.html,Walking Tours,1 hour,"Discover the treasures of the Palais Garnier's public areas, a master piece of the 19th century theater art architecture…",Taking safety measures,Free cancellation,from,$20.36,per adult,More info,,
