WlYyy,cctrW,iPqaD,iPqaD href,FmrIP href,dugSS src,bUshh,cIVmB,WlYyy 3,iPqaD href 2,WlYyy 4,WlYyy 5,WlYyy 6,WlYyy 7,WlYyy 8,ySnDE,ccVGl,WlYyy 9,ccVGl 2,WlYyy 10
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Starboard Boats,https://www.tripadvisor.com/AttractionProductReview-g188590-d20902126-Private_Amsterdam_Booze_Boat-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d20902126-Private_Amsterdam_Booze_Boat-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/52/90/8a/caption.jpg?w=500&h=400&s=1,Private Amsterdam Booze Boat,208.,27,https://www.tripadvisor.com/Attraction_Review-g188590-d15115044-Reviews-Starboard_Boats-Amsterdam_North_Holland_Province.html,Nightlife,1–2 hours,Free cancellation,,100% of travelers recommend this experience,"1.5 hours cruise with an open Dutch bar (unlimited beer, wine, and soda).

You can drink in a bar in any city in the world…",from,$47.71,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Micro Art Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d18479675-The_best_spontaneous_experience_ever_in_your_lifetime_Micro_Art_Amsterdam-Amsterda.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18479675-The_best_spontaneous_experience_ever_in_your_lifetime_Micro_Art_Amsterdam-Amsterda.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/39/fc/caption.jpg?w=500&h=400&s=1,The best spontaneous experience ever in your lifetime / Micro Art Amsterdam,209.,78,https://www.tripadvisor.com/Attraction_Review-g188590-d17694758-Reviews-Micro_Art_Amsterdam-Amsterdam_North_Holland_Province.html,Attractions & Museums,1 hour,Free cancellation,,100% of travelers recommend this experience,Incredible experience visiting such a unique exhibition. You will be surely staggered by the intricacy and detail that goes…,from,$17.40,per adult,More info
SPECIAL OFFER,,By Amsterdam Guias & Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d18480373-Amsterdam_walking_tour_with_canal_cruise_small_groups-Amsterdam_North_Holland_Prov.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18480373-Amsterdam_walking_tour_with_canal_cruise_small_groups-Amsterdam_North_Holland_Prov.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/55/5c/5c/caption.jpg?w=500&h=400&s=1,Amsterdam walking tour with canal cruise (small groups),210.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d12659487-Reviews-Amsterdam_Guias_Tours-Amsterdam_North_Holland_Province.html,Canal Cruises,3–4 hours,Taking safety measures,Free cancellation,,The perfect combination to know the Venice of the North. Starting with a walking tour through the city center combined with…,from,$37.02,per adult,More info
7,,,,,,,,6,,8,,,,,,,,,
"1,000+ places sorted by traveler favorites","Tours, activities and experiences bookable on Tripadvisor, ranked using exclusive Tripadvisor data including reviews, ratings, photos, popularity, user preferences, price, and bookings made through Tripadvisor.",Clear all filters,https://www.tripadvisor.com/ClientLink?value=Y2lZXy9BdHRyYWN0aW9ucy1nMTg4NTkwLUFjdGl2aXRpZXMtYV9hbGxBdHRyYWN0aW9ucy50cnVlLUFtc3RlcmRhbV9Ob3J0aF9Ib2xsYW5kX1Byb3ZpbmNlLmh0bWxfWnJn,,,,,,,,,,,,,,,,
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Experiences,https://www.tripadvisor.com/AttractionProductReview-g188590-d13641692-Best_Semi_Private_Dutch_Food_Tour-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d13641692-Best_Semi_Private_Dutch_Food_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/0c/83/0c/caption.jpg?w=500&h=400&s=1,Best Semi - Private Dutch Food Tour,211.,32,https://www.tripadvisor.com/Attraction_Review-g188590-d13430753-Reviews-Amsterdam_Experiences-Amsterdam_North_Holland_Province.html,Walking Tours,2–3 hours,Taking safety measures,Free cancellation,96% of travelers recommend this experience,If you love food and not scared to try new flavours - this semi-private food walk is for you! We are inviting you to join…,from,$97.79,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Fun Amsterdam Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d13075493-Shared_Beer_Bike-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d13075493-Shared_Beer_Bike-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/d3/49/a0/caption.jpg?w=500&h=400&s=1,Shared Beer Bike,212.,61,https://www.tripadvisor.com/Attraction_Review-g188590-d3734960-Reviews-Fun_Amsterdam_Tours-Amsterdam_North_Holland_Province.html,Adventure Tours,1–2 hours,,,90% of travelers recommend this experience,"Our Amsterdam Beer Bike is a unique Amsterdam experience. Climb aboard our mighty beer bike, for one of the best rides of…",from,$53.51,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d18755300-The_Essential_Amsterdam_Private_Tour_By_Bike-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d18755300-The_Essential_Amsterdam_Private_Tour_By_Bike-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/af/73/caption.jpg?w=500&h=400&s=1,The Essential Amsterdam Private Tour By Bike,213.,23,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,City Tours,2–3 hours,Taking safety measures,Free cancellation,95% of travelers recommend this experience,Explore Amsterdam on a two-wheeled adventure while a local shows you the highlights and hidden gems of the city. Soak up…,from,$69.01,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Holland Discovery,https://www.tripadvisor.com/AttractionProductReview-g188590-d15616446-Zaanse_Schans_4_hours_Private_Tour-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d15616446-Zaanse_Schans_4_hours_Private_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6d/75/ac/caption.jpg?w=500&h=400&s=1,Zaanse Schans 4 hours Private Tour,214.,13,https://www.tripadvisor.com/Attraction_Review-g188590-d14156566-Reviews-Holland_Discovery-Amsterdam_North_Holland_Province.html,Bus Tours,4–5 hours,Free cancellation,,92% of travelers recommend this experience,Windmills-Clogs-Cheese. You're all gonna see it. Definately Hollands best tour and experience. This is a top 3 sightseeing…,from,$275.20,per group,More info
,,By Taxi2Airport,https://www.tripadvisor.com/AttractionProductReview-g1840814-d17808284-Private_Airport_Transfer_from_Amsterdam_Schiphol_Airport_AMS_to_Amsterdam-Schipho.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g1840814-d17808284-Private_Airport_Transfer_from_Amsterdam_Schiphol_Airport_AMS_to_Amsterdam-Schipho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/94/8f/caption.jpg?w=500&h=400&s=1,Private Airport Transfer: from Amsterdam Schiphol Airport (AMS) to Amsterdam,215.,17,https://www.tripadvisor.com/Attraction_Review-g188590-d13154060-Reviews-Taxi2Airport-Amsterdam_North_Holland_Province.html,,25 minutes,Taking safety measures,Free cancellation,,Book here your safe and reliable Private Airport Transfer from Amsterdam Schiphol Airport (AMS) to your hotel or destination…,from,$14.69,per adult,More info
,,"By Trigger Tours, Private tours in Amsterdam",https://www.tripadvisor.com/AttractionProductReview-g188590-d12961507-Half_day_private_tour_Amsterdam_introduction_in_one_day-Amsterdam_North_Holland_Pr.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12961507-Half_day_private_tour_Amsterdam_introduction_in_one_day-Amsterdam_North_Holland_Pr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/cf/42/caption.jpg?w=500&h=400&s=1,Half day private tour: Amsterdam introduction in one day,216.,5,https://www.tripadvisor.com/Attraction_Review-g188590-d10433089-Reviews-Trigger_Tours_Private_tours_in_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,3–4 hours,Taking safety measures,Free cancellation,,Join this half day walking tour to get a full introduction of Amsterdam in one day with a private guide. This tour is perfect…,from,$121.06,per adult,More info
,,By Amsterbike,https://www.tripadvisor.com/AttractionProductReview-g188590-d21086371-Countryside_Fishermen_village_bike_tour-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d21086371-Countryside_Fishermen_village_bike_tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/82/a0/2c/caption.jpg?w=500&h=400&s=1,Countryside & Fishermen village bike tour,217.,3,https://www.tripadvisor.com/Attraction_Review-g188590-d1459858-Reviews-Amsterbike-Amsterdam_North_Holland_Province.html,E-Bike Tours,3–4 hours,Taking safety measures,Free cancellation,,"Countryside Bike Tour with electric bike through the astonishing nature area of Waterland with great sceneries, just outside…",from,$50.91,per adult,More info
,,By MacBike,https://www.tripadvisor.com/AttractionProductReview-g188590-d20236589-Amsterdam_Bike_Rental-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d20236589-Amsterdam_Bike_Rental-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/07/5e/eb/caption.jpg?w=500&h=400&s=1,Amsterdam: Bike Rental,218.,31,https://www.tripadvisor.com/Attraction_Review-g188590-d1824449-Reviews-MacBike-Amsterdam_North_Holland_Province.html,Rentals,3 hours,Free cancellation,,,Rent a bike to make the most of your visit to Amsterdam. On the bike you cycle easily from one hotspot to another. Bike …,from,$12.44,per adult,More info
,,By CityUnscripted,https://www.tripadvisor.com/AttractionProductReview-g188590-d16725170-Day_Trip_To_Tulip_Gardens_Of_Keukenhof_From_Amsterdam_Private_Personalized-Amsterd.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d16725170-Day_Trip_To_Tulip_Gardens_Of_Keukenhof_From_Amsterdam_Private_Personalized-Amsterd.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/73/0e/caption.jpg?w=500&h=400&s=1,Day Trip To Tulip Gardens Of Keukenhof From Amsterdam: Private & Personalized,219.,1,https://www.tripadvisor.com/Attraction_Review-g188590-d15557235-Reviews-CityUnscripted-Amsterdam_North_Holland_Province.html,City Tours,6+ hours,Taking safety measures,Free cancellation,,"Between 21 March and 19 May, something magical happens in the Bollenstreek bulb region: sprawling fields of Dutch tulips…",from,$312.85,per adult,More info
LIKELY TO SELL OUT*,,By EatWith Amsterdam,,https://www.tripadvisor.com/AttractionProductReview-g188590-d19147833-Dutch_pancake_cooking_class_and_lunch_for_private_groups-Amsterdam_North_Holland_P.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/da/78/b7/caption.jpg?w=500&h=400&s=1,Dutch pancake cooking class and lunch for private groups,220.,,https://www.tripadvisor.com/Attraction_Review-g188590-d19512902-Reviews-EatWith_Amsterdam-Amsterdam_North_Holland_Province.html,Cooking Classes,2 hours,Taking safety measures,Free cancellation,,Learn how to make traditional sweet and savory Dutch pancakes in a beautiful canal house right on the Amstel river. Then…,from,$87.04,per adult,More info
,,By Amsterdam Boat tour,,https://www.tripadvisor.com/AttractionProductReview-g188590-d23276267-Private_Luxury_Dinner_Cruise_in_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/cc/67/81/caption.jpg?w=500&h=400&s=1,Private Luxury Dinner Cruise in Amsterdam,221.,,https://www.tripadvisor.com/Attraction_Review-g188590-d12787000-Reviews-Amsterdam_Boat_tour-Amsterdam_North_Holland_Province.html,Private Sightseeing Tours,2 hours,Taking safety measures,Free cancellation,,Enjoy an exclusive 3 - course dinner on a classic saloon boat for 2 hours. We will pick you up at the Carré Theater. The…,from,$141.42,per group,More info
,,By Blue Boat Company,,https://www.tripadvisor.com/AttractionProductReview-g188590-d15193693-Blue_Boat_Company_City_Canal_Cruise_and_Maritime_Museum-Amsterdam_North_Holland_Pr.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/24/04/caption.jpg?w=500&h=400&s=1,Blue Boat Company City Canal Cruise and Maritime Museum,222.,,https://www.tripadvisor.com/Attraction_Review-g188590-d1792870-Reviews-Blue_Boat_Company-Amsterdam_North_Holland_Province.html,Canal Cruises,3 hours,Taking safety measures,Free cancellation,,On this 75-minute canal cruise you’ll experience the best of our historical city. It offers you the best views of the 17th…,from,$36.77,per adult,More info
,,By XALAM TOURS & TRAVELS,,https://www.tripadvisor.com/AttractionProductReview-g188590-d19075921-Exquisite_North_Holland_and_Amsterdam_Canal_Tour-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/9d/a4/b3/caption.jpg?w=500&h=400&s=1,Exquisite North Holland and Amsterdam Canal Tour,223.,,https://www.tripadvisor.com/Attraction_Review-g188590-d15781350-Reviews-XALAM_TOURS_TRAVELS-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Free cancellation,,,"ZAANSE SCHANS - EDAM - VOLENDAM - AMSTERDAM CANAL CRUISE.

A day trip designed to take you back to the 17th and 18th centuries…",from,$107.48,per adult,More info
LIKELY TO SELL OUT*,,By Tulip Day Tours,,https://www.tripadvisor.com/AttractionProductReview-g188588-d17587308-Private_Guided_Walking_Tour_of_the_Royal_Flower_Auction-Aalsmeer_North_Holland_Pro.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7c/e3/81/caption.jpg?w=500&h=400&s=1,Private Guided Walking Tour of the Royal Flower Auction,224.,,https://www.tripadvisor.com/Attraction_Review-g188590-d16759424-Reviews-Tulip_Day_Tours-Amsterdam_North_Holland_Province.html,Private and Luxury,1–2 hours,Taking safety measures,Free cancellation,,"Meet your private guide right in front of the visitor's center Royal FloraHolland in the village of Aalsmeer, located right…",from,$89.38,per adult,More info
,,By Amsterdam E Boats,,https://www.tripadvisor.com/AttractionProductReview-g188590-d21036335-One_Hour_Private_Boat_Hire-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/6f/f2/16/caption.jpg?w=500&h=400&s=1,One Hour Private Boat Hire!,225.,,https://www.tripadvisor.com/Attraction_Review-g188590-d17462143-Reviews-Amsterdam_E_Boats-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Taking safety measures,,,"Something to celebrate? Hire a private boat and enjoy a 2-hour cruise on our luxurious, electric handcrafted and glass-roof…",from,$169.70,per group,More info
,,By Dutchtrips,,https://www.tripadvisor.com/AttractionProductReview-g188590-d15090536-Amsterdam_private_sightseeing_tour_by_car_or_van_with_a_local_guide-Amsterdam_Nort.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/5c/99/caption.jpg?w=500&h=400&s=1,Amsterdam private sightseeing tour by car or van with a local guide,226.,,https://www.tripadvisor.com/Attraction_Review-g188632-d20263724-Reviews-Dutchtrips-Rotterdam_South_Holland_Province.html,Bus Tours,3 hours,Taking safety measures,Free cancellation,,"Learn about the Hollands most beautifull city Amsterdam with its rich history, culture, and architecture combined with personalized…",from,$316.78,per group,More info
,,By Stromma Netherlands,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447654-Amsterdam_Wine_and_Dutch_Cheese_Evening_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447654-Amsterdam_Wine_and_Dutch_Cheese_Evening_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/6a/8d/1a/caption.jpg?w=500&h=400&s=1,Amsterdam Wine and Dutch Cheese Evening Cruise,227.,71,https://www.tripadvisor.com/Attraction_Review-g188590-d10242008-Reviews-Stromma_Netherlands-Amsterdam_North_Holland_Province.html,Private and Luxury,1–2 hours,Taking safety measures,Free cancellation,,"Sit back and relax on a 1,5-hour candlelight cruise along Amsterdam's famous canals, the perfect way to unwind from a day…",from,$39.60,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Boat Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d13921139-Amsterdam_1_Hour_Canal_Cruise_with_Live_Guide-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d13921139-Amsterdam_1_Hour_Canal_Cruise_with_Live_Guide-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/c0/a4/caption.jpg?w=500&h=400&s=1,Amsterdam 1-Hour Canal Cruise with Live Guide,228.,352,https://www.tripadvisor.com/Attraction_Review-g188590-d10409492-Reviews-Boat_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,1 hour,Free cancellation,,94% of travelers recommend this experience,Join us on board of one of the comfortable boats of BOAT AMSTERDAM. Sail the canals and experience Amsterdam in peace from…,from,$16.97,per adult,More info
,,By Lovers Canal Cruises,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447698-Amsterdam_Sightseeing_Canal_Cruise_by_Semi_Open_Boat-Amsterdam_North_Holland_Provi.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447698-Amsterdam_Sightseeing_Canal_Cruise_by_Semi_Open_Boat-Amsterdam_North_Holland_Provi.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/b9/14/b1/caption.jpg?w=500&h=400&s=1,Amsterdam Sightseeing Canal Cruise by Semi-Open Boat,229.,62,https://www.tripadvisor.com/Attraction_Review-g188590-d2234858-Reviews-Lovers_Canal_Cruises-Amsterdam_North_Holland_Province.html,City Tours,1 hour,Taking safety measures,Free cancellation,,Enjoy a brand new type of cruise boat which offers you the comfort of a large canal cruise boat. When the weather is fine…,from,$15.84,per adult,More info
,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447692-Rotterdam_Delft_and_The_Hague_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11447692-Rotterdam_Delft_and_The_Hague_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/09/ea/caption.jpg?w=500&h=400&s=1,"Rotterdam, Delft and The Hague Full-Day Tour from Amsterdam",230.,54,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Full-day Tours,6+ hours,Taking safety measures,Free cancellation,,"Experience the best of the Netherlands in one day on this sightseeing tour from Amsterdam! Visit the city of Rotterdam, …",from,$84.85,per adult,More info
LIKELY TO SELL OUT*,,By Tours & Tickets,https://www.tripadvisor.com/AttractionProductReview-g188590-d12027519-Giethoorn_Enclosing_Dike_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Prov.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d12027519-Giethoorn_Enclosing_Dike_Full_Day_Tour_from_Amsterdam-Amsterdam_North_Holland_Prov.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/ef/29/caption.jpg?w=500&h=400&s=1,Giethoorn & Enclosing Dike Full-Day Tour from Amsterdam,231.,39,https://www.tripadvisor.com/Attraction_Review-g188590-d2034448-Reviews-Tours_Tickets-Amsterdam_North_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,,"In this full-day small group tour, discover the Giethoorn, picturesque town where people live with and on the water. Enjoy…",from,$84.85,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Experiences,https://www.tripadvisor.com/AttractionProductReview-g188590-d13641696-Private_Tour_Anne_Frank_the_Jewish_History_of_Amsterdam_4_hours-Amsterdam_North_Ho.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d13641696-Private_Tour_Anne_Frank_the_Jewish_History_of_Amsterdam_4_hours-Amsterdam_North_Ho.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/15/8f/24/caption.jpg?w=500&h=400&s=1,Private Tour: Anne Frank & the Jewish History of Amsterdam (4 hours),232.,68,https://www.tripadvisor.com/Attraction_Review-g188590-d13430753-Reviews-Amsterdam_Experiences-Amsterdam_North_Holland_Province.html,Rail Tours,4 hours,Taking safety measures,,100% of travelers recommend this experience,"Learn more about Anne Frank & the Jewish History in this Private Tour!

Travel back in time with us to the 16th century …",from,$101.82,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Rederij Paping,https://www.tripadvisor.com/AttractionProductReview-g188590-d11471674-Amsterdam_90_Minute_Private_Family_Canal_Cruise-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11471674-Amsterdam_90_Minute_Private_Family_Canal_Cruise-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5a/2b/a9/caption.jpg?w=500&h=400&s=1,Amsterdam 90-Minute Private Family Canal Cruise,233.,201,https://www.tripadvisor.com/Attraction_Review-g188590-d5219954-Reviews-Rederij_Paping-Amsterdam_North_Holland_Province.html,Canal Cruises,1–2 hours,Taking safety measures,Free cancellation,97% of travelers recommend this experience,This exciting 90-minute tour takes you through the beautiful canals of Amsterdam and past the city’s best landmarks! This…,from,$76.93,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Flying Dutch Boats,https://www.tripadvisor.com/AttractionProductReview-g188590-d14330404-Luxury_Summer_Boat_Tour_with_Bar_on_board-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d14330404-Luxury_Summer_Boat_Tour_with_Bar_on_board-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/62/e0/9a/caption.jpg?w=500&h=400&s=1,Luxury Summer Boat Tour with Bar on board,234.,81,https://www.tripadvisor.com/Attraction_Review-g188590-d12691954-Reviews-Flying_Dutch_Boats-Amsterdam_North_Holland_Province.html,Canal Cruises,1 hour,Taking safety measures,Free cancellation,90% of travelers recommend this experience,"Come join us on our legendary tour. 

Get ready to cruise along the Amsterdam canals on our unique self-made electric boat…",from,$22.06,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Boat Adventures,https://www.tripadvisor.com/AttractionProductReview-g188590-d20304093-Amsterdam_Old_City_Center_Small_Group_Tour_by_Boat-Amsterdam_North_Holland_Provinc.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d20304093-Amsterdam_Old_City_Center_Small_Group_Tour_by_Boat-Amsterdam_North_Holland_Provinc.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/20/a6/c9/caption.jpg?w=500&h=400&s=1,Amsterdam Old City Center Small-Group Tour by Boat,235.,228,https://www.tripadvisor.com/Attraction_Review-g188590-d14048617-Reviews-Amsterdam_Boat_Adventures-Amsterdam_North_Holland_Province.html,City Tours,1–2 hours,Taking safety measures,Free cancellation,99% of travelers recommend this experience,Join our boat tour and escape the hectic Amsterdam street life while enjoying the relaxed atmosphere on the best canal cruise…,from,$29.42,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Withlocals,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480202-Private_City_Kickstart_Tour_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d11480202-Private_City_Kickstart_Tour_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/58/15/95/caption.jpg?w=500&h=400&s=1,Private City Kickstart Tour: Amsterdam,236.,136,https://www.tripadvisor.com/Attraction_Review-g188590-d9554700-Reviews-Amsterdam_Withlocals-Amsterdam_North_Holland_Province.html,City Tours,1–2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,Receive a warm welcome to Amsterdam on a private tour that will kick off your time in the city in the best way possible! …,from,$54.31,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Secret Food Tours Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d14986171-Secret_Food_Tours_Amsterdam_w_Private_Tour_Option-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d14986171-Secret_Food_Tours_Amsterdam_w_Private_Tour_Option-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/cf/f2/1c/caption.jpg?w=500&h=400&s=1,Secret Food Tours Amsterdam w/ Private Tour Option,237.,141,https://www.tripadvisor.com/Attraction_Review-g188590-d14760991-Reviews-Secret_Food_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,Walking Tours,3 hours,Taking safety measures,,99% of travelers recommend this experience,"By booking Secret Food Tours Amsterdam, we will take you to places the locals eat, introduce you to new food experiences…",from,$150.83,per adult,More info
,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Amsterdam Lake District Tours,https://www.tripadvisor.com/AttractionProductReview-g188590-d16741945-UNESCO_World_Heritage_VIP_Tour_in_Netherlands-Amsterdam_North_Holland_Province.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d16741945-UNESCO_World_Heritage_VIP_Tour_in_Netherlands-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5c/bc/65/caption.jpg?w=500&h=400&s=1,UNESCO World Heritage VIP Tour in Netherlands,238.,24,https://www.tripadvisor.com/Attraction_Review-g188590-d16185212-Reviews-Amsterdam_Lake_District_Tours-Amsterdam_North_Holland_Province.html,Bus Tours,6+ hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,"Small group tour, avoiding crowds. Taking you to beautiful remote places in the Netherlands to escape the hustle and bustle…",from,$191.20,per adult,More info
LIKELY TO SELL OUT*,This number is based on the percentage of all Tripadvisor reviews for this product that have a bubble rating of 4 or higher,By Mike's Bike Tours Amsterdam,https://www.tripadvisor.com/AttractionProductReview-g188590-d17336116-Mini_City_Bike_Tour_Highlights_of_Amsterdam_2_hours-Amsterdam_North_Holland_Provin.html#REVIEWS,https://www.tripadvisor.com/AttractionProductReview-g188590-d17336116-Mini_City_Bike_Tour_Highlights_of_Amsterdam_2_hours-Amsterdam_North_Holland_Provin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/9d/77/caption.jpg?w=500&h=400&s=1,"Mini City Bike Tour, Highlights of Amsterdam (2 hours)",239.,31,https://www.tripadvisor.com/Attraction_Review-g188590-d621588-Reviews-Mike_s_Bike_Tours_Amsterdam-Amsterdam_North_Holland_Province.html,Private and Luxury,2 hours,Taking safety measures,Free cancellation,100% of travelers recommend this experience,Enjoy an alternative sightseeing experience of Amsterdam on our exciting 2-hour city bike tour of the dazzling Dutch capital…,from,$31.68,per adult,More info
