WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 8
11,https://www.tripadvisor.com/Attraction_Review-g188590-d8623667-Reviews-Mercatorplein-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ec/50/6a/mercatorplein.jpg?w=500&h=-1&s=1,Mercatorplein,248.,https://www.tripadvisor.com/Attraction_Review-g188590-d8623667-Reviews-Mercatorplein-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d14929019-Reviews-IJ-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f7/3b/52/botel-boat-hotel.jpg?w=500&h=-1&s=1,IJ,249.,https://www.tripadvisor.com/Attraction_Review-g188590-d14929019-Reviews-IJ-Amsterdam_North_Holland_Province.html#REVIEWS,Bodies of Water,Centrum,,
28,https://www.tripadvisor.com/Attraction_Review-g188590-d7772457-Reviews-Andre_Hazes_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/74/e3/71/andre-hazes-monument.jpg?w=500&h=400&s=1,Andre Hazes Monument,250.,https://www.tripadvisor.com/Attraction_Review-g188590-d7772457-Reviews-Andre_Hazes_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,De Pijp,,
36,https://www.tripadvisor.com/Attraction_Review-g188590-d6948216-Reviews-Tulip_Island-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/72/77/71/tulip-island.jpg?w=500&h=400&s=1,Tulip Island,251.,https://www.tripadvisor.com/Attraction_Review-g188590-d6948216-Reviews-Tulip_Island-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Museum Quarter (Museumkwartier),,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d12279946-Reviews-Sculpture_De_Violist-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9c/e5/b8/de-violist.jpg?w=500&h=400&s=1,Sculpture De Violist,252.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279946-Reviews-Sculpture_De_Violist-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
20,https://www.tripadvisor.com/Attraction_Review-g188590-d12947340-Reviews-Hudson_s_Bay_Amsterdam_Department_Store-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e3/8c/12/hudson-bay.jpg?w=500&h=400&s=1,Hudson's Bay Amsterdam Department Store,253.,https://www.tripadvisor.com/Attraction_Review-g188590-d12947340-Reviews-Hudson_s_Bay_Amsterdam_Department_Store-Amsterdam_North_Holland_Province.html#REVIEWS,Department Stores,Centrum,,
4,https://www.tripadvisor.com/Attraction_Review-g188590-d14910774-Reviews-Java_Eiland-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f3/9d/2e/the-building.jpg?w=500&h=400&s=1,Java Eiland,254.,https://www.tripadvisor.com/Attraction_Review-g188590-d14910774-Reviews-Java_Eiland-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,Java Island,,
36,https://www.tripadvisor.com/Attraction_Review-g188590-d12280084-Reviews-Memorial_to_Koningin_Wilhemina-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/78/5b/fd/2018.jpg?w=500&h=400&s=1,Memorial to Koningin Wilhemina,255.,https://www.tripadvisor.com/Attraction_Review-g188590-d12280084-Reviews-Memorial_to_Koningin_Wilhemina-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
22,https://www.tripadvisor.com/Attraction_Review-g188590-d12278418-Reviews-Statue_Belle-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e8/a6/7a/belle.jpg?w=500&h=400&s=1,"Statue ""Belle""",256.,https://www.tripadvisor.com/Attraction_Review-g188590-d12278418-Reviews-Statue_Belle-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
16,https://www.tripadvisor.com/Attraction_Review-g188590-d12947354-Reviews-Vondelkerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f5/ef/7c/former-roman-catholic.jpg?w=500&h=-1&s=1,Vondelkerk,257.,https://www.tripadvisor.com/Attraction_Review-g188590-d12947354-Reviews-Vondelkerk-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Amsterdam West,,
25,https://www.tripadvisor.com/Attraction_Review-g188590-d4007149-Reviews-Rembrandt_All_His_Paintings-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ea/6e/0c/re-mbrandt-all-his-paintings.jpg?w=500&h=400&s=1,Rembrandt All His Paintings,258.,https://www.tripadvisor.com/Attraction_Review-g188590-d4007149-Reviews-Rembrandt_All_His_Paintings-Amsterdam_North_Holland_Province.html#REVIEWS,Art Museums,Burgwallen-Nieuwe Zijde,•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d15099740-Reviews-Kramer-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/55/ae/photo1jpg.jpg?w=500&h=-1&s=1,Kramer,259.,https://www.tripadvisor.com/Attraction_Review-g188590-d15099740-Reviews-Kramer-Amsterdam_North_Holland_Province.html#REVIEWS,Antique Shops,Centrum,•,Open now
7,https://www.tripadvisor.com/Attraction_Review-g188590-d14143969-Reviews-National_Slavery_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5a/83/67/slavernijmonument-with.jpg?w=500&h=400&s=1,National Slavery Monument,260.,https://www.tripadvisor.com/Attraction_Review-g188590-d14143969-Reviews-National_Slavery_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,•,Open now
4,https://www.tripadvisor.com/Attraction_Review-g188590-d13570203-Reviews-Portrait_Gallery_of_the_Golden_Age-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/28/76/f5/portrait-gallery-groepsportret.jpg?w=500&h=-1&s=1,Portrait Gallery of the Golden Age,261.,https://www.tripadvisor.com/Attraction_Review-g188590-d13570203-Reviews-Portrait_Gallery_of_the_Golden_Age-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries • Art Museums,Weesperbuurt,•,Open now
9,https://www.tripadvisor.com/Attraction_Review-g188590-d14843684-Reviews-Batavia_building-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/1a/96/fa/batavia-building.jpg?w=500&h=-1&s=1,Batavia building,262.,https://www.tripadvisor.com/Attraction_Review-g188590-d14843684-Reviews-Batavia_building-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Centrum,,
11,https://www.tripadvisor.com/Attraction_Review-g188590-d321124-Reviews-Defence_Line_of_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/e6/d3/9d/defence-line-of-amsterdam.jpg?w=500&h=400&s=1,Defence Line of Amsterdam,263.,https://www.tripadvisor.com/Attraction_Review-g188590-d321124-Reviews-Defence_Line_of_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,,,
43,https://www.tripadvisor.com/Attraction_Review-g188590-d8604886-Reviews-Oudekerkstoren-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/f6/d3/33/caption.jpg?w=500&h=-1&s=1,Oudekerkstoren,264.,https://www.tripadvisor.com/Attraction_Review-g188590-d8604886-Reviews-Oudekerkstoren-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Observation Decks & Towers,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d14003079-Reviews-Amstelkerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a8/e8/61/amstelkerk-interior.jpg?w=500&h=-1&s=1,Amstelkerk,265.,https://www.tripadvisor.com/Attraction_Review-g188590-d14003079-Reviews-Amstelkerk-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Walking Areas • Architectural Buildings,Centrum,•,Open now
24,https://www.tripadvisor.com/Attraction_Review-g188590-d240812-Reviews-Gemeentearchief-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/06/ca/f4/caption.jpg?w=500&h=400&s=1,Gemeentearchief,266.,https://www.tripadvisor.com/Attraction_Review-g188590-d240812-Reviews-Gemeentearchief-Amsterdam_North_Holland_Province.html#REVIEWS,History Museums • Government Buildings,Centrum,,
20,https://www.tripadvisor.com/Attraction_Review-g188590-d245211-Reviews-Flevoparkbad_outdoor-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/1d/03/2c/flevoparkbad-outdoor.jpg?w=500&h=-1&s=1,Flevoparkbad (outdoor),267.,https://www.tripadvisor.com/Attraction_Review-g188590-d245211-Reviews-Flevoparkbad_outdoor-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes • Playgrounds,Amsterdam East,•,Open now
16,https://www.tripadvisor.com/Attraction_Review-g188590-d2542558-Reviews-TOBACCO_Theater-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d0/72/f8/tobacco-theater.jpg?w=500&h=400&s=1,TOBACCO Theater,268.,https://www.tripadvisor.com/Attraction_Review-g188590-d2542558-Reviews-TOBACCO_Theater-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters • Convention Centers,Centrum,•,Open now
7,https://www.tripadvisor.com/Attraction_Review-g188590-d17703658-Reviews-Rembrandt_Monument-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/fa/4b/f7/the-famous-dutch-master.jpg?w=500&h=400&s=1,Rembrandt Monument,269.,https://www.tripadvisor.com/Attraction_Review-g188590-d17703658-Reviews-Rembrandt_Monument-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,•,Open now
10,https://www.tripadvisor.com/Attraction_Review-g188590-d6106386-Reviews-NAP_Visitorcentre-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bf/ad/10/amsterdam-nap.jpg?w=500&h=-1&s=1,NAP Visitorcentre,270.,https://www.tripadvisor.com/Attraction_Review-g188590-d6106386-Reviews-NAP_Visitorcentre-Amsterdam_North_Holland_Province.html#REVIEWS,Visitor Centers,Centrum,•,Open now
9,,,,,,1,8,,
10,https://www.tripadvisor.com/Attraction_Review-g188590-d10020576-Reviews-Dance_Valley-Amsterdam_North_Holland_Province.html,,Dance Valley,271.,https://www.tripadvisor.com/Attraction_Review-g188590-d10020576-Reviews-Dance_Valley-Amsterdam_North_Holland_Province.html#REVIEWS,Cultural Events,,,
7,https://www.tripadvisor.com/Attraction_Review-g188590-d12706358-Reviews-Jumpsquare_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/16/b5/4f/getlstd-property-photo.jpg?w=500&h=400&s=1,Jumpsquare Amsterdam,272.,https://www.tripadvisor.com/Attraction_Review-g188590-d12706358-Reviews-Jumpsquare_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes • Playgrounds,Amsterdam East,,
54,https://www.tripadvisor.com/Attraction_Review-g188590-d3727747-Reviews-Rockarchive_rockphoto_s_and_Amsterdam_Art-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/f7/af/9e/rockarchive-amsterdam.jpg?w=500&h=400&s=1,"Rockarchive, rockphoto's and Amsterdam Art",273.,https://www.tripadvisor.com/Attraction_Review-g188590-d3727747-Reviews-Rockarchive_rockphoto_s_and_Amsterdam_Art-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,•,Open now
8,https://www.tripadvisor.com/Attraction_Review-g188590-d12671169-Reviews-Noorderpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/03/f1/b3/waterlelie-noorderpark.jpg?w=500&h=-1&s=1,Noorderpark,274.,https://www.tripadvisor.com/Attraction_Review-g188590-d12671169-Reviews-Noorderpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Oud Noord,,
15,https://www.tripadvisor.com/Attraction_Review-g188590-d13944905-Reviews-Chateau_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/09/27/bf/our-tasting-room-sits.jpg?w=500&h=400&s=1,Chateau Amsterdam,275.,https://www.tripadvisor.com/Attraction_Review-g188590-d13944905-Reviews-Chateau_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Wineries & Vineyards,Oud Noord,,
21,https://www.tripadvisor.com/Attraction_Review-g188590-d6650714-Reviews-Water_Mill_1200_Roe-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/3f/53/67/de-1200-roe.jpg?w=500&h=-1&s=1,Water Mill 1200 Roe,276.,https://www.tripadvisor.com/Attraction_Review-g188590-d6650714-Reviews-Water_Mill_1200_Roe-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Geuzenveld-Slotermeer,,
13,https://www.tripadvisor.com/Attraction_Review-g188590-d10242113-Reviews-Onze_Lieve_Vrouwekerk-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/e8/47/1d/vista-del-frontispicio.jpg?w=500&h=400&s=1,Onze Lieve Vrouwekerk,277.,https://www.tripadvisor.com/Attraction_Review-g188590-d10242113-Reviews-Onze_Lieve_Vrouwekerk-Amsterdam_North_Holland_Province.html#REVIEWS,Churches & Cathedrals,Centrum,,
15,https://www.tripadvisor.com/Attraction_Review-g188590-d12279938-Reviews-Statue_Vrouwe_Fortuna-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/24/07/ed/statue-vrouwe-fortuna.jpg?w=500&h=400&s=1,Statue Vrouwe Fortuna,278.,https://www.tripadvisor.com/Attraction_Review-g188590-d12279938-Reviews-Statue_Vrouwe_Fortuna-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d11831517-Reviews-Candy_Castle-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/bf/d9/4b/our-little-one-loved.jpg?w=400&h=300&s=1,Candy Castle,279.,https://www.tripadvisor.com/Attraction_Review-g188590-d11831517-Reviews-Candy_Castle-Amsterdam_North_Holland_Province.html#REVIEWS,Playgrounds,Bos en Lommer,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d12278399-Reviews-Relief_Chet_Baker-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/1a/f6/2a/chat-baker.jpg?w=500&h=400&s=1,Relief Chet Baker,280.,https://www.tripadvisor.com/Attraction_Review-g188590-d12278399-Reviews-Relief_Chet_Baker-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Centrum,,
25,https://www.tripadvisor.com/Attraction_Review-g188590-d245290-Reviews-Zuiderbad_indoor-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/d7/55/26/zuiderbad.jpg?w=300&h=-1&s=1,Zuiderbad (indoor),281.,https://www.tripadvisor.com/Attraction_Review-g188590-d245290-Reviews-Zuiderbad_indoor-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Museum Quarter (Museumkwartier),•,Open now
8,https://www.tripadvisor.com/Attraction_Review-g188590-d17763868-Reviews-Tiny_hidden_houses-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/f7/ec/a0/just-a-bit-of-fun.jpg?w=500&h=400&s=1,Tiny hidden houses,282.,https://www.tripadvisor.com/Attraction_Review-g188590-d17763868-Reviews-Tiny_hidden_houses-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d12116324-Reviews-Art_Chapel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9f/16/af/exposition.jpg?w=500&h=400&s=1,Art Chapel,283.,https://www.tripadvisor.com/Attraction_Review-g188590-d12116324-Reviews-Art_Chapel-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Zuidas,•,Open now
15,https://www.tripadvisor.com/Attraction_Review-g188590-d12280085-Reviews-Statue_Vrouw_met_Stola-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/77/91/67/subtelne-koronki-rzezbione.jpg?w=500&h=-1&s=1,Statue Vrouw met Stola,284.,https://www.tripadvisor.com/Attraction_Review-g188590-d12280085-Reviews-Statue_Vrouw_met_Stola-Amsterdam_North_Holland_Province.html#REVIEWS,Monuments & Statues,Canal Ring (Grachtengordel),,
12,https://www.tripadvisor.com/Attraction_Review-g188590-d267065-Reviews-Westindisch_Huis-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/30/bf/af/westindisch-huis.jpg?w=500&h=-1&s=1,Westindisch Huis,285.,https://www.tripadvisor.com/Attraction_Review-g188590-d267065-Reviews-Westindisch_Huis-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Centrum,•,Open now
11,https://www.tripadvisor.com/Attraction_Review-g188590-d3724726-Reviews-Former_Town_Hall_of_Nieuwer_Amstel-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/e6/09/48/caption.jpg?w=500&h=-1&s=1,Former Town Hall of Nieuwer-Amstel,286.,https://www.tripadvisor.com/Attraction_Review-g188590-d3724726-Reviews-Former_Town_Hall_of_Nieuwer_Amstel-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Nieuwe Pijp,,
17,https://www.tripadvisor.com/Attraction_Review-g188590-d1590931-Reviews-World_Fashion_Centre_Amsterdam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/c0/be/10/world-fashion-centre.jpg?w=500&h=-1&s=1,World Fashion Centre Amsterdam,287.,https://www.tripadvisor.com/Attraction_Review-g188590-d1590931-Reviews-World_Fashion_Centre_Amsterdam-Amsterdam_North_Holland_Province.html#REVIEWS,Convention Centers • Shopping Malls,Slotervaart,•,Open now
14,https://www.tripadvisor.com/Attraction_Review-g188590-d531467-Reviews-Huis_De_Pinto-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/f2/45/d5/huis-de-pinto.jpg?w=500&h=-1&s=1,Huis De Pinto,288.,https://www.tripadvisor.com/Attraction_Review-g188590-d531467-Reviews-Huis_De_Pinto-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings • Libraries,Nieuwmarkt,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d13414804-Reviews-Torensluis-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/30/cb/e8/torensluis.jpg?w=500&h=400&s=1,Torensluis,289.,https://www.tripadvisor.com/Attraction_Review-g188590-d13414804-Reviews-Torensluis-Amsterdam_North_Holland_Province.html#REVIEWS,Bridges,Canal Ring (Grachtengordel),•,Open now
2,https://www.tripadvisor.com/Attraction_Review-g188590-d14019561-Reviews-The_Amsterdam_Shell_Museum-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c0/6c/b8/schelpenmuseum-the-amsterdam.jpg?w=500&h=-1&s=1,The Amsterdam Shell Museum,290.,https://www.tripadvisor.com/Attraction_Review-g188590-d14019561-Reviews-The_Amsterdam_Shell_Museum-Amsterdam_North_Holland_Province.html#REVIEWS,Speciality Museums,Centrum,•,Open now
7,https://www.tripadvisor.com/Attraction_Review-g188590-d13899524-Reviews-Silodam-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d5/5c/37/silodam.jpg?w=500&h=400&s=1,Silodam,291.,https://www.tripadvisor.com/Attraction_Review-g188590-d13899524-Reviews-Silodam-Amsterdam_North_Holland_Province.html#REVIEWS,Architectural Buildings,Amsterdam West,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d14590344-Reviews-De_Utrecht-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/38/74/bc/deux-batiments-construits.jpg?w=500&h=-1&s=1,De Utrecht,292.,https://www.tripadvisor.com/Attraction_Review-g188590-d14590344-Reviews-De_Utrecht-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Damrak,,
24,https://www.tripadvisor.com/Attraction_Review-g188590-d3754505-Reviews-House_On_The_Three_Canals-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ee/83/44/caption.jpg?w=500&h=-1&s=1,House On The Three Canals,293.,https://www.tripadvisor.com/Attraction_Review-g188590-d3754505-Reviews-House_On_The_Three_Canals-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d12524531-Reviews-Jaap_Eden_IJsbaan-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/81/16/b0/getlstd-property-photo.jpg?w=500&h=400&s=1,Jaap Eden IJsbaan,294.,https://www.tripadvisor.com/Attraction_Review-g188590-d12524531-Reviews-Jaap_Eden_IJsbaan-Amsterdam_North_Holland_Province.html#REVIEWS,Sports Complexes,Amsterdam East,,
3,https://www.tripadvisor.com/Attraction_Review-g188590-d13998705-Reviews-De_Schaduwkade-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a9/80/bb/img-20180404-191659-largejpg.jpg?w=500&h=400&s=1,De Schaduwkade,295.,https://www.tripadvisor.com/Attraction_Review-g188590-d13998705-Reviews-De_Schaduwkade-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Weesperbuurt,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d15124427-Reviews-No_Man_s_Art_Gallery-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ef/6a/ed/front-no-man-s-art-galley.jpg?w=500&h=-1&s=1,No Man's Art Gallery,296.,https://www.tripadvisor.com/Attraction_Review-g188590-d15124427-Reviews-No_Man_s_Art_Gallery-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Bos en Lommer,•,Open now
41,https://www.tripadvisor.com/Attraction_Review-g188590-d12513946-Reviews-Public_House_of_Art-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/db/cd/d5/public-house-of-art.jpg?w=500&h=400&s=1,Public House of Art,297.,https://www.tripadvisor.com/Attraction_Review-g188590-d12513946-Reviews-Public_House_of_Art-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
6,https://www.tripadvisor.com/Attraction_Review-g188590-d13992595-Reviews-Martin_Luther_Kingpark-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a6/87/aa/martin-luther-kingpark.jpg?w=500&h=-1&s=1,Martin Luther Kingpark,298.,https://www.tripadvisor.com/Attraction_Review-g188590-d13992595-Reviews-Martin_Luther_Kingpark-Amsterdam_North_Holland_Province.html#REVIEWS,Parks,Rijnbuurt,•,Open now
3,https://www.tripadvisor.com/Attraction_Review-g188590-d14032119-Reviews-Meervaart-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/35/4e/e5/meervaart.jpg?w=500&h=-1&s=1,Meervaart,299.,https://www.tripadvisor.com/Attraction_Review-g188590-d14032119-Reviews-Meervaart-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Osdorp-Oost,,
11,https://www.tripadvisor.com/Attraction_Review-g188590-d7794355-Reviews-De_Otter-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/23/8a/19/de-otter.jpg?w=500&h=-1&s=1,De Otter,300.,https://www.tripadvisor.com/Attraction_Review-g188590-d7794355-Reviews-De_Otter-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Sites • Architectural Buildings,Amsterdam West,,
10,,,,,,1,9,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d14188804-Reviews-MixTree-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/70/73/18/exchange-languages-meetup.jpg?w=500&h=-1&s=1,MixTree,301.,https://www.tripadvisor.com/Attraction_Review-g188590-d14188804-Reviews-MixTree-Amsterdam_North_Holland_Province.html#REVIEWS,Convention Centers,Slotervaart,•,Open now
10,https://www.tripadvisor.com/Attraction_Review-g188590-d14910818-Reviews-Oosterdokseiland-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7e/9e/cc/2018.jpg?w=500&h=400&s=1,Oosterdokseiland,302.,https://www.tripadvisor.com/Attraction_Review-g188590-d14910818-Reviews-Oosterdokseiland-Amsterdam_North_Holland_Province.html#REVIEWS,Neighborhoods,Centrum,,
13,https://www.tripadvisor.com/Attraction_Review-g188590-d12659260-Reviews-Thorbecke_statue-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/15/73/thorbecke-statue.jpg?w=500&h=400&s=1,Thorbecke statue,303.,https://www.tripadvisor.com/Attraction_Review-g188590-d12659260-Reviews-Thorbecke_statue-Amsterdam_North_Holland_Province.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Centrum,,
9,https://www.tripadvisor.com/Attraction_Review-g188590-d3724757-Reviews-Karthuizerhof-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d7/e7/fd/karthuizerhof.jpg?w=500&h=-1&s=1,Karthuizerhof,304.,https://www.tripadvisor.com/Attraction_Review-g188590-d3724757-Reviews-Karthuizerhof-Amsterdam_North_Holland_Province.html#REVIEWS,Historic Walking Areas,Centrum,,
5,https://www.tripadvisor.com/Attraction_Review-g188590-d10231049-Reviews-Blou-Amsterdam_North_Holland_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/37/47/3a/photo0jpg.jpg?w=500&h=-1&s=1,Blou,305.,https://www.tripadvisor.com/Attraction_Review-g188590-d10231049-Reviews-Blou-Amsterdam_North_Holland_Province.html#REVIEWS,Art Galleries,Centrum,,
8,https://www.tripadvisor.com/Attraction_Review-g188590-d240819-Reviews-Theater_Koos_Kneus-Amsterdam_North_Holland_Province.html,,Theater Koos Kneus,306.,https://www.tripadvisor.com/Attraction_Review-g188590-d240819-Reviews-Theater_Koos_Kneus-Amsterdam_North_Holland_Province.html#REVIEWS,Theaters,Amsterdam East,•,Open now
