WlYyy,FmrIP href,dugSS src,dugSS src 2,bUshh,cIVmB,iPqaD href 2,WlYyy 2,iPqaD href 3,WlYyy 3,iPqaD,iPqaD href 5,WlYyy 4,dkvhj,WlYyy 5,WlYyy 6
149,https://www.tripadvisor.com/Attraction_Review-g294009-d9605617-Reviews-Alghais_Diving-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/7e/4f/e8/safty-stop.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,Alghais Diving,90.,https://www.tripadvisor.com/Attraction_Review-g294009-d9605617-Reviews-Alghais_Diving-Doha.html#REVIEWS,Scuba & Snorkelling • Adrenaline & Extreme Tours,https://www.tripadvisor.com/Profile/Omar54salem,By,Omar54salem,https://www.tripadvisor.com/ShowUserReviews-g294009-d9605617-r791950689-Alghais_Diving-Doha.html,I did the PADI advanced,open water,"course with this shop, really happy with the experience.",Open now
4,,,,,,,1,,3,,,5,,,
92,https://www.tripadvisor.com/Attraction_Review-g294009-d10031316-Reviews-Sand_Dunes_Holidays-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/d9/d8/0c/take-in-sunset-at-inland.jpg?w=500&h=-1&s=1,,Sand Dunes Holidays,91.,https://www.tripadvisor.com/Attraction_Review-g294009-d10031316-Reviews-Sand_Dunes_Holidays-Doha.html#REVIEWS,"City Tours • 4WD, ATV & Off-Road Tours",,,,,,,,
99,https://www.tripadvisor.com/Attraction_Review-g294009-d19700717-Reviews-Shepherd_international_tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b2/43/dc/caption.jpg?w=500&h=400&s=1,,Shepherd international tours,92.,https://www.tripadvisor.com/Attraction_Review-g294009-d19700717-Reviews-Shepherd_international_tours-Doha.html#REVIEWS,Safaris • Taxis & Shuttles,,,,,,,,
114,https://www.tripadvisor.com/Attraction_Review-g294009-d11778931-Reviews-Anantara_Spa_and_Wellness_at_Banana_Island_Resort_Doha_by_Anantara-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/88/8d/29/anantara-spa-lobby.jpg?w=500&h=-1&s=1,,Anantara Spa and Wellness at Banana Island Resort Doha by Anantara,93.,https://www.tripadvisor.com/Attraction_Review-g294009-d11778931-Reviews-Anantara_Spa_and_Wellness_at_Banana_Island_Resort_Doha_by_Anantara-Doha.html#REVIEWS,Spas,https://www.tripadvisor.com/Profile/aishaaljaber,By,aishaaljaber,https://www.tripadvisor.com/ShowUserReviews-g294009-d11778931-r778370119-Anantara_Spa_and_Wellness_at_Banana_Island_Resort_Doha_by_Anantara-Doha.html,Best Anantara,Signature massage,by Linda.,
108,https://www.tripadvisor.com/Attraction_Review-g294009-d12083760-Reviews-Qatar_Inbound_Tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/c2/d6/richard-serra.jpg?w=500&h=-1&s=1,,Qatar Inbound Tours,94.,https://www.tripadvisor.com/Attraction_Review-g294009-d12083760-Reviews-Qatar_Inbound_Tours-Doha.html#REVIEWS,"Cultural Tours • 4WD, ATV & Off-Road Tours",https://www.tripadvisor.com/Profile/D7512JOhannahm,By,D7512JOhannahm,https://www.tripadvisor.com/ShowUserReviews-g294009-d12083760-r658781222-Qatar_Inbound_Tours-Doha.html,Had a blast on the,sand dunes,"today!! My driver, Bashir, was a great driver and very knowledgeable about the area.",
64,https://www.tripadvisor.com/Attraction_Review-g294009-d11896090-Reviews-Al_Shaqab-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/93/fb/02/photo7jpg.jpg?w=500&h=400&s=1,,Al Shaqab,95.,https://www.tripadvisor.com/Attraction_Review-g294009-d11896090-Reviews-Al_Shaqab-Doha.html#REVIEWS,Cultural Tours • Private Tours,https://www.tripadvisor.com/Profile/shukrialsaif,By,shukrialsaif,https://www.tripadvisor.com/ShowUserReviews-g294009-d11896090-r803183339-Al_Shaqab-Doha.html,You will really see great and,beautiful horses,in an outstanding surroundings.,Open now
227,https://www.tripadvisor.com/Attraction_Review-g294009-d19102568-Reviews-Monkey_Tale_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/76/76/89/getlstd-property-photo.jpg?w=500&h=400&s=1,,Monkey Tale Doha,96.,https://www.tripadvisor.com/Attraction_Review-g294009-d19102568-Reviews-Monkey_Tale_Doha-Doha.html#REVIEWS,Bars & Clubs • Dance Clubs & Discos,https://www.tripadvisor.com/Profile/Mashmosh,By,Mashmosh,https://www.tripadvisor.com/ShowUserReviews-g294009-d19102568-r764654908-Monkey_Tale_Doha-Doha.html,"Best service ever with Mohammed , the",Moroccan guy,", we always like to come every weekend just because of his service...",Open now
195,https://www.tripadvisor.com/Attraction_Review-g294009-d2332401-Reviews-Arabian_Adventures_Day_Tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/11/61/7b/arabian-adventures-qatar.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,Arabian Adventures Day Tours,97.,https://www.tripadvisor.com/Attraction_Review-g294009-d2332401-Reviews-Arabian_Adventures_Day_Tours-Doha.html#REVIEWS,Sightseeing Tours,https://www.tripadvisor.com/Profile/jayandroid100,By,jayandroid100,https://www.tripadvisor.com/ShowUserReviews-g294009-d2332401-r578555596-Arabian_Adventures_Day_Tours-Doha.html,Special mention to,Mr,. Ibrahim who led the drivers and,Open now
87,https://www.tripadvisor.com/Attraction_Review-g294009-d12180001-Reviews-The_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/90/90/f5/hammam.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f8/f7/62/easther-sunday-e.jpg?w=100&h=-1&s=1,The Spa,98.,https://www.tripadvisor.com/Attraction_Review-g294009-d12180001-Reviews-The_Spa-Doha.html#REVIEWS,Health Clubs • Arab Baths,https://www.tripadvisor.com/Profile/easthersundaye2018,By,easthersundaye2018,https://www.tripadvisor.com/ShowUserReviews-g294009-d12180001-r741161379-The_Spa-Doha.html,What a wonderful experience at,Al Jasra,"""THE SPA""",Open now
99,https://www.tripadvisor.com/Attraction_Review-g294009-d4092027-Reviews-Eforea_Spa_at_Hilton_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/4e/59/67/eforea-entrance.jpg?w=500&h=400&s=1,,Eforea Spa at Hilton Doha,99.,https://www.tripadvisor.com/Attraction_Review-g294009-d4092027-Reviews-Eforea_Spa_at_Hilton_Doha-Doha.html#REVIEWS,Spas,https://www.tripadvisor.com/Profile/KevinRuso,By,KevinRuso,https://www.tripadvisor.com/ShowUserReviews-g294009-d4092027-r565890504-Eforea_Spa_at_Hilton_Doha-Doha.html,"Abdallah was more then happy to give me all the information and he show me the gym,",thermal area,and a very nice room...,
40,https://www.tripadvisor.com/Attraction_Review-g294009-d15696814-Reviews-Tours_Guys-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/cf/2f/a2/doha.jpg?w=500&h=400&s=1,,Tours Guys,100.,https://www.tripadvisor.com/Attraction_Review-g294009-d15696814-Reviews-Tours_Guys-Doha.html#REVIEWS,"4WD, ATV & Off-Road Tours • Safaris",,,,,,,,
123,https://www.tripadvisor.com/Attraction_Review-g294009-d2175890-Reviews-Gulf_Adventures-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/9c/d7/85/qatar-excursions.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0b/2c/47/jawed-a.jpg?w=100&h=-1&s=1,Gulf Adventures,101.,https://www.tripadvisor.com/Attraction_Review-g294009-d2175890-Reviews-Gulf_Adventures-Doha.html#REVIEWS,Sightseeing Tours,https://www.tripadvisor.com/Profile/914jaweda,By,914jaweda,https://www.tripadvisor.com/ShowUserReviews-g294009-d2175890-r778889974-Gulf_Adventures-Doha.html,"Sunset, Sunrise, bonfire, wooden bungalow, Clean sand,",sand dunes,"valley, buffet dinner worthful trip.",
39,https://www.tripadvisor.com/Attraction_Review-g294009-d18968183-Reviews-Wanderlust-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/a3/ab/d1/caption.jpg?w=500&h=400&s=1,,Wanderlust,102.,https://www.tripadvisor.com/Attraction_Review-g294009-d18968183-Reviews-Wanderlust-Doha.html#REVIEWS,Boat Tours • Walking Tours,,,,,,,,
225,https://www.tripadvisor.com/Attraction_Review-g294009-d2423147-Reviews-Champions-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/60/75/c5/champions.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ec/3f/fc/markalaska.jpg?w=100&h=-1&s=1,Champions,103.,https://www.tripadvisor.com/Attraction_Review-g294009-d2423147-Reviews-Champions-Doha.html#REVIEWS,Bars & Clubs,https://www.tripadvisor.com/Profile/MarkAlaska,By,MarkAlaska,https://www.tripadvisor.com/ShowUserReviews-g294009-d2423147-r816956402-Champions-Doha.html,,Great Sports Bar,,
67,https://www.tripadvisor.com/Attraction_Review-g294009-d12710700-Reviews-BOUNCE_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/19/45/38/getlstd-property-photo.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,BOUNCE Doha,104.,https://www.tripadvisor.com/Attraction_Review-g294009-d12710700-Reviews-BOUNCE_Doha-Doha.html#REVIEWS,Sports Complexes • Playgrounds,https://www.tripadvisor.com/Profile/tubao336,By,tubao336,https://www.tripadvisor.com/ShowUserReviews-g294009-d12710700-r820079958-BOUNCE_Doha-Doha.html,"!! My sons adore it, can’t wait for the next session to jump ever to the moon 🤘🏻😍the coaches are really...",Lots of fun,,Open now
36,https://www.tripadvisor.com/Attraction_Review-g294009-d19949431-Reviews-Abe_s_Doha_Water_Sports-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b4/29/7c/caption.jpg?w=500&h=400&s=1,,Abe's Doha Water Sports,105.,https://www.tripadvisor.com/Attraction_Review-g294009-d19949431-Reviews-Abe_s_Doha_Water_Sports-Doha.html#REVIEWS,Boat Tours • Waterskiing & Jetskiing,https://www.tripadvisor.com/Profile/bicanto,By,bicanto,https://www.tripadvisor.com/ShowUserReviews-g294009-d19949431-r818939708-Abe_s_Doha_Water_Sports-Doha.html,at sunset was an amazing experience.,Jet skiing,,Open now
32,https://www.tripadvisor.com/Attraction_Review-g294009-d14113645-Reviews-Spa_InterContinental-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/06/00/e7/getlstd-property-photo.jpg?w=500&h=-1&s=1,,Spa InterContinental,106.,https://www.tripadvisor.com/Attraction_Review-g294009-d14113645-Reviews-Spa_InterContinental-Doha.html#REVIEWS,Spas,https://www.tripadvisor.com/Profile/Wander96395,By,Wander96395,https://www.tripadvisor.com/ShowUserReviews-g294009-d14113645-r798566962-Spa_InterContinental-Doha.html,.,Amazing experience,,
27,https://www.tripadvisor.com/Attraction_Review-g294009-d19823760-Reviews-Sand_Line_Dunes_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7b/23/bf/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,Sand Line Dunes Qatar,107.,https://www.tripadvisor.com/Attraction_Review-g294009-d19823760-Reviews-Sand_Line_Dunes_Qatar-Doha.html#REVIEWS,"4WD, ATV & Off-Road Tours • Safaris",https://www.tripadvisor.com/Profile/nathantZ7847BY,By,nathantZ7847BY,https://www.tripadvisor.com/ShowUserReviews-g294009-d19823760-r819075562-Sand_Line_Dunes_Qatar-Doha.html,A must do for anyone who enjoys driving and,adventure,,Open now
62,https://www.tripadvisor.com/Attraction_Review-g294009-d3411235-Reviews-Vintage-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/03/34/5e/9d/vintage.jpg?w=500&h=400&s=1,,Vintage,108.,https://www.tripadvisor.com/Attraction_Review-g294009-d3411235-Reviews-Vintage-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
28,https://www.tripadvisor.com/Attraction_Review-g294009-d17527526-Reviews-Best_Tours_in_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/ad/3b/83/caption.jpg?w=500&h=400&s=1,,Best Tours in Qatar,109.,https://www.tripadvisor.com/Attraction_Review-g294009-d17527526-Reviews-Best_Tours_in_Qatar-Doha.html#REVIEWS,"4WD, ATV & Off-Road Tours • Bike Tours",,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g294009-d19945143-Reviews-ShowmeQatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/ae/fc/4f/caption.jpg?w=500&h=400&s=1,,ShowmeQatar,110.,https://www.tripadvisor.com/Attraction_Review-g294009-d19945143-Reviews-ShowmeQatar-Doha.html#REVIEWS,Private Tours • Day Trips,,,,,,,,
63,https://www.tripadvisor.com/Attraction_Review-g294009-d10637492-Reviews-The_Club_at_The_St_Regis-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2b/0b/51/the-club-doha.jpg?w=500&h=400&s=1,,The Club at The St Regis,111.,https://www.tripadvisor.com/Attraction_Review-g294009-d10637492-Reviews-The_Club_at_The_St_Regis-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
48,https://www.tripadvisor.com/Attraction_Review-g294009-d9795644-Reviews-Megapolis_Entertainment_Centre-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/74/05/a3/photo2jpg.jpg?w=500&h=-1&s=1,,Megapolis Entertainment Centre,112.,https://www.tripadvisor.com/Attraction_Review-g294009-d9795644-Reviews-Megapolis_Entertainment_Centre-Doha.html#REVIEWS,Bowling Alleys • Game & Entertainment Centers,https://www.tripadvisor.com/Profile/BANJARANS_LIFESTYLE,By,BANJARANS_LIFESTYLE,https://www.tripadvisor.com/ShowUserReviews-g294009-d9795644-r824331692-Megapolis_Entertainment_Centre-Doha.html,The,virtual reality,was my favorite & it’s a must try.,Open now
19,https://www.tripadvisor.com/Attraction_Review-g294009-d17527533-Reviews-Best_Tours_In_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/f5/fe/12/caption.jpg?w=500&h=400&s=1,,Best Tours In Qatar,113.,https://www.tripadvisor.com/Attraction_Review-g294009-d17527533-Reviews-Best_Tours_In_Qatar-Doha.html#REVIEWS,Day Trips,,,,,,,,
74,https://www.tripadvisor.com/Attraction_Review-g294009-d4833597-Reviews-Jazz_At_Lincoln_Center_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/ba/46/4a/dominic-farinacci-was.jpg?w=500&h=400&s=1,,Jazz At Lincoln Center Doha,114.,https://www.tripadvisor.com/Attraction_Review-g294009-d4833597-Reviews-Jazz_At_Lincoln_Center_Doha-Doha.html#REVIEWS,Theatre & Performances,,,,,,,,
34,https://www.tripadvisor.com/Attraction_Review-g294009-d4164681-Reviews-Habanos-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/3c/0b/9b/a-retreat-into-the-sophisticat.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4d/d3/cc/bec110282.jpg?w=100&h=-1&s=1,Habanos,115.,https://www.tripadvisor.com/Attraction_Review-g294009-d4164681-Reviews-Habanos-Doha.html#REVIEWS,Bars & Clubs • Cigar Bars,https://www.tripadvisor.com/Profile/bec110282,By,bec110282,https://www.tripadvisor.com/ShowUserReviews-g294009-d4164681-r826317618-Habanos-Doha.html,"The team,",Thi,", Laith and Busan will make you feel at home and part of the family.",
31,https://www.tripadvisor.com/Attraction_Review-g294009-d2475535-Reviews-Aqua_Lounge-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/92/ec/c3/aqua-lounge.jpg?w=500&h=-1&s=1,,Aqua Lounge,116.,https://www.tripadvisor.com/Attraction_Review-g294009-d2475535-Reviews-Aqua_Lounge-Doha.html#REVIEWS,Bars & Clubs,https://www.tripadvisor.com/Profile/basskha,By,basskha,https://www.tripadvisor.com/ShowUserReviews-g294009-d2475535-r817522691-Aqua_Lounge-Doha.html,need little improvement with the quality of tobacco only.,shisha,,Open now
19,https://www.tripadvisor.com/Attraction_Review-g294009-d14027271-Reviews-Nomadik_Hub-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d1/5d/53/take-your-first-breath.jpg?w=500&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/45/7f/99/egyptiandiver.jpg?w=100&h=-1&s=1,Nomadik Hub,117.,https://www.tripadvisor.com/Attraction_Review-g294009-d14027271-Reviews-Nomadik_Hub-Doha.html#REVIEWS,Scuba & Snorkelling • Boat Tours,https://www.tripadvisor.com/Profile/Egyptiandiver,By,Egyptiandiver,https://www.tripadvisor.com/ShowUserReviews-g294009-d14027271-r578574552-Nomadik_Hub-Doha.html,The Place is Fully of well educated and professional Instructors and it's fun to,Dive,With as well .,Open now
14,https://www.tripadvisor.com/Attraction_Review-g294009-d19257223-Reviews-Asfary-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/79/92/07/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,Asfary,118.,https://www.tripadvisor.com/Attraction_Review-g294009-d19257223-Reviews-Asfary-Doha.html#REVIEWS,Adrenaline & Extreme Tours • Balloon Rides,https://www.tripadvisor.com/Profile/MickyN35,By,MickyN35,https://www.tripadvisor.com/ShowUserReviews-g294009-d19257223-r781401915-Asfary-Doha.html,We went on the hot air balloon flight this morning andcit was an,amazing experience,.,
30,https://www.tripadvisor.com/Attraction_Review-g294009-d4173455-Reviews-Regatta_Sailing_Academy-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/f3/18/92/regatta-sailing-academy.jpg?w=500&h=400&s=1,,Regatta Sailing Academy,119.,https://www.tripadvisor.com/Attraction_Review-g294009-d4173455-Reviews-Regatta_Sailing_Academy-Doha.html#REVIEWS,Boat Tours,,,,,,,,Open now
22,https://www.tripadvisor.com/Attraction_Review-g294009-d9740235-Reviews-Embrace_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/28/8f/9a/cultural-session-explaining.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Embrace Doha,120.,https://www.tripadvisor.com/Attraction_Review-g294009-d9740235-Reviews-Embrace_Doha-Doha.html#REVIEWS,Cultural Tours • Historical & Heritage Tours,https://www.tripadvisor.com/Profile/697tlg,By,697tlg,https://www.tripadvisor.com/ShowUserReviews-g294009-d9740235-r813135790-Embrace_Doha-Doha.html,They all have a keen enthusiasm to pass on their knowledge on all aspects of,Qatari culture,", always happy to answer a...",Open now
5,,,,,,,1,,4,,,6,,,
14,https://www.tripadvisor.com/Attraction_Review-g294009-d20018319-Reviews-Relax_Thai_Massage-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f8/ad/66/traditional-thai-welcome.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,Relax Thai Massage,121.,https://www.tripadvisor.com/Attraction_Review-g294009-d20018319-Reviews-Relax_Thai_Massage-Doha.html#REVIEWS,Spas,https://www.tripadvisor.com/Profile/Q4657KPalexp,By,Q4657KPalexp,https://www.tripadvisor.com/ShowUserReviews-g294009-d20018319-r775219508-Relax_Thai_Massage-Doha.html,,Amazing experience,,Open now
29,https://www.tripadvisor.com/Attraction_Review-g294009-d10794416-Reviews-The_Escape_Hunt_Experience_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/69/d0/3e/the-record-setters.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/a9/default-avatar-2020-50.jpg?w=100&h=-1&s=1,The Escape Hunt Experience Qatar,122.,https://www.tripadvisor.com/Attraction_Review-g294009-d10794416-Reviews-The_Escape_Hunt_Experience_Qatar-Doha.html#REVIEWS,Escape Games,https://www.tripadvisor.com/Profile/toomya,By,toomya,https://www.tripadvisor.com/ShowUserReviews-g294009-d10794416-r775944572-The_Escape_Hunt_Experience_Qatar-Doha.html,They lent us,clues,anytime we were stuck.,
37,https://www.tripadvisor.com/Attraction_Review-g294009-d7898208-Reviews-Qatar_Day_Tours-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9e/35/34/qatar-day-tours.jpg?w=500&h=400&s=1,,Qatar Day Tours,123.,https://www.tripadvisor.com/Attraction_Review-g294009-d7898208-Reviews-Qatar_Day_Tours-Doha.html#REVIEWS,City Tours • Multi-day Tours,,,,,,,,
55,https://www.tripadvisor.com/Attraction_Review-g294009-d13223425-Reviews-Krossroads_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f4/22/f4/krossroads-is-a-bar-night.jpg?w=500&h=400&s=1,,Krossroads Club,124.,https://www.tripadvisor.com/Attraction_Review-g294009-d13223425-Reviews-Krossroads_Club-Doha.html#REVIEWS,Bars & Clubs,,,,,,,,
39,https://www.tripadvisor.com/Attraction_Review-g294009-d6132658-Reviews-Four_Seasons_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/4f/1e/e0/four-seasons-spa.jpg?w=500&h=400&s=1,,Four Seasons Spa,125.,https://www.tripadvisor.com/Attraction_Review-g294009-d6132658-Reviews-Four_Seasons_Spa-Doha.html#REVIEWS,Spas,,,,,,,,
141,https://www.tripadvisor.com/Attraction_Review-g294009-d1058456-Reviews-Sky_View_Doha-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/7f/0b/e4/skyview.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,Sky View Doha,126.,https://www.tripadvisor.com/Attraction_Review-g294009-d1058456-Reviews-Sky_View_Doha-Doha.html#REVIEWS,Bars & Clubs,https://www.tripadvisor.com/Profile/497vanesak,By,497vanesak,https://www.tripadvisor.com/ShowUserReviews-g294009-d1058456-r790700410-Sky_View_Doha-Doha.html,The food super well presented and awesome staff plus,happy hour,!!,
9,https://www.tripadvisor.com/Attraction_Review-g294009-d23793680-Reviews-21_High_Street-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/97/b5/12/21-high-st-katara-cultural.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/9b/31/44/malaknadym.jpg?w=100&h=-1&s=1,21 High Street,127.,https://www.tripadvisor.com/Attraction_Review-g294009-d23793680-Reviews-21_High_Street-Doha.html#REVIEWS,Department Stores • Coffeehouses,https://www.tripadvisor.com/Profile/MalakNadym,By,MalakNadym,https://www.tripadvisor.com/ShowUserReviews-g294009-d23793680-r821968553-21_High_Street-Doha.html,The Perfect Shopping & Dining Destination in,Qatar,,Open now
19,https://www.tripadvisor.com/Attraction_Review-g294009-d7708859-Reviews-Royal_Thai_Lady_Spa-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/35/e1/86/royal-thai-lady-spa.jpg?w=500&h=400&s=1,,Royal Thai Lady Spa,128.,https://www.tripadvisor.com/Attraction_Review-g294009-d7708859-Reviews-Royal_Thai_Lady_Spa-Doha.html#REVIEWS,Spas,,,,,,,,Open now
58,https://www.tripadvisor.com/Attraction_Review-g294009-d4501722-Reviews-Pearl_Lounge-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ee/ea/8a/pearl-lounge.jpg?w=500&h=400&s=1,,Pearl Lounge,129.,https://www.tripadvisor.com/Attraction_Review-g294009-d4501722-Reviews-Pearl_Lounge-Doha.html#REVIEWS,Bars & Clubs • Dance Clubs & Discos,,,,,,,,
13,https://www.tripadvisor.com/Attraction_Review-g294009-d16843808-Reviews-OceanAir_Travels-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d3/dd/20/caption.jpg?w=500&h=400&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,OceanAir Travels,130.,https://www.tripadvisor.com/Attraction_Review-g294009-d16843808-Reviews-OceanAir_Travels-Doha.html#REVIEWS,"4WD, ATV & Off-Road Tours • Safaris",https://www.tripadvisor.com/Profile/khoinguyen21,By,khoinguyen21,https://www.tripadvisor.com/ShowUserReviews-g294009-d16843808-r702770563-OceanAir_Travels-Doha.html,My,guide,was Mr. Ash and we are very pleased with his service.,
31,https://www.tripadvisor.com/Attraction_Review-g294009-d9754879-Reviews-Adventure_Rooms_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b7/5a/d0/adventure-rooms-qatar.jpg?w=500&h=400&s=1,,Adventure Rooms Qatar,131.,https://www.tripadvisor.com/Attraction_Review-g294009-d9754879-Reviews-Adventure_Rooms_Qatar-Doha.html#REVIEWS,Escape Games,,,,,,,,Open now
28,https://www.tripadvisor.com/Attraction_Review-g294009-d4562973-Reviews-Entalek_Eco_Adventures-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/86/56/11/entalek-eco-adventures.jpg?w=500&h=-1&s=1,,Entalek Eco-Adventures,132.,https://www.tripadvisor.com/Attraction_Review-g294009-d4562973-Reviews-Entalek_Eco_Adventures-Doha.html#REVIEWS,Other Outdoor Activities,,,,,,,,
130,https://www.tripadvisor.com/Attraction_Review-g294009-d735944-Reviews-Doha_Golf_Club-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/2c/37/e5/doha-golf-club.jpg?w=500&h=-1&s=1,,Doha Golf Club,133.,https://www.tripadvisor.com/Attraction_Review-g294009-d735944-Reviews-Doha_Golf_Club-Doha.html#REVIEWS,Golf Courses,,,,,,,,Open now
11,https://www.tripadvisor.com/Attraction_Review-g294009-d17822006-Reviews-Tour_guide_in_Qatar-Doha.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/98/89/02/caption.jpg?w=500&h=400&s=1,,Tour guide in Qatar,134.,https://www.tripadvisor.com/Attraction_Review-g294009-d17822006-Reviews-Tour_guide_in_Qatar-Doha.html#REVIEWS,City Tours • Multi-day Tours,,,,,,,,
