WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 4,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7
18,https://www.tripadvisor.com/Attraction_Review-g190454-d10676234-Reviews-Krapfenwaldlbad_Swimming_Pool-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6f/5b/8e/20160804-101602-largejpg.jpg?w=500&h=400&s=1,Krapfenwaldlbad Swimming Pool,208.,https://www.tripadvisor.com/Attraction_Review-g190454-d10676234-Reviews-Krapfenwaldlbad_Swimming_Pool-Vienna.html#REVIEWS,Bodies of Water • Playgrounds,Döbling,•,Open now,,,,,,,,
88,https://www.tripadvisor.com/Attraction_Review-g190454-d6537730-Reviews-Theseus_Temple-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/4b/eb/40/temple-during-rose-blossom.jpg?w=500&h=-1&s=1,Theseus Temple,209.,https://www.tripadvisor.com/Attraction_Review-g190454-d6537730-Reviews-Theseus_Temple-Vienna.html#REVIEWS,Architectural Buildings,Inner City,,,,,,,,,,
65,https://www.tripadvisor.com/Attraction_Review-g190454-d590803-Reviews-Monument_to_Empress_Elisabeth-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/72/d5/99/caption.jpg?w=500&h=400&s=1,Monument  to Empress Elisabeth,210.,https://www.tripadvisor.com/Attraction_Review-g190454-d590803-Reviews-Monument_to_Empress_Elisabeth-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,,,,,,,,
7,,,,,,1,6,,8,,,,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g190454-d13418065-Reviews-Lower_Belvedere-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b9/6d/e5/beautiful-gardens-and.jpg?w=500&h=-1&s=1,Lower Belvedere,211.,https://www.tripadvisor.com/Attraction_Review-g190454-d13418065-Reviews-Lower_Belvedere-Vienna.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Landstraße,,,https://www.tripadvisor.com/Profile/GroverR,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c0/f9/55/grover-r.jpg?w=100&h=-1&s=1,By,GroverR,https://www.tripadvisor.com/ShowUserReviews-g190454-d13418065-r740717977-Lower_Belvedere-Vienna.html,This is the first,palace,"built by Prince Eugen of Savoy, the great Austrian general who pushed the Turks out of Hungary."
31,https://www.tripadvisor.com/Attraction_Review-g190454-d7312845-Reviews-The_Liechtenstein_Garden_Palace-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1c/1f/45/the-liechtenstein-garden.jpg?w=500&h=400&s=1,The Liechtenstein Garden Palace,212.,https://www.tripadvisor.com/Attraction_Review-g190454-d7312845-Reviews-The_Liechtenstein_Garden_Palace-Vienna.html#REVIEWS,Speciality Museums,Serviten Quarter,,,,,,,,,,
68,https://www.tripadvisor.com/Attraction_Review-g190454-d10352464-Reviews-Chapel_of_St_Virgil-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/7e/93/b8/photo0jpg.jpg?w=500&h=-1&s=1,Chapel of St. Virgil,213.,https://www.tripadvisor.com/Attraction_Review-g190454-d10352464-Reviews-Chapel_of_St_Virgil-Vienna.html#REVIEWS,Historic Sites • Religious Sites,Inner City,•,Open now,,,,,,,,
45,https://www.tripadvisor.com/Attraction_Review-g190454-d245638-Reviews-Vienna_s_English_Theatre-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a0/5b/63/auditorium-vienna-s-english.jpg?w=500&h=400&s=1,Vienna's English Theatre,214.,https://www.tripadvisor.com/Attraction_Review-g190454-d245638-Reviews-Vienna_s_English_Theatre-Vienna.html#REVIEWS,Theaters,Josefstadt,•,Open now,,,,,,,,
47,https://www.tripadvisor.com/Attraction_Review-g190454-d2239216-Reviews-Villon_Wine_Cellars-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/5e/ae/9a/photo0jpg.jpg?w=500&h=-1&s=1,Villon Wine Cellars,215.,https://www.tripadvisor.com/Attraction_Review-g190454-d2239216-Reviews-Villon_Wine_Cellars-Vienna.html#REVIEWS,Wineries & Vineyards,Inner City,•,Open now,,,,,,,,
64,https://www.tripadvisor.com/Attraction_Review-g190454-d245704-Reviews-Ephesos_Museum-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4c/b8/87/in-december-2018-the.jpg?w=500&h=400&s=1,Ephesos Museum,216.,https://www.tripadvisor.com/Attraction_Review-g190454-d245704-Reviews-Ephesos_Museum-Vienna.html#REVIEWS,Art Museums • History Museums,Inner City,•,Open now,,,,,,,,
75,https://www.tripadvisor.com/Attraction_Review-g190454-d319287-Reviews-Die_Burgkapelle_Home_of_the_Vienna_Boys_Choir-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/48/4f/a5/caption.jpg?w=500&h=-1&s=1,Die Burgkapelle (Home of the Vienna Boys' Choir),217.,https://www.tripadvisor.com/Attraction_Review-g190454-d319287-Reviews-Die_Burgkapelle_Home_of_the_Vienna_Boys_Choir-Vienna.html#REVIEWS,Historic Sites • Architectural Buildings,Simmering District,,,,,,,,,,
50,https://www.tripadvisor.com/Attraction_Review-g190454-d7950768-Reviews-Liliputbahn-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/e3/37/c1/caption.jpg?w=500&h=400&s=1,Liliputbahn,218.,https://www.tripadvisor.com/Attraction_Review-g190454-d7950768-Reviews-Liliputbahn-Vienna.html#REVIEWS,Scenic Railroads,Leopoldstadt,,,,,,,,,,
61,https://www.tripadvisor.com/Attraction_Review-g190454-d7003062-Reviews-Falschermuseum_Museum_of_Art_Fakes-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/e2/d0/79/falschermuseum-wien.jpg?w=500&h=-1&s=1,Falschermuseum Museum of Art Fakes,219.,https://www.tripadvisor.com/Attraction_Review-g190454-d7003062-Reviews-Falschermuseum_Museum_of_Art_Fakes-Vienna.html#REVIEWS,Speciality Museums,Weißgerber,,,,,,,,,,
28,https://www.tripadvisor.com/Attraction_Review-g190454-d7597926-Reviews-Kurpark_Oberlaa-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/77/ea/9c/jezirko-je-hned-u-dolniho.jpg?w=500&h=-1&s=1,Kurpark Oberlaa,220.,https://www.tripadvisor.com/Attraction_Review-g190454-d7597926-Reviews-Kurpark_Oberlaa-Vienna.html#REVIEWS,Nature & Wildlife Areas • Parks,Favoriten District,,,,,,,,,,
97,https://www.tripadvisor.com/Attraction_Review-g190454-d3165399-Reviews-Malteserkirche-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/d3/82/89/39.jpg?w=500&h=-1&s=1,Malteserkirche,221.,https://www.tripadvisor.com/Attraction_Review-g190454-d3165399-Reviews-Malteserkirche-Vienna.html#REVIEWS,Churches & Cathedrals,Inner City,•,Open now,,,,,,,,
75,https://www.tripadvisor.com/Attraction_Review-g190454-d194016-Reviews-Theatermuseum-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/08/ef/b0/train-goign-in-front.jpg?w=500&h=400&s=1,Theatermuseum,222.,https://www.tripadvisor.com/Attraction_Review-g190454-d194016-Reviews-Theatermuseum-Vienna.html#REVIEWS,Speciality Museums,Inner City,•,Open now,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g190454-d8592147-Reviews-Palais_Equitable-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/22/3d/1d/il-palazzo-visto-frontalmente.jpg?w=500&h=400&s=1,Palais Equitable,223.,https://www.tripadvisor.com/Attraction_Review-g190454-d8592147-Reviews-Palais_Equitable-Vienna.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Inner City,,,,,,,,,,
37,https://www.tripadvisor.com/Attraction_Review-g190454-d1068833-Reviews-WestLicht_Museum_for_Photography-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/38/97/ce/edward-steichen-in-high.jpg?w=500&h=400&s=1,WestLicht. Museum for Photography,224.,https://www.tripadvisor.com/Attraction_Review-g190454-d1068833-Reviews-WestLicht_Museum_for_Photography-Vienna.html#REVIEWS,Art Galleries • Art Museums,Schottenfeld,•,Open now,,,,,,,,
95,https://www.tripadvisor.com/Attraction_Review-g190454-d3475864-Reviews-Federal_Pathologic_Anatomical_Museum-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/cc/b1/71/the-building.jpg?w=500&h=-1&s=1,Federal Pathologic-Anatomical Museum,225.,https://www.tripadvisor.com/Attraction_Review-g190454-d3475864-Reviews-Federal_Pathologic_Anatomical_Museum-Vienna.html#REVIEWS,Speciality Museums,Alsergrund,,,,,,,,,,
101,https://www.tripadvisor.com/Attraction_Review-g190454-d245766-Reviews-Donner_Brunnen-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/3a/1e/be/schon-ziemlich-nackert.jpg?w=500&h=-1&s=1,Donner Brunnen,226.,https://www.tripadvisor.com/Attraction_Review-g190454-d245766-Reviews-Donner_Brunnen-Vienna.html#REVIEWS,Fountains,Inner City,,,,,,,,,,
39,https://www.tripadvisor.com/Attraction_Review-g190454-d13219834-Reviews-Prinz_Eugen_Statue-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a3/11/fd/prinz-eugen-statue.jpg?w=500&h=-1&s=1,Prinz Eugen Statue,227.,https://www.tripadvisor.com/Attraction_Review-g190454-d13219834-Reviews-Prinz_Eugen_Statue-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,,,,,,,,
29,https://www.tripadvisor.com/Attraction_Review-g190454-d7203873-Reviews-Burg_Leopoldsberg-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/14/af/8c/leopoldsberg.jpg?w=500&h=400&s=1,Burg Leopoldsberg,228.,https://www.tripadvisor.com/Attraction_Review-g190454-d7203873-Reviews-Burg_Leopoldsberg-Vienna.html#REVIEWS,Points of Interest & Landmarks,Döbling,,,,,,,,,,
45,https://www.tripadvisor.com/Attraction_Review-g190454-d9876968-Reviews-Mariahilfer_Kirche-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/58/84/e2/photo3jpg.jpg?w=500&h=400&s=1,Mariahilfer Kirche,229.,https://www.tripadvisor.com/Attraction_Review-g190454-d9876968-Reviews-Mariahilfer_Kirche-Vienna.html#REVIEWS,Churches & Cathedrals,Laimgrube,,,,,,,,,,
71,https://www.tripadvisor.com/Attraction_Review-g190454-d319277-Reviews-Haydnhaus-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/63/b7/d0/museum-pleasant-garden.jpg?w=500&h=-1&s=1,Haydnhaus,230.,https://www.tripadvisor.com/Attraction_Review-g190454-d319277-Reviews-Haydnhaus-Vienna.html#REVIEWS,Historic Sites,Mariahilf,,,,,,,,,,
54,https://www.tripadvisor.com/Attraction_Review-g190454-d246450-Reviews-Collection_of_Old_Musical_Instruments-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4d/27/c6/the-collection-of-historic.jpg?w=500&h=-1&s=1,Collection of Old Musical Instruments,231.,https://www.tripadvisor.com/Attraction_Review-g190454-d246450-Reviews-Collection_of_Old_Musical_Instruments-Vienna.html#REVIEWS,Speciality Museums,Inner City,,,,,,,,,,
77,https://www.tripadvisor.com/Attraction_Review-g190454-d592603-Reviews-Vermahlungsbrunnen_Marriage_Fountain-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/3d/0f/20/sctional-view-of-the.jpg?w=500&h=-1&s=1,Vermahlungsbrunnen (Marriage Fountain),232.,https://www.tripadvisor.com/Attraction_Review-g190454-d592603-Reviews-Vermahlungsbrunnen_Marriage_Fountain-Vienna.html#REVIEWS,Fountains,Inner City,,,,,,,,,,
26,https://www.tripadvisor.com/Attraction_Review-g190454-d4503034-Reviews-Potzleinsdorfer_Schlosspark-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/1f/3e/0f/potzleinsdorfer-schlosspark.jpg?w=500&h=400&s=1,Pötzleinsdorfer Schlosspark,233.,https://www.tripadvisor.com/Attraction_Review-g190454-d4503034-Reviews-Potzleinsdorfer_Schlosspark-Vienna.html#REVIEWS,Parks,Pötzleinsdorf,,,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g190454-d10593658-Reviews-Palais_Ephrussi-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/26/7f/2e/palais-ephrussi.jpg?w=500&h=400&s=1,Palais Ephrussi,234.,https://www.tripadvisor.com/Attraction_Review-g190454-d10593658-Reviews-Palais_Ephrussi-Vienna.html#REVIEWS,Historic Sites,Inner City,,,,,,,,,,
44,https://www.tripadvisor.com/Attraction_Review-g190454-d2201647-Reviews-Hofmusikkapelle-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/cc/e4/9c/hofmusikkapelle.jpg?w=500&h=-1&s=1,Hofmusikkapelle,235.,https://www.tripadvisor.com/Attraction_Review-g190454-d2201647-Reviews-Hofmusikkapelle-Vienna.html#REVIEWS,Speciality Museums,Inner City,,,,,,,,,,
99,https://www.tripadvisor.com/Attraction_Review-g190454-d194156-Reviews-Schubert_Statue-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/67/51/cc/schubert-statue.jpg?w=500&h=400&s=1,Schubert Statue,236.,https://www.tripadvisor.com/Attraction_Review-g190454-d194156-Reviews-Schubert_Statue-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,,,,,,,,
41,https://www.tripadvisor.com/Attraction_Review-g190454-d240963-Reviews-Friedhof_der_Namenlosen-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/b6/d6/a9/friedhof-der-namenlosen1.jpg?w=500&h=400&s=1,Friedhof der Namenlosen,237.,https://www.tripadvisor.com/Attraction_Review-g190454-d240963-Reviews-Friedhof_der_Namenlosen-Vienna.html#REVIEWS,Cemeteries,Simmering District,,,,,,,,,,
45,https://www.tripadvisor.com/Attraction_Review-g190454-d11739381-Reviews-Erzherzog_Karl_Denkmal-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9c/a1/59/erzherzog-karl-denkmal.jpg?w=500&h=-1&s=1,Erzherzog Karl Denkmal,238.,https://www.tripadvisor.com/Attraction_Review-g190454-d11739381-Reviews-Erzherzog_Karl_Denkmal-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,,,,,,,,
83,https://www.tripadvisor.com/Attraction_Review-g190454-d8593515-Reviews-Tourist_Info_Wien-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/97/9c/2a/informacoes.jpg?w=500&h=400&s=1,Tourist Info Wien,239.,https://www.tripadvisor.com/Attraction_Review-g190454-d8593515-Reviews-Tourist_Info_Wien-Vienna.html#REVIEWS,Visitor Centers,Inner City,,,,,,,,,,
42,https://www.tripadvisor.com/Attraction_Review-g190454-d6961078-Reviews-Monument_to_Johann_Andreas_Von_Liebenberg-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/65/38/ce/monument-to-johann-andreas.jpg?w=500&h=-1&s=1,Monument to Johann Andreas Von Liebenberg,240.,https://www.tripadvisor.com/Attraction_Review-g190454-d6961078-Reviews-Monument_to_Johann_Andreas_Von_Liebenberg-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,,,,,,,,
8,,,,,,1,7,,9,,,,,,,,
85,https://www.tripadvisor.com/Attraction_Review-g190454-d2485728-Reviews-Belvedere_21-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/5f/55/ca/belvedere-21.jpg?w=500&h=-1&s=1,Belvedere 21,241.,https://www.tripadvisor.com/Attraction_Review-g190454-d2485728-Reviews-Belvedere_21-Vienna.html#REVIEWS,Speciality Museums,Landstraße,•,Temporarily closed,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g190454-d13873813-Reviews-Kaiser_Franz_II_Monument-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/a3/2a/b2/kaiser-franz-ii-monument.jpg?w=500&h=400&s=1,Kaiser Franz II Monument,242.,https://www.tripadvisor.com/Attraction_Review-g190454-d13873813-Reviews-Kaiser_Franz_II_Monument-Vienna.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Liesing District,,,,,,,,,,
53,https://www.tripadvisor.com/Attraction_Review-g190454-d245626-Reviews-Theater_an_der_Wien-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/22/2d/27/c-peter-m-mayr.jpg?w=500&h=400&s=1,Theater an der Wien,243.,https://www.tripadvisor.com/Attraction_Review-g190454-d245626-Reviews-Theater_an_der_Wien-Vienna.html#REVIEWS,Theaters,Laimgrube,,,https://www.tripadvisor.com/Profile/loubix1809,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,By,loubix1809,https://www.tripadvisor.com/ShowUserReviews-g190454-d245626-r748769982-Theater_an_der_Wien-Vienna.html,"With 2020 being the 250th celebration of Beethoven, I can’t recommend visiting this",theatre,enough.
27,https://www.tripadvisor.com/Attraction_Review-g190454-d10328233-Reviews-MuTh_Konzertsaal_der_Wiener_Sangerknaben-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/67/7e/5d/muth-konzertsaal-der.jpg?w=500&h=400&s=1,MuTh - Konzertsaal der Wiener Sangerknaben,244.,https://www.tripadvisor.com/Attraction_Review-g190454-d10328233-Reviews-MuTh_Konzertsaal_der_Wiener_Sangerknaben-Vienna.html#REVIEWS,Theaters,Leopoldstadt,,,,,,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g190454-d13983155-Reviews-Rathauspark-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/a1/41/ba/pista.jpg?w=500&h=-1&s=1,Rathauspark,245.,https://www.tripadvisor.com/Attraction_Review-g190454-d13983155-Reviews-Rathauspark-Vienna.html#REVIEWS,Parks,Inner City,,,,,,,,,,
59,https://www.tripadvisor.com/Attraction_Review-g190454-d3703009-Reviews-Kirche_am_Hof-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/da/52/4d/kirche-am-hof.jpg?w=500&h=400&s=1,Kirche am Hof,246.,https://www.tripadvisor.com/Attraction_Review-g190454-d3703009-Reviews-Kirche_am_Hof-Vienna.html#REVIEWS,Churches & Cathedrals,Inner City,,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g190454-d8520397-Reviews-Paulanerkirche-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/70/09/16/photo1jpg.jpg?w=500&h=-1&s=1,Paulanerkirche,247.,https://www.tripadvisor.com/Attraction_Review-g190454-d8520397-Reviews-Paulanerkirche-Vienna.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Wieden,,,https://www.tripadvisor.com/Profile/882paull,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,By,882paull,https://www.tripadvisor.com/ShowUserReviews-g190454-d8520397-r646572222-Paulanerkirche-Vienna.html,"Nestled on a corner just outside the ring road, this",church,is well worth a visit.
35,https://www.tripadvisor.com/Attraction_Review-g190454-d11708131-Reviews-Leopoldsbrunnen-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/6f/40/45/fontaine-de-st-leopold.jpg?w=500&h=-1&s=1,Leopoldsbrunnen,248.,https://www.tripadvisor.com/Attraction_Review-g190454-d11708131-Reviews-Leopoldsbrunnen-Vienna.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Inner City,,,,,,,,,,
89,https://www.tripadvisor.com/Attraction_Review-g190454-d207872-Reviews-Mahnmal_gegen_Krieg_und_Faschismus-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/5f/db/1e/mahnmal-gegen-krieg-und.jpg?w=500&h=-1&s=1,Mahnmal gegen Krieg und Faschismus,249.,https://www.tripadvisor.com/Attraction_Review-g190454-d207872-Reviews-Mahnmal_gegen_Krieg_und_Faschismus-Vienna.html#REVIEWS,Monuments & Statues,Inner City,,,https://www.tripadvisor.com/Profile/Tiberiu_Baranyi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7b/bb/79/avatar.jpg?w=100&h=-1&s=1,By,Tiberiu_Baranyi,https://www.tripadvisor.com/ShowUserReviews-g190454-d207872-r752427430-Mahnmal_gegen_Krieg_und_Faschismus-Vienna.html,... the streets with toothbrushes) and the 3rd part represents the end of war and Austria freed from the,Nazi rule,.
31,https://www.tripadvisor.com/Attraction_Review-g190454-d13418183-Reviews-Resselpark-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/c6/41/6b/nice-park.jpg?w=500&h=-1&s=1,Resselpark,250.,https://www.tripadvisor.com/Attraction_Review-g190454-d13418183-Reviews-Resselpark-Vienna.html#REVIEWS,Parks,Wieden,,,https://www.tripadvisor.com/Profile/SaintPat1976,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/6e/63/73/saintpat1976.jpg?w=100&h=-1&s=1,By,SaintPat1976,https://www.tripadvisor.com/ShowUserReviews-g190454-d13418183-r731346088-Resselpark-Vienna.html,Easily accessible from,Karlsplatz,underground station.
22,https://www.tripadvisor.com/Attraction_Review-g190454-d319333-Reviews-Church_of_the_Piarist_Order_Piaristenkirche-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ea/ee/97/20180415-120515-largejpg.jpg?w=500&h=400&s=1,Church of the Piarist Order (Piaristenkirche),251.,https://www.tripadvisor.com/Attraction_Review-g190454-d319333-Reviews-Church_of_the_Piarist_Order_Piaristenkirche-Vienna.html#REVIEWS,Architectural Buildings • Religious Sites,Josefstadt,,,,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g190454-d245375-Reviews-Deutschordenskloster_Sala_Terrena-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/75/41/01/sala-terrena-1.jpg?w=500&h=-1&s=1,Deutschordenskloster 'Sala Terrena',252.,https://www.tripadvisor.com/Attraction_Review-g190454-d245375-Reviews-Deutschordenskloster_Sala_Terrena-Vienna.html#REVIEWS,Theaters,Inner City,,,,,,,,,,
19,https://www.tripadvisor.com/Attraction_Review-g190454-d12967527-Reviews-Dom_Museum_Wien-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/f4/4f/64/dom-museum-wien-at-stephanspla.jpg?w=500&h=400&s=1,Dom Museum Wien,253.,https://www.tripadvisor.com/Attraction_Review-g190454-d12967527-Reviews-Dom_Museum_Wien-Vienna.html#REVIEWS,Speciality Museums • Art Museums,Inner City,•,Open now,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g190454-d11873003-Reviews-Rochusmarkt-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/0e/31/32/rochusmarkt.jpg?w=500&h=400&s=1,Rochusmarkt,254.,https://www.tripadvisor.com/Attraction_Review-g190454-d11873003-Reviews-Rochusmarkt-Vienna.html#REVIEWS,Flea & Street Markets,Weißgerber,,,,,,,,,,
26,https://www.tripadvisor.com/Attraction_Review-g190454-d10760303-Reviews-Palais_Lichtenstein-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/bd/d5/1c/photo0jpg.jpg?w=500&h=-1&s=1,Palais Lichtenstein,255.,https://www.tripadvisor.com/Attraction_Review-g190454-d10760303-Reviews-Palais_Lichtenstein-Vienna.html#REVIEWS,Parks • Gardens,Serviten Quarter,,,,,,,,,,
36,https://www.tripadvisor.com/Attraction_Review-g190454-d246419-Reviews-Josephinum-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/55/49/9f/josephinum-collections.jpg?w=500&h=400&s=1,Josephinum,256.,https://www.tripadvisor.com/Attraction_Review-g190454-d246419-Reviews-Josephinum-Vienna.html#REVIEWS,Speciality Museums,Alsergrund,,,,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g190454-d14988532-Reviews-Neptunbrunnen-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/0e/5b/a5/neptunbrunnen.jpg?w=500&h=400&s=1,Neptunbrunnen,257.,https://www.tripadvisor.com/Attraction_Review-g190454-d14988532-Reviews-Neptunbrunnen-Vienna.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Schönbrunn,,,https://www.tripadvisor.com/Profile/Rabih-SOUAID,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/63/65/a2/avatar.jpg?w=100&h=-1&s=1,By,Rabih-SOUAID,https://www.tripadvisor.com/ShowUserReviews-g190454-d14988532-r648521787-Neptunbrunnen-Vienna.html,Neptune's,Fountain,is a monumental piece of architecture but it also helps make the castle garden very pleasant on ho...
73,https://www.tripadvisor.com/Attraction_Review-g190454-d240979-Reviews-Lugner_City-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/6a/82/52/inside.jpg?w=500&h=400&s=1,Lugner City,258.,https://www.tripadvisor.com/Attraction_Review-g190454-d240979-Reviews-Lugner_City-Vienna.html#REVIEWS,Shopping Malls,Fünfhaus,,,,,,,,,,
41,https://www.tripadvisor.com/Attraction_Review-g190454-d10377935-Reviews-Privy_Garden_Kronprinzengarten_de_Schonbrunn-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/51/64/0a/kronprinzengarten-de.jpg?w=500&h=400&s=1,Privy Garden / Kronprinzengarten de Schönbrunn,259.,https://www.tripadvisor.com/Attraction_Review-g190454-d10377935-Reviews-Privy_Garden_Kronprinzengarten_de_Schonbrunn-Vienna.html#REVIEWS,Parks • Gardens,Schönbrunn,,,,,,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g190454-d10448189-Reviews-Pfarre_St_Elisabeth-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/70/17/84/photo0jpg.jpg?w=500&h=400&s=1,Pfarre St. Elisabeth,260.,https://www.tripadvisor.com/Attraction_Review-g190454-d10448189-Reviews-Pfarre_St_Elisabeth-Vienna.html#REVIEWS,Churches & Cathedrals,Wieden,,,,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g190454-d12099134-Reviews-Elefant-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/33/53/18/the-elephant-statue-of.jpg?w=500&h=-1&s=1,Elefant,261.,https://www.tripadvisor.com/Attraction_Review-g190454-d12099134-Reviews-Elefant-Vienna.html#REVIEWS,Monuments & Statues,Inner City,•,Open now,,,,,,,,
15,https://www.tripadvisor.com/Attraction_Review-g190454-d12856087-Reviews-Servitenkirche-Vienna.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/81/6e/fe/very-beautiful-and-historic.jpg?w=500&h=400&s=1,Servitenkirche,262.,https://www.tripadvisor.com/Attraction_Review-g190454-d12856087-Reviews-Servitenkirche-Vienna.html#REVIEWS,Points of Interest & Landmarks • Churches & Cathedrals,Serviten Quarter,,,,,,,,,,
