WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7,TCGml,WlYyy 8
79,https://www.tripadvisor.com/Attraction_Review-g189400-d19309950-Reviews-Basil_Elise_Goulandris_Foundation-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/86/a7/37/the-basil-elise-goulandris.jpg?w=500&h=400&s=1,Basil & Elise Goulandris Foundation,99.,https://www.tripadvisor.com/Attraction_Review-g189400-d19309950-Reviews-Basil_Elise_Goulandris_Foundation-Athens_Attica.html#REVIEWS,Art Museums,Pangrati,https://www.tripadvisor.com/Profile/363maryg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,By,363maryg,https://www.tripadvisor.com/ShowUserReviews-g189400-d19309950-r739660838-Basil_Elise_Goulandris_Foundation-Athens_Attica.html,"The works of art date from the late 19th to the 20th c., Highlights being works by Piacasso, Miro, Degas,",Van Gogh,", G...",•,Open now
36,https://www.tripadvisor.com/Attraction_Review-g189400-d12803388-Reviews-Lake_Beletsi-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/79/a1/eb/enjoy-a-magical-entourage.jpg?w=500&h=400&s=1,Lake Beletsi,100.,https://www.tripadvisor.com/Attraction_Review-g189400-d12803388-Reviews-Lake_Beletsi-Athens_Attica.html#REVIEWS,Bodies of Water,,,,,,,,,,,
32,https://www.tripadvisor.com/Attraction_Review-g189400-d16883241-Reviews-Fimonoi_Theater-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/bc/b4/6d/1rst-performance.jpg?w=500&h=400&s=1,Fimonoi Theater,101.,https://www.tripadvisor.com/Attraction_Review-g189400-d16883241-Reviews-Fimonoi_Theater-Athens_Attica.html#REVIEWS,Theaters,Metaxourgio,,,,,,,,,,
105,https://www.tripadvisor.com/Attraction_Review-g189400-d2432301-Reviews-Kotzia_Square-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b4/54/72/20160217-181403-largejpg.jpg?w=500&h=400&s=1,Kotzia Square,102.,https://www.tripadvisor.com/Attraction_Review-g189400-d2432301-Reviews-Kotzia_Square-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,Omonia,,,,,,,,,,
29,https://www.tripadvisor.com/Attraction_Review-g189400-d241084-Reviews-Beach_Club_Alimos-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/8c/26/53/eot-beach-club-alimos.jpg?w=500&h=-1&s=1,Beach Club Alimos,103.,https://www.tripadvisor.com/Attraction_Review-g189400-d241084-Reviews-Beach_Club_Alimos-Athens_Attica.html#REVIEWS,Beaches,,,,,,,,,,,
89,https://www.tripadvisor.com/Attraction_Review-g189400-d198761-Reviews-Church_of_the_Holy_Apostles-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1b/59/86/church-of-the-holy-apostles.jpg?w=500&h=400&s=1,Church of the Holy Apostles,104.,https://www.tripadvisor.com/Attraction_Review-g189400-d198761-Reviews-Church_of_the_Holy_Apostles-Athens_Attica.html#REVIEWS,Religious Sites,,,,,,,,,,,
45,https://www.tripadvisor.com/Attraction_Review-g189400-d6765437-Reviews-Plato_s_Academy_Park-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/0f/01/06/plato-s-academy-park.jpg?w=500&h=-1&s=1,Plato's Academy Park,105.,https://www.tripadvisor.com/Attraction_Review-g189400-d6765437-Reviews-Plato_s_Academy_Park-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks,Akadimia Platonos,,,,,,,,,,
90,https://www.tripadvisor.com/Attraction_Review-g189400-d8120745-Reviews-Pandora_Art_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8c/9d/30/christakis-krisikos-igli.jpg?w=500&h=400&s=1,Pandora Art Gallery,106.,https://www.tripadvisor.com/Attraction_Review-g189400-d8120745-Reviews-Pandora_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries • Art Museums,Plaka,,,,,,,,,•,Open now
36,https://www.tripadvisor.com/Attraction_Review-g189400-d10413629-Reviews-Ekklisia_Agia_Dinami-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/62/2e/27/incrustada-en-columnas.jpg?w=500&h=400&s=1,Ekklisia Agia Dinami,107.,https://www.tripadvisor.com/Attraction_Review-g189400-d10413629-Reviews-Ekklisia_Agia_Dinami-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Syntagma,https://www.tripadvisor.com/Profile/ANGELOV230,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,By,ANGELOV230,https://www.tripadvisor.com/ShowUserReviews-g189400-d10413629-r580148902-Ekklisia_Agia_Dinami-Athens_Attica.html,"The person in charge is very kind, and she explained the history of the",church,to me (in French - I'm lucky I can und...,,
32,https://www.tripadvisor.com/Attraction_Review-g189400-d3319962-Reviews-Onassis_Stegi-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/af/f2/7f/photo-ioanna-chatziandreou.jpg?w=500&h=400&s=1,Onassis Stegi,108.,https://www.tripadvisor.com/Attraction_Review-g189400-d3319962-Reviews-Onassis_Stegi-Athens_Attica.html#REVIEWS,Convention Centers,Neos Kosmos,,,,,,,,,•,Open now
91,https://www.tripadvisor.com/Attraction_Review-g189400-d607262-Reviews-Olympia_Theater-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1e/03/19/9e/olympia-theater-on-summer.jpg?w=500&h=400&s=1,Olympia Theater,109.,https://www.tripadvisor.com/Attraction_Review-g189400-d607262-Reviews-Olympia_Theater-Athens_Attica.html#REVIEWS,Theaters,Kallimarmaro,,,,,,,,,,
25,https://www.tripadvisor.com/Attraction_Review-g189400-d17425329-Reviews-Strange_Brew_Taproom_Bottleshop-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/64/98/da/getlstd-property-photo.jpg?w=500&h=400&s=1,Strange Brew Taproom & Bottleshop,110.,https://www.tripadvisor.com/Attraction_Review-g189400-d17425329-Reviews-Strange_Brew_Taproom_Bottleshop-Athens_Attica.html#REVIEWS,Breweries,Koukaki,https://www.tripadvisor.com/Profile/JinYangon,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/ae/2f/49/jerome002.jpg?w=100&h=-1&s=1,By,JinYangon,https://www.tripadvisor.com/ShowUserReviews-g189400-d17425329-r712671109-Strange_Brew_Taproom_Bottleshop-Athens_Attica.html,room,Great tap,,,
46,https://www.tripadvisor.com/Attraction_Review-g189400-d198934-Reviews-National_Gallery_Alexandros_Soutzos_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/b0/94/f3/photo9jpg.jpg?w=500&h=400&s=1,National Gallery - Alexandros Soutzos Museum,111.,https://www.tripadvisor.com/Attraction_Review-g189400-d198934-Reviews-National_Gallery_Alexandros_Soutzos_Museum-Athens_Attica.html#REVIEWS,Art Museums,Pangrati,,,,,,,,,•,Open now
36,https://www.tripadvisor.com/Attraction_Review-g189400-d3572034-Reviews-Frissiras_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9e/1b/8f/caption.jpg?w=500&h=-1&s=1,Frissiras Museum,112.,https://www.tripadvisor.com/Attraction_Review-g189400-d3572034-Reviews-Frissiras_Museum-Athens_Attica.html#REVIEWS,Art Museums,Plaka,,,,,,,,,•,Temporarily closed
82,https://www.tripadvisor.com/Attraction_Review-g189400-d504746-Reviews-Pireos_Street-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/11/4f/f1/pireos-street.jpg?w=500&h=-1&s=1,Pireos Street,113.,https://www.tripadvisor.com/Attraction_Review-g189400-d504746-Reviews-Pireos_Street-Athens_Attica.html#REVIEWS,Neighborhoods • Points of Interest & Landmarks,,,,,,,,,,,
44,https://www.tripadvisor.com/Attraction_Review-g189400-d566826-Reviews-Museum_of_the_History_of_Athens_University-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/ed/68/10/museum-of-the-history.jpg?w=500&h=400&s=1,Museum of the History of Athens University,114.,https://www.tripadvisor.com/Attraction_Review-g189400-d566826-Reviews-Museum_of_the_History_of_Athens_University-Athens_Attica.html#REVIEWS,History Museums,Plaka,,,,,,,,,•,Temporarily closed
16,https://www.tripadvisor.com/Attraction_Review-g189400-d531645-Reviews-Athinais-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7d/1b/cd/giannis-zouganelis.jpg?w=500&h=400&s=1,Athinais,115.,https://www.tripadvisor.com/Attraction_Review-g189400-d531645-Reviews-Athinais-Athens_Attica.html#REVIEWS,Civic Centres • Convention Centers,Metaxourgio,,,,,,,,,,
29,https://www.tripadvisor.com/Attraction_Review-g189400-d8021532-Reviews-Athens_Tourist_Information_Centre-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/13/23/a0/athens-tourist-information.jpg?w=500&h=-1&s=1,Athens Tourist Information Centre,116.,https://www.tripadvisor.com/Attraction_Review-g189400-d8021532-Reviews-Athens_Tourist_Information_Centre-Athens_Attica.html#REVIEWS,Visitor Centers,Thissio / Makriyanni,,,,,,,,,,
24,https://www.tripadvisor.com/Attraction_Review-g189400-d15076273-Reviews-Keramikos_Archaeological_Site-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/75/30/26/photo1jpg.jpg?w=500&h=-1&s=1,Keramikos Archaeological Site,117.,https://www.tripadvisor.com/Attraction_Review-g189400-d15076273-Reviews-Keramikos_Archaeological_Site-Athens_Attica.html#REVIEWS,Historic Sites,Psirri / Gazi,https://www.tripadvisor.com/Profile/permia,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/97/ed/67/permia.jpg?w=100&h=-1&s=1,By,permia,https://www.tripadvisor.com/ShowUserReviews-g189400-d15076273-r782931656-Keramikos_Archaeological_Site-Athens_Attica.html,A very good,Museum,displays many of the original artefacts excavated down the decades.,,
31,https://www.tripadvisor.com/Attraction_Review-g189400-d8123913-Reviews-St_Sophia_s_Church_of_Acropolis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fc/87/c7/st-sophia-s-church-of.jpg?w=500&h=-1&s=1,St. Sophia’s Church of Acropolis,118.,https://www.tripadvisor.com/Attraction_Review-g189400-d8123913-Reviews-St_Sophia_s_Church_of_Acropolis-Athens_Attica.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Thissio / Makriyanni,,,,,,,,,,
35,https://www.tripadvisor.com/Attraction_Review-g189400-d3572490-Reviews-Ioannidou_Art_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/ac/7e/73/ioannidou-art-gallery.jpg?w=500&h=-1&s=1,Ioannidou Art Gallery,119.,https://www.tripadvisor.com/Attraction_Review-g189400-d3572490-Reviews-Ioannidou_Art_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Plaka,,,,,,,,,•,Open now
41,https://www.tripadvisor.com/Attraction_Review-g189400-d3695351-Reviews-Sotira_Lykodimou_Church_Russian_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fc/56/cd/sotira-lykodimou-church.jpg?w=500&h=-1&s=1,Sotira Lykodimou Church (Russian Church),120.,https://www.tripadvisor.com/Attraction_Review-g189400-d3695351-Reviews-Sotira_Lykodimou_Church_Russian_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Syntagma,,,,,,,,,,
4,,,,,,1,3,,,,,,,,,,
41,https://www.tripadvisor.com/Attraction_Review-g189400-d3695351-Reviews-Sotira_Lykodimou_Church_Russian_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fc/56/cd/sotira-lykodimou-church.jpg?w=500&h=-1&s=1,Sotira Lykodimou Church (Russian Church),120.,https://www.tripadvisor.com/Attraction_Review-g189400-d3695351-Reviews-Sotira_Lykodimou_Church_Russian_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Syntagma,,,,,,,,,,
5,,,,,,1,4,,,,,,,,,,
11,https://www.tripadvisor.com/Attraction_Review-g189400-d8820409-Reviews-Athens_and_Epidaurus_Festival-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/be/0b/25/athens-and-epidaurus.jpg?w=400&h=-1&s=1,Athens and Epidaurus Festival,121.,https://www.tripadvisor.com/Attraction_Review-g189400-d8820409-Reviews-Athens_and_Epidaurus_Festival-Athens_Attica.html#REVIEWS,Music Festivals,Thissio / Makriyanni,,,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g189400-d12295887-Reviews-Kolokotroni_Statue-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/95/3f/9a/statue-of-kolokotroni.jpg?w=500&h=-1&s=1,Kolokotroni Statue,122.,https://www.tripadvisor.com/Attraction_Review-g189400-d12295887-Reviews-Kolokotroni_Statue-Athens_Attica.html#REVIEWS,Monuments & Statues,,https://www.tripadvisor.com/Profile/christosorl,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4a/c4/1a/caption.jpg?w=100&h=-1&s=1,By,christosorl,https://www.tripadvisor.com/ShowUserReviews-g189400-d12295887-r584703605-Kolokotroni_Statue-Athens_Attica.html,One of the Greatest,Greek,!,,
71,https://www.tripadvisor.com/Attraction_Review-g189400-d10767810-Reviews-TrainOSE_Athens_Suburban_Railway-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/03/e6/cf/trainose-athens-suburban.jpg?w=500&h=-1&s=1,TrainOSE - Athens Suburban Railway,123.,https://www.tripadvisor.com/Attraction_Review-g189400-d10767810-Reviews-TrainOSE_Athens_Suburban_Railway-Athens_Attica.html#REVIEWS,Public Transportation Systems,Vathi,,,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189400-d7953031-Reviews-Agios_Dionysios_Areopagitis_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/36/61/eb/caption.jpg?w=500&h=400&s=1,Agios Dionysios Areopagitis Church,124.,https://www.tripadvisor.com/Attraction_Review-g189400-d7953031-Reviews-Agios_Dionysios_Areopagitis_Church-Athens_Attica.html#REVIEWS,Religious Sites,Kolonaki / Lykavittos,,,,,,,,,,
54,https://www.tripadvisor.com/Attraction_Review-g189400-d198760-Reviews-Panathenaic_Way-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/2a/f9/5b/panathenaic-way.jpg?w=500&h=400&s=1,Panathenaic Way,125.,https://www.tripadvisor.com/Attraction_Review-g189400-d198760-Reviews-Panathenaic_Way-Athens_Attica.html#REVIEWS,Historic Walking Areas,Thissio / Makriyanni,,,,,,,,,,
14,https://www.tripadvisor.com/Attraction_Review-g189400-d10336639-Reviews-Ekklisia_Agios_Nikolaos_Ragkava-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/84/a8/56/ekklisia-agios-nikolaos.jpg?w=500&h=-1&s=1,Ekklisia Agios Nikolaos Ragkava,126.,https://www.tripadvisor.com/Attraction_Review-g189400-d10336639-Reviews-Ekklisia_Agios_Nikolaos_Ragkava-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Anafiotika,,,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g189400-d2662540-Reviews-B_M_Theocharakis_Foundation-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/96/61/0a/filename-071016-113-jpg.jpg?w=500&h=400&s=1,B. & M. Theocharakis Foundation,127.,https://www.tripadvisor.com/Attraction_Review-g189400-d2662540-Reviews-B_M_Theocharakis_Foundation-Athens_Attica.html#REVIEWS,Speciality Museums,Kolonaki,,,,,,,,,,
23,https://www.tripadvisor.com/Attraction_Review-g189400-d8517802-Reviews-The_Bathhouse_of_the_Winds-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/32/a2/ce/caption.jpg?w=500&h=-1&s=1,The Bathhouse of the Winds,128.,https://www.tripadvisor.com/Attraction_Review-g189400-d8517802-Reviews-The_Bathhouse_of_the_Winds-Athens_Attica.html#REVIEWS,History Museums,Plaka,,,,,,,,,•,Open now
38,https://www.tripadvisor.com/Attraction_Review-g189400-d2307236-Reviews-Municipal_Art_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/01/a3/4d/municipal-art-gallery.jpg?w=500&h=-1&s=1,Municipal Art Gallery,129.,https://www.tripadvisor.com/Attraction_Review-g189400-d2307236-Reviews-Municipal_Art_Gallery-Athens_Attica.html#REVIEWS,Art Museums,Metaxourgio,,,,,,,,,•,Temporarily closed
6,https://www.tripadvisor.com/Attraction_Review-g189400-d12706357-Reviews-Laiki_Farmer_s_Market-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/1b/ce/ae/la-via-col-mercato.jpg?w=500&h=-1&s=1,Laiki Farmer's Market,130.,https://www.tripadvisor.com/Attraction_Review-g189400-d12706357-Reviews-Laiki_Farmer_s_Market-Athens_Attica.html#REVIEWS,Farmers Markets,Exarchia,,,,,,,,,,
12,https://www.tripadvisor.com/Attraction_Review-g189400-d2663191-Reviews-Emotions_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/f9/2e/ce/caption.jpg?w=500&h=-1&s=1,Emotions Museum,131.,https://www.tripadvisor.com/Attraction_Review-g189400-d2663191-Reviews-Emotions_Museum-Athens_Attica.html#REVIEWS,Speciality Museums • Children's Museums,Thissio / Makriyanni,,,,,,,,,•,Temporarily closed
24,https://www.tripadvisor.com/Attraction_Review-g189400-d8745120-Reviews-Church_of_Metamorphosis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/ac/f1/e7/church-of-metamorphosis.jpg?w=500&h=-1&s=1,Church of Metamorphosis,132.,https://www.tripadvisor.com/Attraction_Review-g189400-d8745120-Reviews-Church_of_Metamorphosis-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Plaka,,,,,,,,,,
42,https://www.tripadvisor.com/Attraction_Review-g189400-d242818-Reviews-Greek_Folk_Art_Museum_Museo_Ellinikis_Laikis_Technis-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/0c/20/5d/beautiful-greek-costumes.jpg?w=500&h=-1&s=1,Greek Folk Art Museum (Museo Ellinikis Laikis Technis),133.,https://www.tripadvisor.com/Attraction_Review-g189400-d242818-Reviews-Greek_Folk_Art_Museum_Museo_Ellinikis_Laikis_Technis-Athens_Attica.html#REVIEWS,Art Museums,Plaka,,,,,,,,,,
21,https://www.tripadvisor.com/Attraction_Review-g189400-d13543453-Reviews-Statue_of_Lord_Byron-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/9b/1e/ea/caption.jpg?w=500&h=400&s=1,Statue of Lord Byron,134.,https://www.tripadvisor.com/Attraction_Review-g189400-d13543453-Reviews-Statue_of_Lord_Byron-Athens_Attica.html#REVIEWS,Monuments & Statues,Zappeion,,,,,,,,,,
20,https://www.tripadvisor.com/Attraction_Review-g189400-d13002047-Reviews-Ancient_Bath-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/36/2b/82/ancient-bath.jpg?w=500&h=400&s=1,Ancient Bath,135.,https://www.tripadvisor.com/Attraction_Review-g189400-d13002047-Reviews-Ancient_Bath-Athens_Attica.html#REVIEWS,Ancient Ruins • Points of Interest & Landmarks,Zappeion,,,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g189400-d10780532-Reviews-Porto_Rafti_Beach-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f7/cb/18/caption.jpg?w=500&h=-1&s=1,Porto Rafti Beach,136.,https://www.tripadvisor.com/Attraction_Review-g189400-d10780532-Reviews-Porto_Rafti_Beach-Athens_Attica.html#REVIEWS,Beaches,,,,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g189400-d6637927-Reviews-Kilo_Shop_Greece-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/45/f1/e1/kilo-shop-athens.jpg?w=500&h=400&s=1,Kilo-Shop Greece,137.,https://www.tripadvisor.com/Attraction_Review-g189400-d6637927-Reviews-Kilo_Shop_Greece-Athens_Attica.html#REVIEWS,Antique Shops,Psirri / Gazi,,,,,,,,,•,Open now
39,https://www.tripadvisor.com/Attraction_Review-g189400-d18186550-Reviews-Monastraki_Flea_Market-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/1a/09/fb/nostalgic.jpg?w=500&h=-1&s=1,Monastraki Flea Market,138.,https://www.tripadvisor.com/Attraction_Review-g189400-d18186550-Reviews-Monastraki_Flea_Market-Athens_Attica.html#REVIEWS,Flea & Street Markets,Monastiraki,,,,,,,,,,
30,https://www.tripadvisor.com/Attraction_Review-g189400-d242831-Reviews-Museum_of_Pavlos_and_Alexandra_Kanellopoulos-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/e0/49/f9/kanellopoulos-museum.jpg?w=500&h=-1&s=1,Museum of Pavlos and Alexandra Kanellopoulos,139.,https://www.tripadvisor.com/Attraction_Review-g189400-d242831-Reviews-Museum_of_Pavlos_and_Alexandra_Kanellopoulos-Athens_Attica.html#REVIEWS,Speciality Museums,Plaka,,,,,,,,,,
5,https://www.tripadvisor.com/Attraction_Review-g189400-d8820343-Reviews-Rockwave_Festival-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/5b/58/25/rockwave-festival.jpg?w=500&h=-1&s=1,Rockwave Festival,140.,https://www.tripadvisor.com/Attraction_Review-g189400-d8820343-Reviews-Rockwave_Festival-Athens_Attica.html#REVIEWS,Music Festivals,,,,,,,,,,,
24,https://www.tripadvisor.com/Attraction_Review-g189400-d3672316-Reviews-Epigraphic_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ca/f5/c1/epigraphic-museum.jpg?w=500&h=-1&s=1,Epigraphic Museum,141.,https://www.tripadvisor.com/Attraction_Review-g189400-d3672316-Reviews-Epigraphic_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Exarchia,,,,,,,,,•,Temporarily closed
16,https://www.tripadvisor.com/Attraction_Review-g189400-d10100347-Reviews-St_Marina_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6c/e1/2e/chiesa-di-santa-marina.jpg?w=500&h=400&s=1,St. Marina Church,142.,https://www.tripadvisor.com/Attraction_Review-g189400-d10100347-Reviews-St_Marina_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Thissio / Makriyanni,,,,,,,,,,
7,https://www.tripadvisor.com/Attraction_Review-g189400-d12064219-Reviews-Piraeus_117_Academy-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/91/41/68/piraeus-117-academy.jpg?w=500&h=400&s=1,Piraeus 117 Academy,143.,https://www.tripadvisor.com/Attraction_Review-g189400-d12064219-Reviews-Piraeus_117_Academy-Athens_Attica.html#REVIEWS,Theaters,,,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g189400-d11804223-Reviews-Agioi_Theodoroi_Church-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/94/80/44/caption.jpg?w=500&h=-1&s=1,Agioi Theodoroi Church,144.,https://www.tripadvisor.com/Attraction_Review-g189400-d11804223-Reviews-Agioi_Theodoroi_Church-Athens_Attica.html#REVIEWS,Churches & Cathedrals,,,,,,,,,,,
18,https://www.tripadvisor.com/Attraction_Review-g189400-d10494284-Reviews-National_Theatre_of_Greece-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/5f/d3/e3/caption.jpg?w=500&h=400&s=1,National Theatre of Greece,145.,https://www.tripadvisor.com/Attraction_Review-g189400-d10494284-Reviews-National_Theatre_of_Greece-Athens_Attica.html#REVIEWS,Theaters,Omonia,,,,,,,,,,
16,https://www.tripadvisor.com/Attraction_Review-g189400-d12526401-Reviews-Athens_Gallery-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9f/fb/00/the-gallery-displays.jpg?w=500&h=-1&s=1,Athens Gallery,146.,https://www.tripadvisor.com/Attraction_Review-g189400-d12526401-Reviews-Athens_Gallery-Athens_Attica.html#REVIEWS,Art Galleries,Plaka,https://www.tripadvisor.com/Profile/Rojazaghi,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/71/f0/37/rojazaghi.jpg?w=100&h=-1&s=1,By,Rojazaghi,https://www.tripadvisor.com/ShowUserReviews-g189400-d12526401-r777930677-Athens_Gallery-Athens_Attica.html,We received the,paintings,in an immaculate package on time to the UK.,,
33,https://www.tripadvisor.com/Attraction_Review-g189400-d198948-Reviews-Avysinias_Square-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/2b/3d/9a/as-9.jpg?w=500&h=-1&s=1,Avysinias Square,147.,https://www.tripadvisor.com/Attraction_Review-g189400-d198948-Reviews-Avysinias_Square-Athens_Attica.html#REVIEWS,Points of Interest & Landmarks • Flea & Street Markets,Monastiraki,,,,,,,,,,
9,https://www.tripadvisor.com/Attraction_Review-g189400-d12447446-Reviews-Agia_Fotini_Ilissos-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/01/ad/02/agia-fotini-ilissos.jpg?w=500&h=-1&s=1,Agia Fotini Ilissos,148.,https://www.tripadvisor.com/Attraction_Review-g189400-d12447446-Reviews-Agia_Fotini_Ilissos-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Zappeion,,,,,,,,,,
22,https://www.tripadvisor.com/Attraction_Review-g189400-d4885650-Reviews-Pedion_Tou_Areos_Park-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b4/41/3a/photo0jpg.jpg?w=500&h=400&s=1,Pedion Tou Areos Park,149.,https://www.tripadvisor.com/Attraction_Review-g189400-d4885650-Reviews-Pedion_Tou_Areos_Park-Athens_Attica.html#REVIEWS,Amusement & Theme Parks,Pedion Areos,,,,,,,,,,
9,https://www.tripadvisor.com/Attraction_Review-g189400-d2662543-Reviews-Exile_Museum-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/5e/95/e6/exile-or-macronessos.jpg?w=500&h=-1&s=1,Exile Museum,150.,https://www.tripadvisor.com/Attraction_Review-g189400-d2662543-Reviews-Exile_Museum-Athens_Attica.html#REVIEWS,Speciality Museums,Psirri / Gazi,,,,,,,,,•,Temporarily closed
6,,,,,,1,5,,,,,,,,,,
17,https://www.tripadvisor.com/Attraction_Review-g189400-d13800034-Reviews-Church_of_Apostle_Philippe-Athens_Attica.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/e0/4b/eb/eglise-saint-philippe.jpg?w=500&h=-1&s=1,Church of Apostle Philippe,151.,https://www.tripadvisor.com/Attraction_Review-g189400-d13800034-Reviews-Church_of_Apostle_Philippe-Athens_Attica.html#REVIEWS,Churches & Cathedrals,Monastiraki,,,,,,,,,,
