WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href,WlYyy 2,WlYyy 3
3,https://www.tripadvisor.com/Attraction_Review-g187497-d13962782-Reviews-Jardins_Munoz_Ramonet-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/85/d9/2b/serenita-del-luogo.jpg?w=500&h=-1&s=1,Jardins Munoz Ramonet,398.,https://www.tripadvisor.com/Attraction_Review-g187497-d13962782-Reviews-Jardins_Munoz_Ramonet-Barcelona_Catalonia.html#REVIEWS,Gardens,Sant Gervasi-Galvany
10,https://www.tripadvisor.com/Attraction_Review-g187497-d8630465-Reviews-El_Parque_de_Sant_Marti-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/70/74/8c/parc-de-sant-marti.jpg?w=500&h=400&s=1,El Parque de Sant Marti,399.,https://www.tripadvisor.com/Attraction_Review-g187497-d8630465-Reviews-El_Parque_de_Sant_Marti-Barcelona_Catalonia.html#REVIEWS,Parks • Gardens,Sant Martí
10,https://www.tripadvisor.com/Attraction_Review-g187497-d11932627-Reviews-Monument_to_Joan_Guell_i_Ferrer-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7d/af/47/monument-to-joan-guell.jpg?w=500&h=400&s=1,Monument to Joan Güell i Ferrer,400.,https://www.tripadvisor.com/Attraction_Review-g187497-d11932627-Reviews-Monument_to_Joan_Guell_i_Ferrer-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
15,https://www.tripadvisor.com/Attraction_Review-g187497-d4093062-Reviews-Auditorio_de_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/a8/86/54/auditorio-de-barcelona.jpg?w=500&h=-1&s=1,Auditorio de Barcelona,401.,https://www.tripadvisor.com/Attraction_Review-g187497-d4093062-Reviews-Auditorio_de_Barcelona-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Eixample
23,https://www.tripadvisor.com/Attraction_Review-g187497-d9750762-Reviews-Monumento_al_libro-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/c2/ac/70/monumento.jpg?w=500&h=400&s=1,Monumento al libro,402.,https://www.tripadvisor.com/Attraction_Review-g187497-d9750762-Reviews-Monumento_al_libro-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
16,https://www.tripadvisor.com/Attraction_Review-g187497-d11930433-Reviews-El_Forjador-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ab/72/72/el-forjador.jpg?w=500&h=-1&s=1,El Forjador,403.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930433-Reviews-El_Forjador-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
10,https://www.tripadvisor.com/Attraction_Review-g187497-d9884939-Reviews-Parc_Central_de_Nou_Barris-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/99/d4/99/parc-central-de-nou-barris.jpg?w=500&h=-1&s=1,Parc Central de Nou Barris,404.,https://www.tripadvisor.com/Attraction_Review-g187497-d9884939-Reviews-Parc_Central_de_Nou_Barris-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings • Bridges,El Turó de la Peira
5,https://www.tripadvisor.com/Attraction_Review-g187497-d12879602-Reviews-Portal_de_Santa_Madrona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/b2/3f/f6/portal-de-santa-madrona.jpg?w=500&h=400&s=1,Portal de Santa Madrona,405.,https://www.tripadvisor.com/Attraction_Review-g187497-d12879602-Reviews-Portal_de_Santa_Madrona-Barcelona_Catalonia.html#REVIEWS,Historic Sites,Sants-Montjuíc
15,https://www.tripadvisor.com/Attraction_Review-g187497-d11930464-Reviews-Dona_amb_angel-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/90/32/3e/dona-amb-angel.jpg?w=500&h=400&s=1,Dona amb angel,406.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930464-Reviews-Dona_amb_angel-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
17,https://www.tripadvisor.com/Attraction_Review-g187497-d10223737-Reviews-Monumento_a_Mary_Santpere-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/3a/26/3d/caption.jpg?w=500&h=-1&s=1,Monumento a Mary Santpere,407.,https://www.tripadvisor.com/Attraction_Review-g187497-d10223737-Reviews-Monumento_a_Mary_Santpere-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Raval
26,https://www.tripadvisor.com/Attraction_Review-g187497-d10713504-Reviews-L_Estel_Ferit-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/50/51/15/l-estel-ferit.jpg?w=500&h=-1&s=1,L'Estel Ferit,408.,https://www.tripadvisor.com/Attraction_Review-g187497-d10713504-Reviews-L_Estel_Ferit-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Barceloneta
12,https://www.tripadvisor.com/Attraction_Review-g187497-d11932643-Reviews-Monument_to_Romul_Bosch_i_Alsina-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a1/4d/6b/monument-to-romul-bosch.jpg?w=500&h=400&s=1,Monument to Romul Bosch i Alsina,409.,https://www.tripadvisor.com/Attraction_Review-g187497-d11932643-Reviews-Monument_to_Romul_Bosch_i_Alsina-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Port Vell (Old Port)
5,https://www.tripadvisor.com/Attraction_Review-g187497-d12860132-Reviews-Espai_Subirachs-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d6/1e/90/espai-subirachs.jpg?w=500&h=400&s=1,Espai Subirachs,410.,https://www.tripadvisor.com/Attraction_Review-g187497-d12860132-Reviews-Espai_Subirachs-Barcelona_Catalonia.html#REVIEWS,Art Museums,Poblenou
19,https://www.tripadvisor.com/Attraction_Review-g187497-d12056104-Reviews-Teatre_Apolo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/bf/e9/2e/despedida-con-dos-grandes.jpg?w=500&h=400&s=1,Teatre Apolo,411.,https://www.tripadvisor.com/Attraction_Review-g187497-d12056104-Reviews-Teatre_Apolo-Barcelona_Catalonia.html#REVIEWS,Theaters,Sants-Montjuíc
17,https://www.tripadvisor.com/Attraction_Review-g187497-d10670300-Reviews-Mercat_de_Lesseps-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/82/03/1d/mercat-de-lesseps.jpg?w=500&h=400&s=1,Mercat de Lesseps,412.,https://www.tripadvisor.com/Attraction_Review-g187497-d10670300-Reviews-Mercat_de_Lesseps-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Gracia
20,https://www.tripadvisor.com/Attraction_Review-g187497-d9802114-Reviews-Monumento_a_los_Martires_de_la_Independencia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/37/54/2b/huge-life-size-statue.jpg?w=500&h=400&s=1,Monumento a los Martires de la Independencia,413.,https://www.tripadvisor.com/Attraction_Review-g187497-d9802114-Reviews-Monumento_a_los_Martires_de_la_Independencia-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Barrio Gòtico (Barri Gòtic)
23,https://www.tripadvisor.com/Attraction_Review-g187497-d1493833-Reviews-Fundacio_Sunol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/dc/2d/df/entrance-to-the-fundacio.jpg?w=500&h=400&s=1,Fundació Suñol,414.,https://www.tripadvisor.com/Attraction_Review-g187497-d1493833-Reviews-Fundacio_Sunol-Barcelona_Catalonia.html#REVIEWS,Art Museums,La Maternitat i Sant Ramon
14,https://www.tripadvisor.com/Attraction_Review-g187497-d3820365-Reviews-Mercat_de_Les_Corts-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b4/01/7c/mercat-de-les-corts.jpg?w=500&h=400&s=1,Mercat de Les Corts,415.,https://www.tripadvisor.com/Attraction_Review-g187497-d3820365-Reviews-Mercat_de_Les_Corts-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Les Corts
3,https://www.tripadvisor.com/Attraction_Review-g187497-d15086183-Reviews-Gran_Sinagoga_Maimonides_Barcelona-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/85/97/c0/gran-sinagoga-maimonides.jpg?w=500&h=-1&s=1,Gran Sinagoga Maimonides Barcelona,416.,https://www.tripadvisor.com/Attraction_Review-g187497-d15086183-Reviews-Gran_Sinagoga_Maimonides_Barcelona-Barcelona_Catalonia.html#REVIEWS,Civic Centres • Religious Sites,Sant Gervasi-Galvany
12,https://www.tripadvisor.com/Attraction_Review-g187497-d11930472-Reviews-Figura_Femenina-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ab/76/d8/figura-femenina.jpg?w=500&h=-1&s=1,Figura Femenina,417.,https://www.tripadvisor.com/Attraction_Review-g187497-d11930472-Reviews-Figura_Femenina-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,El Putxet i el Farró
26,https://www.tripadvisor.com/Attraction_Review-g187497-d9570964-Reviews-Buho_de_la_Plaza_Jacint_Verdaguer-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/49/60/ea/verdaguer-square.jpg?w=500&h=-1&s=1,Buho de la Plaza Jacint Verdaguer,418.,https://www.tripadvisor.com/Attraction_Review-g187497-d9570964-Reviews-Buho_de_la_Plaza_Jacint_Verdaguer-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
4,https://www.tripadvisor.com/Attraction_Review-g187497-d12488986-Reviews-Mercat_del_Poble_Nou-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/72/b2/46/hams.jpg?w=500&h=400&s=1,Mercat del Poble Nou,419.,https://www.tripadvisor.com/Attraction_Review-g187497-d12488986-Reviews-Mercat_del_Poble_Nou-Barcelona_Catalonia.html#REVIEWS,Farmers Markets,Poblenou
11,https://www.tripadvisor.com/Attraction_Review-g187497-d10089782-Reviews-Placa_de_Lesseps-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/c7/80/13/placa-de-lesseps.jpg?w=500&h=400&s=1,Placa de Lesseps,420.,https://www.tripadvisor.com/Attraction_Review-g187497-d10089782-Reviews-Placa_de_Lesseps-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Gracia
1,,,,,,13,14
6,https://www.tripadvisor.com/Attraction_Review-g187497-d15532136-Reviews-Casa_Mulleras-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/51/ae/2b/casa-mulleras.jpg?w=500&h=400&s=1,Casa Mulleras,421.,https://www.tripadvisor.com/Attraction_Review-g187497-d15532136-Reviews-Casa_Mulleras-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
5,https://www.tripadvisor.com/Attraction_Review-g187497-d15030177-Reviews-Pasaje_De_La_Paz-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7a/57/50/the-entrance.jpg?w=500&h=-1&s=1,Pasaje De La Paz,422.,https://www.tripadvisor.com/Attraction_Review-g187497-d15030177-Reviews-Pasaje_De_La_Paz-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,Barrio Gòtico (Barri Gòtic)
3,https://www.tripadvisor.com/Attraction_Review-g187497-d12703751-Reviews-La_Casa_dels_Entremesos-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/1a/7e/89/die-kleine-und-die-grosse.jpg?w=500&h=-1&s=1,La Casa dels Entremesos,423.,https://www.tripadvisor.com/Attraction_Review-g187497-d12703751-Reviews-La_Casa_dels_Entremesos-Barcelona_Catalonia.html#REVIEWS,Art Galleries,El Born / La Ribera
24,https://www.tripadvisor.com/Attraction_Review-g187497-d2223619-Reviews-Museu_dels_Automats_del_Tibidabo-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/1e/06/2a/museo-de-automatas-del.jpg?w=500&h=400&s=1,Museu dels Automats del Tibidabo,424.,https://www.tripadvisor.com/Attraction_Review-g187497-d2223619-Reviews-Museu_dels_Automats_del_Tibidabo-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,
10,https://www.tripadvisor.com/Attraction_Review-g187497-d14142348-Reviews-Sabiduria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/55/ff/93/caption.jpg?w=500&h=400&s=1,Sabiduria,425.,https://www.tripadvisor.com/Attraction_Review-g187497-d14142348-Reviews-Sabiduria-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,Barrio Gòtico (Barri Gòtic)
9,https://www.tripadvisor.com/Attraction_Review-g187497-d8807492-Reviews-Casa_Granell-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/65/5c/81/caption.jpg?w=500&h=-1&s=1,Casa Granell,426.,https://www.tripadvisor.com/Attraction_Review-g187497-d8807492-Reviews-Casa_Granell-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d10077498-Reviews-Antiguo_convento_de_San_Agustin-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/b3/f5/29/angulo-patio.jpg?w=500&h=-1&s=1,antiguo convento de San Agustin,427.,https://www.tripadvisor.com/Attraction_Review-g187497-d10077498-Reviews-Antiguo_convento_de_San_Agustin-Barcelona_Catalonia.html#REVIEWS,Ancient Ruins • Architectural Buildings,El Born / La Ribera
8,https://www.tripadvisor.com/Attraction_Review-g187497-d16801122-Reviews-Club_Capitol-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/e8/23/72/sala-pepe-rubianes.jpg?w=500&h=400&s=1,Club Capitol,428.,https://www.tripadvisor.com/Attraction_Review-g187497-d16801122-Reviews-Club_Capitol-Barcelona_Catalonia.html#REVIEWS,Theaters,El Congrés i els Indians
18,https://www.tripadvisor.com/Attraction_Review-g187497-d10223755-Reviews-Parroquia_Castrense_de_la_Ciutadella-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/d5/57/0f/parroquia-castrense-de.jpg?w=500&h=400&s=1,Parroquia Castrense de la Ciutadella,429.,https://www.tripadvisor.com/Attraction_Review-g187497-d10223755-Reviews-Parroquia_Castrense_de_la_Ciutadella-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sant Pere
14,https://www.tripadvisor.com/Attraction_Review-g187497-d10060363-Reviews-Monumento_a_Mahatama_Gandi-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/99/2c/f9/caption.jpg?w=400&h=-1&s=1,Monumento a Mahatama Gandi,430.,https://www.tripadvisor.com/Attraction_Review-g187497-d10060363-Reviews-Monumento_a_Mahatama_Gandi-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Poblenou
3,https://www.tripadvisor.com/Attraction_Review-g187497-d12228778-Reviews-Galeria_de_Arte_Jordi_Barnadas-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f4/fe/6b/galeria-de-arte-jordi.jpg?w=500&h=-1&s=1,Galeria de Arte Jordi Barnadas,431.,https://www.tripadvisor.com/Attraction_Review-g187497-d12228778-Reviews-Galeria_de_Arte_Jordi_Barnadas-Barcelona_Catalonia.html#REVIEWS,Art Galleries,La Dreta de l'Eixample
11,https://www.tripadvisor.com/Attraction_Review-g187497-d11958463-Reviews-Font_d_Hercules-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/f9/61/87/photo0jpg.jpg?w=500&h=400&s=1,Font d'Hercules,432.,https://www.tripadvisor.com/Attraction_Review-g187497-d11958463-Reviews-Font_d_Hercules-Barcelona_Catalonia.html#REVIEWS,Fountains,El Camp d'en Grassot i Gràcia Nova
16,https://www.tripadvisor.com/Attraction_Review-g187497-d9851986-Reviews-La_Parella-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/be/e3/60/vista-desde-lejos.jpg?w=500&h=400&s=1,La Parella,433.,https://www.tripadvisor.com/Attraction_Review-g187497-d9851986-Reviews-La_Parella-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Port Vell (Old Port)
12,https://www.tripadvisor.com/Attraction_Review-g187497-d12583627-Reviews-Pastor_de_la_Flauta-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/ab/8f/4e/barcelona.jpg?w=500&h=-1&s=1,Pastor de la Flauta,434.,https://www.tripadvisor.com/Attraction_Review-g187497-d12583627-Reviews-Pastor_de_la_Flauta-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Barrio Gòtico (Barri Gòtic)
16,https://www.tripadvisor.com/Attraction_Review-g187497-d8093226-Reviews-Jardins_de_Vil_la_Amelia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/ef/a9/4a/jardins-de-villa-amelia.jpg?w=500&h=400&s=1,Jardins de Vil·la Amèlia,435.,https://www.tripadvisor.com/Attraction_Review-g187497-d8093226-Reviews-Jardins_de_Vil_la_Amelia-Barcelona_Catalonia.html#REVIEWS,Parks • Gardens,Sarrià
16,https://www.tripadvisor.com/Attraction_Review-g187497-d9608985-Reviews-Font_De_La_Caputxeta_Vermella-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ec/ab/50/caption.jpg?w=400&h=300&s=1,Font De La Caputxeta Vermella,436.,https://www.tripadvisor.com/Attraction_Review-g187497-d9608985-Reviews-Font_De_La_Caputxeta_Vermella-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues • Fountains,El Camp d'en Grassot i Gràcia Nova
9,https://www.tripadvisor.com/Attraction_Review-g187497-d4556759-Reviews-MUHBA_at_Fabra_i_Coats-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/97/04/3b/cortile-esterno.jpg?w=500&h=400&s=1,MUHBA at Fabra i Coats,437.,https://www.tripadvisor.com/Attraction_Review-g187497-d4556759-Reviews-MUHBA_at_Fabra_i_Coats-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,Sant Andreu
7,https://www.tripadvisor.com/Attraction_Review-g187497-d9992984-Reviews-Centro_Civico_Can_Felipa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/16/21/12/exterior.jpg?w=500&h=400&s=1,Centro Civico Can Felipa,438.,https://www.tripadvisor.com/Attraction_Review-g187497-d9992984-Reviews-Centro_Civico_Can_Felipa-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings • Civic Centres,Poblenou
15,https://www.tripadvisor.com/Attraction_Review-g187497-d10214244-Reviews-The_Art_of_the_Brick-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/00/60/28/caption.jpg?w=500&h=-1&s=1,The Art of the Brick,439.,https://www.tripadvisor.com/Attraction_Review-g187497-d10214244-Reviews-The_Art_of_the_Brick-Barcelona_Catalonia.html#REVIEWS,Speciality Museums • Art Museums,El Clot
6,https://www.tripadvisor.com/Attraction_Review-g187497-d17766742-Reviews-Glorieta_de_la_Transsexual_Sonia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/90/10/21/glorieta-de-la-transsexual.jpg?w=500&h=-1&s=1,Glorieta de la Transsexual Sonia,440.,https://www.tripadvisor.com/Attraction_Review-g187497-d17766742-Reviews-Glorieta_de_la_Transsexual_Sonia-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Monuments & Statues,El Born / La Ribera
5,https://www.tripadvisor.com/Attraction_Review-g187497-d8677533-Reviews-Finca_Sansalvador-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/1d/62/86/finca-sansalvador.jpg?w=500&h=400&s=1,Finca Sansalvador,441.,https://www.tripadvisor.com/Attraction_Review-g187497-d8677533-Reviews-Finca_Sansalvador-Barcelona_Catalonia.html#REVIEWS,Speciality Museums • Architectural Buildings,El Coll
8,https://www.tripadvisor.com/Attraction_Review-g187497-d15582053-Reviews-Casa_Felip-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/ac/c6/ad/the-facade.jpg?w=500&h=-1&s=1,Casa Felip,442.,https://www.tripadvisor.com/Attraction_Review-g187497-d15582053-Reviews-Casa_Felip-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Eixample
14,https://www.tripadvisor.com/Attraction_Review-g187497-d10491252-Reviews-Monumento_a_Angel_Guimera-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/1b/5e/db/caption.jpg?w=500&h=400&s=1,Monumento a Angel Guimera,443.,https://www.tripadvisor.com/Attraction_Review-g187497-d10491252-Reviews-Monumento_a_Angel_Guimera-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Port Vell (Old Port)
15,https://www.tripadvisor.com/Attraction_Review-g187497-d4603634-Reviews-Collegio_Teresiano-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/45/a6/d3/photo2jpg.jpg?w=500&h=-1&s=1,Collegio Teresiano,444.,https://www.tripadvisor.com/Attraction_Review-g187497-d4603634-Reviews-Collegio_Teresiano-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Les Tres Torres
8,https://www.tripadvisor.com/Attraction_Review-g187497-d11932634-Reviews-Monument_to_Francesc_Soler_i_Rovirosa-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/7d/ad/d1/monument-to-francesc.jpg?w=500&h=400&s=1,Monument to Francesc Soler i Rovirosa,445.,https://www.tripadvisor.com/Attraction_Review-g187497-d11932634-Reviews-Monument_to_Francesc_Soler_i_Rovirosa-Barcelona_Catalonia.html#REVIEWS,Monuments & Statues,Eixample
7,https://www.tripadvisor.com/Attraction_Review-g187497-d14802984-Reviews-Casas_Pascual_i_Pons-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/b7/a1/6e/cases-pascual-i-pons.jpg?w=500&h=400&s=1,Casas Pascual i Pons,446.,https://www.tripadvisor.com/Attraction_Review-g187497-d14802984-Reviews-Casas_Pascual_i_Pons-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,La Dreta de l'Eixample
4,https://www.tripadvisor.com/Attraction_Review-g187497-d15337720-Reviews-La_Lleialtat_Santsenca-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/b0/92/fe/la-lleialtat-santsenca.jpg?w=500&h=400&s=1,La Lleialtat Santsenca,447.,https://www.tripadvisor.com/Attraction_Review-g187497-d15337720-Reviews-La_Lleialtat_Santsenca-Barcelona_Catalonia.html#REVIEWS,Architectural Buildings,Sants
18,https://www.tripadvisor.com/Attraction_Review-g187497-d4888437-Reviews-Enoteca_Divins-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/92/4f/2a/cursos-de-cata-y-talleres.jpg?w=500&h=-1&s=1,Enoteca Divins,448.,https://www.tripadvisor.com/Attraction_Review-g187497-d4888437-Reviews-Enoteca_Divins-Barcelona_Catalonia.html#REVIEWS,Speciality & Gift Shops,Open now
7,https://www.tripadvisor.com/Attraction_Review-g187497-d8321737-Reviews-Placa_de_Sarria-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ec/e0/bd/caption.jpg?w=500&h=-1&s=1,Placa de Sarria,449.,https://www.tripadvisor.com/Attraction_Review-g187497-d8321737-Reviews-Placa_de_Sarria-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks,
19,https://www.tripadvisor.com/Attraction_Review-g187497-d9802260-Reviews-La_Capilla_de_Marcus-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/49/de/06/scorrendo-attorno-alla.jpg?w=500&h=-1&s=1,La Capilla de Marcus,450.,https://www.tripadvisor.com/Attraction_Review-g187497-d9802260-Reviews-La_Capilla_de_Marcus-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,El Born / La Ribera
1,,,,,,14,15
10,https://www.tripadvisor.com/Attraction_Review-g187497-d10022418-Reviews-Mare_de_Deu_de_la_Bonanova-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/67/1a/39/caption.jpg?w=500&h=-1&s=1,Mare de Déu de la Bonanova,451.,https://www.tripadvisor.com/Attraction_Review-g187497-d10022418-Reviews-Mare_de_Deu_de_la_Bonanova-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Sant Gervasi-La Bonanova
13,https://www.tripadvisor.com/Attraction_Review-g187497-d244930-Reviews-Sala_Beckett-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/1e/93/4b/entrada-sala-beckett.jpg?w=500&h=400&s=1,Sala Beckett,452.,https://www.tripadvisor.com/Attraction_Review-g187497-d244930-Reviews-Sala_Beckett-Barcelona_Catalonia.html#REVIEWS,Theaters,El Camp d'en Grassot i Gràcia Nova
10,https://www.tripadvisor.com/Attraction_Review-g187497-d10696147-Reviews-Casa_Pomar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/6e/c6/ff/caption.jpg?w=500&h=400&s=1,Casa Pomar,453.,https://www.tripadvisor.com/Attraction_Review-g187497-d10696147-Reviews-Casa_Pomar-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
13,https://www.tripadvisor.com/Attraction_Review-g187497-d10682802-Reviews-Esglesia_dels_Josepets_de_Gracia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/b3/28/48/esglesia-dels-josepets.jpg?w=500&h=400&s=1,Esglesia dels Josepets de Gracia,454.,https://www.tripadvisor.com/Attraction_Review-g187497-d10682802-Reviews-Esglesia_dels_Josepets_de_Gracia-Barcelona_Catalonia.html#REVIEWS,Churches & Cathedrals,Vallcarca i els Penitents
12,https://www.tripadvisor.com/Attraction_Review-g187497-d10538541-Reviews-Casa_de_la_Lactancia-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/58/6c/26/casa-de-la-lactancia.jpg?w=500&h=400&s=1,Casa de la Lactancia,455.,https://www.tripadvisor.com/Attraction_Review-g187497-d10538541-Reviews-Casa_de_la_Lactancia-Barcelona_Catalonia.html#REVIEWS,Points of Interest & Landmarks • Architectural Buildings,Eixample
12,https://www.tripadvisor.com/Attraction_Review-g187497-d9570798-Reviews-Fundacio_Gaspar-Barcelona_Catalonia.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/01/dc/e1/patio-of-the-fundacio.jpg?w=500&h=-1&s=1,Fundacio Gaspar,456.,https://www.tripadvisor.com/Attraction_Review-g187497-d9570798-Reviews-Fundacio_Gaspar-Barcelona_Catalonia.html#REVIEWS,Speciality Museums,El Born / La Ribera
