WlYyy,FmrIP href,dugSS src,bUshh,cIVmB,iPqaD href 2,WlYyy 2,WlYyy 3,TCGml,WlYyy 4,iPqaD href 3,dugSS src 2,WlYyy 5,iPqaD,iPqaD href 5,WlYyy 6,dkvhj,WlYyy 7
293,https://www.tripadvisor.com/Attraction_Review-g187323-d641590-Reviews-Berlinische_Galerie-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/65/61/66/berlinische-galerie-museum.jpg?w=500&h=-1&s=1,Berlinische Galerie,70.,https://www.tripadvisor.com/Attraction_Review-g187323-d641590-Reviews-Berlinische_Galerie-Berlin.html#REVIEWS,Art Museums,Friedrichshain-Kreuzberg (Borough),•,Open now,https://www.tripadvisor.com/Profile/Sylvanian,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,By,Sylvanian,https://www.tripadvisor.com/ShowUserReviews-g187323-d641590-r712508614-Berlinische_Galerie-Berlin.html,There is also a small,permanent collection,"of Berlin art ranging from jugendstil to impressionism, to modern art."
509,https://www.tripadvisor.com/Attraction_Review-g187323-d3950204-Reviews-GDR_Watch_Tower-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/ef/96/7a/ddr-wachturm-in-der-erna.jpg?w=500&h=-1&s=1,GDR Watch Tower,71.,https://www.tripadvisor.com/Attraction_Review-g187323-d3950204-Reviews-GDR_Watch_Tower-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),,,https://www.tripadvisor.com/Profile/MinnieMad,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/72/77/bb/minniemad.jpg?w=100&h=-1&s=1,By,MinnieMad,https://www.tripadvisor.com/ShowUserReviews-g187323-d3950204-r571090338-GDR_Watch_Tower-Berlin.html,Just off,Potsdamer Platz,", a preserved watchtower, which you can climb during the day."
484,https://www.tripadvisor.com/Attraction_Review-g187323-d6353067-Reviews-Asisi_Panorama_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/d2/df/33/panorama.jpg?w=500&h=400&s=1,asisi Panorama Berlin,72.,https://www.tripadvisor.com/Attraction_Review-g187323-d6353067-Reviews-Asisi_Panorama_Berlin-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),,,https://www.tripadvisor.com/Profile/559natashak,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/96/42/f7/caption.jpg?w=100&h=-1&s=1,By,559natashak,https://www.tripadvisor.com/ShowUserReviews-g187323-d6353067-r747413772-Asisi_Panorama_Berlin-Berlin.html,"... in the scale of the painting and the details one can find, and makes the stories about the Berlin",Wall,come alive.
"1,403",https://www.tripadvisor.com/Attraction_Review-g187323-d1828806-Reviews-Madame_Tussauds_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/52/b6/92/madame-tussauds-berlin.jpg?w=500&h=-1&s=1,Madame Tussauds Berlin,73.,https://www.tripadvisor.com/Attraction_Review-g187323-d1828806-Reviews-Madame_Tussauds_Berlin-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/irinactn,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2d/a6/0e/irinactn.jpg?w=100&h=-1&s=1,By,irinactn,https://www.tripadvisor.com/ShowUserReviews-g187323-d1828806-r615341344-Madame_Tussauds_Berlin-Berlin.html,"A lot of figures, interactive places and",fun,", fun"
200,https://www.tripadvisor.com/Attraction_Review-g187323-d1866386-Reviews-Britzer_Garten-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/de/ba/0a/dsc-0807-largejpg.jpg?w=500&h=400&s=1,Britzer Garten,74.,https://www.tripadvisor.com/Attraction_Review-g187323-d1866386-Reviews-Britzer_Garten-Berlin.html#REVIEWS,Parks,Neukölln (Borough),•,Open now,,,,,,,,
438,https://www.tripadvisor.com/Attraction_Review-g187323-d195028-Reviews-Konzerthaus-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/42/31/36/konzerthaus.jpg?w=500&h=400&s=1,Konzerthaus,75.,https://www.tripadvisor.com/Attraction_Review-g187323-d195028-Reviews-Konzerthaus-Berlin.html#REVIEWS,Points of Interest & Landmarks • Theaters,Mitte (Borough),,,https://www.tripadvisor.com/Profile/293neilk,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,By,293neilk,https://www.tripadvisor.com/ShowUserReviews-g187323-d195028-r699942505-Konzerthaus-Berlin.html,"... German Cathedral, this is a beautiful piece of",architecture,"it looks Neo Classical to me ,the concert hall is hel..."
332,https://www.tripadvisor.com/Attraction_Review-g187323-d2147283-Reviews-Deutsche_Kinemathek_Museum_fuer_Film_und_Fernsehen-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/e3/a7/b5/caption.jpg?w=500&h=400&s=1,Deutsche Kinemathek - Museum fuer Film und Fernsehen,76.,https://www.tripadvisor.com/Attraction_Review-g187323-d2147283-Reviews-Deutsche_Kinemathek_Museum_fuer_Film_und_Fernsehen-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/ladymilva,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/40/9c/fd/katokonska.jpg?w=100&h=-1&s=1,By,ladymilva,https://www.tripadvisor.com/ShowUserReviews-g187323-d2147283-r617093304-Deutsche_Kinemathek_Museum_fuer_Film_und_Fernsehen-Berlin.html,It's a gem for people who are interested in history of the film - especially in German silent,cinema,.
377,https://www.tripadvisor.com/Attraction_Review-g187323-d5580809-Reviews-Museum_in_der_Kulturbrauerei-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/cf/fe/d1/museum-in-der-kulturbrauerei.jpg?w=500&h=400&s=1,Museum in der Kulturbrauerei,77.,https://www.tripadvisor.com/Attraction_Review-g187323-d5580809-Reviews-Museum_in_der_Kulturbrauerei-Berlin.html#REVIEWS,Speciality Museums • History Museums,Prenzlauer Berg,•,Open now,https://www.tripadvisor.com/Profile/tabascothomas,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/89/avatar010.jpg?w=100&h=-1&s=1,By,tabascothomas,https://www.tripadvisor.com/ShowUserReviews-g187323-d5580809-r638218754-Museum_in_der_Kulturbrauerei-Berlin.html,Gives you a great picture of life in,East Germany,"under Communism with displays of actual rooms, the car camping set..."
413,https://www.tripadvisor.com/Attraction_Review-g187323-d242771-Reviews-Spandau_Citadel-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/3d/1e/c9/20191213-113224-largejpg.jpg?w=500&h=-1&s=1,Spandau Citadel,78.,https://www.tripadvisor.com/Attraction_Review-g187323-d242771-Reviews-Spandau_Citadel-Berlin.html#REVIEWS,Historic Sites • Architectural Buildings,Spandau,•,Open now,,,,,,,,
233,https://www.tripadvisor.com/Attraction_Review-g187323-d11838582-Reviews-Altes_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/b3/a6/d6/altes-museum-staatliche.jpg?w=500&h=400&s=1,Altes Museum,79.,https://www.tripadvisor.com/Attraction_Review-g187323-d11838582-Reviews-Altes_Museum-Berlin.html#REVIEWS,Art Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/christosorl,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/4a/c4/1a/caption.jpg?w=100&h=-1&s=1,By,christosorl,https://www.tripadvisor.com/ShowUserReviews-g187323-d11838582-r570364295-Altes_Museum-Berlin.html,creates museums from Other countries exhibits,German,
239,https://www.tripadvisor.com/Attraction_Review-g187323-d2147289-Reviews-Anne_Frank_Zentrum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/76/15/0e/dauerausstellung-des.jpg?w=500&h=400&s=1,Anne Frank Zentrum,80.,https://www.tripadvisor.com/Attraction_Review-g187323-d2147289-Reviews-Anne_Frank_Zentrum-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/Z7660TGcolinh,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,By,Z7660TGcolinh,https://www.tripadvisor.com/ShowUserReviews-g187323-d2147289-r591116423-Anne_Frank_Zentrum-Berlin.html,It is a very,small museum,but there is loads of pictures and info to really help you full immerse in the experience.
229,https://www.tripadvisor.com/Attraction_Review-g187323-d242767-Reviews-Kathe_Kollwitz_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c2/41/fe/kathe-kollwitz-museum.jpg?w=500&h=-1&s=1,Kathe Kollwitz Museum,81.,https://www.tripadvisor.com/Attraction_Review-g187323-d242767-Reviews-Kathe_Kollwitz_Museum-Berlin.html#REVIEWS,Art Museums,Charlottenburg,•,Open now,,,,,,,,
406,https://www.tripadvisor.com/Attraction_Review-g187323-d3618456-Reviews-Designpanoptikum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/03/1e/7b/de/designpanoptikum.jpg?w=300&h=300&s=1,Designpanoptikum,82.,https://www.tripadvisor.com/Attraction_Review-g187323-d3618456-Reviews-Designpanoptikum-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,,,,,,,,
"4,439",https://www.tripadvisor.com/Attraction_Review-g187323-d190519-Reviews-Jewish_Museum_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/ec/12/d2/20180510-131629-largejpg.jpg?w=500&h=-1&s=1,Jewish Museum Berlin,83.,https://www.tripadvisor.com/Attraction_Review-g187323-d190519-Reviews-Jewish_Museum_Berlin-Berlin.html#REVIEWS,Speciality Museums • History Museums,Friedrichshain-Kreuzberg (Borough),•,Open now,https://www.tripadvisor.com/Profile/U5868UUmarks,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg?w=100&h=-1&s=1,By,U5868UUmarks,https://www.tripadvisor.com/ShowUserReviews-g187323-d190519-r697255342-Jewish_Museum_Berlin-Berlin.html,Once again you get an,audio guide,and during your tour of the museum you can read harrowing stories of some of the pe...
209,https://www.tripadvisor.com/Attraction_Review-g187323-d2229722-Reviews-Turkish_Market-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/25/e0/f3/turkish-market.jpg?w=500&h=400&s=1,Turkish Market,84.,https://www.tripadvisor.com/Attraction_Review-g187323-d2229722-Reviews-Turkish_Market-Berlin.html#REVIEWS,Flea & Street Markets,Neukölln,,,,,,,,,,
"13,413",https://www.tripadvisor.com/Attraction_Review-g187323-d1166028-Reviews-Checkpoint_Charlie-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1b/d1/be/checkpoint-charlie.jpg?w=500&h=400&s=1,Checkpoint Charlie,85.,https://www.tripadvisor.com/Attraction_Review-g187323-d1166028-Reviews-Checkpoint_Charlie-Berlin.html#REVIEWS,Historic Sites • Points of Interest & Landmarks,Friedrichshain-Kreuzberg (Borough),,,https://www.tripadvisor.com/Profile/sanjaya58,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/2e/e9/7e/sanjaya58.jpg?w=100&h=-1&s=1,By,sanjaya58,https://www.tripadvisor.com/ShowUserReviews-g187323-d1166028-r645915944-Checkpoint_Charlie-Berlin.html,it is a sad lesson in human history the,cold war,", the world war, the division of the wonderful city of Berlin, just s..."
220,https://www.tripadvisor.com/Attraction_Review-g187323-d304857-Reviews-KulturBrauerei-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/44/1b/fa/the-front-of-the-brewery.jpg?w=500&h=-1&s=1,KulturBrauerei,86.,https://www.tripadvisor.com/Attraction_Review-g187323-d304857-Reviews-KulturBrauerei-Berlin.html#REVIEWS,Theaters • Shopping Malls,Prenzlauer Berg,,,,,,,,,,
288,https://www.tripadvisor.com/Attraction_Review-g187323-d594412-Reviews-Museum_Blindenwerkstatt_Otto_Weidt-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/52/20/97/museum-blindenwerkstatt.jpg?w=500&h=-1&s=1,Museum Blindenwerkstatt Otto Weidt,87.,https://www.tripadvisor.com/Attraction_Review-g187323-d594412-Reviews-Museum_Blindenwerkstatt_Otto_Weidt-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),,,,,,,,,,
595,https://www.tripadvisor.com/Attraction_Review-g187323-d190583-Reviews-Friedrichstrasse-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/88/32/f0/berlin-friedrichstrasse.jpg?w=500&h=400&s=1,Friedrichstraße,88.,https://www.tripadvisor.com/Attraction_Review-g187323-d190583-Reviews-Friedrichstrasse-Berlin.html#REVIEWS,Points of Interest & Landmarks,Friedrichshain-Kreuzberg (Borough),,,https://www.tripadvisor.com/Profile/293neilk,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,By,293neilk,https://www.tripadvisor.com/ShowUserReviews-g187323-d190583-r698296703-Friedrichstrasse-Berlin.html,Its famous for,Checkpoint Charlie,"but if your into your shopping there are innumerable shopping outlets, shopping cen..."
506,https://www.tripadvisor.com/Attraction_Review-g187323-d3953115-Reviews-Oberbaum_Bridge-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/16/ea/aa/vue-du-pont.jpg?w=500&h=400&s=1,Oberbaum Bridge,89.,https://www.tripadvisor.com/Attraction_Review-g187323-d3953115-Reviews-Oberbaum_Bridge-Berlin.html#REVIEWS,Bridges,Friedrichshain,,,https://www.tripadvisor.com/Profile/1girl_1passport,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/8d/b5/21/raspberryd.jpg?w=100&h=-1&s=1,By,1girl_1passport,https://www.tripadvisor.com/ShowUserReviews-g187323-d3953115-r743544015-Oberbaum_Bridge-Berlin.html,... see it up-close since we only had a short time to visit this area since it also located near the East Side,Gallery,.
180,https://www.tripadvisor.com/Attraction_Review-g187323-d190605-Reviews-Wintergarten_Variete-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/27/05/05/hereinspaziert-in-die.jpg?w=500&h=400&s=1,Wintergarten Variete,90.,https://www.tripadvisor.com/Attraction_Review-g187323-d190605-Reviews-Wintergarten_Variete-Berlin.html#REVIEWS,Theaters,Mitte (Borough),,,,,,,,,,
4,,,,,,1,3,,5,,,,,,,,
253,https://www.tripadvisor.com/Attraction_Review-g187323-d1798574-Reviews-Military_History_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/53/32/dc/img-20180825-130609-largejpg.jpg?w=500&h=400&s=1,Military History Museum,91.,https://www.tripadvisor.com/Attraction_Review-g187323-d1798574-Reviews-Military_History_Museum-Berlin.html#REVIEWS,Military Museums,Spandau,•,Open now,https://www.tripadvisor.com/Profile/977PeterD,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,By,977PeterD,https://www.tripadvisor.com/ShowUserReviews-g187323-d1798574-r616622115-Military_History_Museum-Berlin.html,"Fighter planes and helicopters from both, American and Soviet origin are",on display,.
82,https://www.tripadvisor.com/Attraction_Review-g187323-d190690-Reviews-Haus_Schwarzenberg-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/3a/99/04/haus-schwarzenberg.jpg?w=500&h=-1&s=1,Haus Schwarzenberg,92.,https://www.tripadvisor.com/Attraction_Review-g187323-d190690-Reviews-Haus_Schwarzenberg-Berlin.html#REVIEWS,Art Galleries,Mitte (Borough),,,https://www.tripadvisor.com/Profile/Wellington24,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,By,Wellington24,https://www.tripadvisor.com/ShowUserReviews-g187323-d190690-r580880353-Haus_Schwarzenberg-Berlin.html,Make sure you check it out and spend some time examining the very intricate and cool,street art,on the walls.
678,https://www.tripadvisor.com/Attraction_Review-g187323-d190596-Reviews-Neue_Wache-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/d4/3c/86/img-20180430-095939-largejpg.jpg?w=500&h=-1&s=1,Neue Wache,93.,https://www.tripadvisor.com/Attraction_Review-g187323-d190596-Reviews-Neue_Wache-Berlin.html#REVIEWS,History Museums,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/Kate_T_K4,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/cd/d2/1b/katekm.jpg?w=100&h=-1&s=1,By,Kate_T_K4,https://www.tripadvisor.com/ShowUserReviews-g187323-d190596-r709774705-Neue_Wache-Berlin.html,This memorial commemorates,victims,of war and tyranny.
668,https://www.tripadvisor.com/Attraction_Review-g187323-d313986-Reviews-Soviet_Memorial_Tiergarten-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/86/2b/f8/memorial.jpg?w=500&h=-1&s=1,Soviet Memorial Tiergarten,94.,https://www.tripadvisor.com/Attraction_Review-g187323-d313986-Reviews-Soviet_Memorial_Tiergarten-Berlin.html#REVIEWS,Historic Sites,Mitte (Borough),,,https://www.tripadvisor.com/Profile/scouse1941,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,By,scouse1941,https://www.tripadvisor.com/ShowUserReviews-g187323-d313986-r631735767-Soviet_Memorial_Tiergarten-Berlin.html,The Soviet War memorial is located at the Eastern end of the,Tiergarten,", midway between the Victory Column and the Br..."
119,https://www.tripadvisor.com/Attraction_Review-g187323-d15042289-Reviews-Illuseum_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/91/4e/1f/komm-ins-illuseum-berlin.jpg?w=500&h=400&s=1,Illuseum Berlin,95.,https://www.tripadvisor.com/Attraction_Review-g187323-d15042289-Reviews-Illuseum_Berlin-Berlin.html#REVIEWS,Speciality Museums,Mitte (Borough),•,Open now,,,,,,,,
174,https://www.tripadvisor.com/Attraction_Review-g187323-d2256132-Reviews-German_Russian_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/24/16/8b/german-russian-musuem.jpg?w=500&h=-1&s=1,German-Russian Museum,96.,https://www.tripadvisor.com/Attraction_Review-g187323-d2256132-Reviews-German_Russian_Museum-Berlin.html#REVIEWS,Speciality Museums,Karlshorst,,,https://www.tripadvisor.com/Profile/739kennyb,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,By,739kennyb,https://www.tripadvisor.com/ShowUserReviews-g187323-d2256132-r562354659-German_Russian_Museum-Berlin.html,"... you, and also some of the photos only have Russian /",German,notes (although the vast majority do have English tra...
317,https://www.tripadvisor.com/Attraction_Review-g187323-d190530-Reviews-Deutsche_Oper_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/4f/c8/67/deutsche-oper.jpg?w=500&h=400&s=1,Deutsche Oper Berlin,97.,https://www.tripadvisor.com/Attraction_Review-g187323-d190530-Reviews-Deutsche_Oper_Berlin-Berlin.html#REVIEWS,Theaters,Charlottenburg,,,,,,,,,,
225,https://www.tripadvisor.com/Attraction_Review-g187323-d2479088-Reviews-Theater_des_Westens-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/a9/b8/6a/theater-des-westens.jpg?w=500&h=400&s=1,Theater des Westens,98.,https://www.tripadvisor.com/Attraction_Review-g187323-d2479088-Reviews-Theater_des_Westens-Berlin.html#REVIEWS,Theaters,Charlottenburg,•,Open now,,,,,,,,
146,https://www.tripadvisor.com/Attraction_Review-g187323-d7185858-Reviews-Humboldthain_Flak_Tower-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fd/18/fe/humboldthain-flak-tower.jpg?w=500&h=-1&s=1,Humboldthain Flak Tower,99.,https://www.tripadvisor.com/Attraction_Review-g187323-d7185858-Reviews-Humboldthain_Flak_Tower-Berlin.html#REVIEWS,Points of Interest & Landmarks • Observation Decks & Towers,Mitte (Borough),,,,,,,,,,
"1,308",https://www.tripadvisor.com/Attraction_Review-g187323-d1890068-Reviews-LEGOLAND_Discovery_Centre-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/15/30/9d/legoland-discovery-centre.jpg?w=500&h=400&s=1,LEGOLAND Discovery Centre,100.,https://www.tripadvisor.com/Attraction_Review-g187323-d1890068-Reviews-LEGOLAND_Discovery_Centre-Berlin.html#REVIEWS,Game & Entertainment Centers,Mitte (Borough),•,Open now,,,,,,,,
143,https://www.tripadvisor.com/Attraction_Review-g187323-d1521123-Reviews-Liebermann_Villa_am_Wannsee-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/75/09/2a/20190425-134555-largejpg.jpg?w=500&h=400&s=1,Liebermann-Villa am Wannsee,101.,https://www.tripadvisor.com/Attraction_Review-g187323-d1521123-Reviews-Liebermann_Villa_am_Wannsee-Berlin.html#REVIEWS,Art Museums,Steglitz-Zehlendorf (Borough),,,,,,,,,,
242,https://www.tripadvisor.com/Attraction_Review-g187323-d12081161-Reviews-Little_BIG_City_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/be/26/c7/10.jpg?w=500&h=-1&s=1,Little BIG City Berlin,102.,https://www.tripadvisor.com/Attraction_Review-g187323-d12081161-Reviews-Little_BIG_City_Berlin-Berlin.html#REVIEWS,Speciality Museums • Children's Museums,Mitte (Borough),•,Open now,,,,,,,,
"2,397",https://www.tripadvisor.com/Attraction_Review-g187323-d242747-Reviews-Wall_Museum_Checkpoint_Charlie-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/72/fe/c7/just-by-here-so-you-know.jpg?w=500&h=400&s=1,Wall Museum - Checkpoint Charlie,103.,https://www.tripadvisor.com/Attraction_Review-g187323-d242747-Reviews-Wall_Museum_Checkpoint_Charlie-Berlin.html#REVIEWS,Speciality Museums,Friedrichshain-Kreuzberg (Borough),•,Open now,https://www.tripadvisor.com/Profile/Elena257,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/60/15/d7/elena257.jpg?w=100&h=-1&s=1,By,Elena257,https://www.tripadvisor.com/ShowUserReviews-g187323-d242747-r639075222-Wall_Museum_Checkpoint_Charlie-Berlin.html,"You can see a lot about the how the Berlin wall was built, what tricks people used to move from Est to",West,Germany.
"1,122",https://www.tripadvisor.com/Attraction_Review-g187323-d1884307-Reviews-AquaDom_SEA_LIFE_Berlin-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/b2/1f/a3/aquadom-sea-life-berlin.jpg?w=500&h=400&s=1,AquaDom & SEA LIFE Berlin,104.,https://www.tripadvisor.com/Attraction_Review-g187323-d1884307-Reviews-AquaDom_SEA_LIFE_Berlin-Berlin.html#REVIEWS,Aquariums,Mitte (Borough),•,Open now,,,,,,,,
497,https://www.tripadvisor.com/Attraction_Review-g187323-d6847410-Reviews-Teufelsberg-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/12/ee/a4/teufelsberg-4.jpg?w=500&h=400&s=1,Teufelsberg,105.,https://www.tripadvisor.com/Attraction_Review-g187323-d6847410-Reviews-Teufelsberg-Berlin.html#REVIEWS,Points of Interest & Landmarks • Observation Decks & Towers,Grunewald,•,Open now,https://www.tripadvisor.com/Profile/SSSRRRHHH,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,By,SSSRRRHHH,https://www.tripadvisor.com/ShowUserReviews-g187323-d6847410-r674525523-Teufelsberg-Berlin.html,Really interesting site with lots of cool installments and colourful,street art,everywhere.
168,https://www.tripadvisor.com/Attraction_Review-g187323-d190661-Reviews-Allied_Museum_Alliierten_Museum-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/00/12/64/14/allied-flags.jpg?w=500&h=-1&s=1,Allied Museum (Alliierten Museum),106.,https://www.tripadvisor.com/Attraction_Review-g187323-d190661-Reviews-Allied_Museum_Alliierten_Museum-Berlin.html#REVIEWS,Military Museums • History Museums,Steglitz-Zehlendorf (Borough),•,Open now,https://www.tripadvisor.com/Profile/wildat2013,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,By,wildat2013,https://www.tripadvisor.com/ShowUserReviews-g187323-d190661-r691459273-Allied_Museum_Alliierten_Museum-Berlin.html,"There is so much detailed information here, specifically about the",Berlin Airlift,and the occupation.
358,https://www.tripadvisor.com/Attraction_Review-g187323-d2149447-Reviews-Rotes_Rathaus-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/47/aa/b4/looks-great-in-the-sun.jpg?w=500&h=-1&s=1,Rotes Rathaus,107.,https://www.tripadvisor.com/Attraction_Review-g187323-d2149447-Reviews-Rotes_Rathaus-Berlin.html#REVIEWS,Architectural Buildings,Mitte (Borough),•,Open now,https://www.tripadvisor.com/Profile/REDMAN5314,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/56/86/ab/redman5314.jpg?w=100&h=-1&s=1,By,REDMAN5314,https://www.tripadvisor.com/ShowUserReviews-g187323-d2149447-r734355920-Rotes_Rathaus-Berlin.html,Huge red,City Hall,that stands out in the Alexanderplatz and it's a must for us travelers!
506,https://www.tripadvisor.com/Attraction_Review-g187323-d274495-Reviews-Bebelplatz-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/7e/42/b3/20180905-111327-largejpg.jpg?w=500&h=-1&s=1,Bebelplatz,108.,https://www.tripadvisor.com/Attraction_Review-g187323-d274495-Reviews-Bebelplatz-Berlin.html#REVIEWS,Historic Sites,Mitte (Borough),,,https://www.tripadvisor.com/Profile/LuizDutraNeto,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/17/9e/89/luizdutraneto.jpg?w=100&h=-1&s=1,By,LuizDutraNeto,https://www.tripadvisor.com/ShowUserReviews-g187323-d274495-r597420145-Bebelplatz-Berlin.html,"But, and there is always a but, here took place the infamous",Nazi book burning,ceremonies.
162,https://www.tripadvisor.com/Attraction_Review-g187323-d190602-Reviews-Oranienburgerstrasse-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/a7/48/6d/oranienburgerstrasse.jpg?w=500&h=-1&s=1,Oranienburgerstrasse,109.,https://www.tripadvisor.com/Attraction_Review-g187323-d190602-Reviews-Oranienburgerstrasse-Berlin.html#REVIEWS,Points of Interest & Landmarks,Mitte (Borough),,,,,,,,,,
336,https://www.tripadvisor.com/Attraction_Review-g187323-d507279-Reviews-Helmut_Newton_Foundation-Berlin.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/1e/48/9b/caption.jpg?w=500&h=400&s=1,Helmut Newton Foundation,110.,https://www.tripadvisor.com/Attraction_Review-g187323-d507279-Reviews-Helmut_Newton_Foundation-Berlin.html#REVIEWS,Speciality Museums • Art Museums,Charlottenburg,•,Open now,,,,,,,,
